"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4510";"multipla";"Matematica";"Conjuntos";"Operacoes com conjuntos";"Facil";"Vestibular";"2024";"Dados A = {1, 2, 3, 4} e B = {3, 4, 5, 6}, o conjunto A ∩ B (interseccao) e:";"{3, 4}";"{1, 2, 5, 6}";"{1, 2, 3, 4, 5, 6}";"{1, 2}";"{5, 6}";"a";"A interseccao de A e B contem apenas os elementos comuns a ambos: A ∩ B = {3, 4}.";""
"4511";"multipla";"Matematica";"Numeros Reais";"Potenciacao";"Facil";"Vestibular";"2024";"O valor de 2^(-3) e:";"1/8";"-8";"1/6";"-6";"8";"a";"2^(-3) = 1/2^3 = 1/8.";""
"4512";"multipla";"Matematica";"Geometria Plana";"Semelhanca de triangulos";"Medio";"Vestibular";"2024";"Dois triangulos semelhantes possuem lados 3 e 6 no primeiro e 5 e x no segundo. O valor de x e:";"10";"8";"12";"15";"6";"a";"Pela proporcionalidade dos lados: 3/5 = 6/x. Logo x = 6*5/3 = 10.";""
"4513";"multipla";"Matematica";"Funcoes";"Dominio e imagem";"Medio";"Vestibular";"2024";"O dominio da funcao f(x) = sqrt(x - 2) e:";"x >= 2";"x > 2";"x <= 2";"x > 0";"Todos os reais";"a";"Para que a raiz seja real, o radicando deve ser nao-negativo: x - 2 >= 0, logo x >= 2.";""
"4514";"multipla";"Matematica";"Trigonometria";"Circunferencia trigonometrica";"Medio";"Vestibular";"2024";"No 2o quadrante, o seno e:";"Positivo";"Negativo";"Zero";"Indefinido";"Igual ao coseno";"a";"No 2o quadrante (entre 90 e 180 graus): seno e positivo, coseno e negativo, tangente e negativa.";""
"4515";"multipla";"Matematica";"Analise Combinatoria";"Combinacao simples";"Medio";"Vestibular";"2024";"O numero de comissoes de 3 pessoas escolhidas de um grupo de 5 pessoas e:";"10";"15";"20";"60";"6";"a";"C(5,3) = 5!/(3!*2!) = 120/(6*2) = 120/12 = 10.";""
"4516";"multipla";"Matematica";"Geometria Espacial";"Prisma";"Medio";"Vestibular";"2024";"O volume de um prisma de base triangular com area da base 12 cm2 e altura 5 cm e:";"60 cm3";"30 cm3";"120 cm3";"24 cm3";"36 cm3";"a";"Volume do prisma = Area da base * altura = 12 * 5 = 60 cm3.";""
"4517";"multipla";"Matematica";"Inequacoes";"Inequacao de 1o grau";"Facil";"Vestibular";"2024";"A solucao de 3x - 6 > 0 e:";"x > 2";"x < 2";"x > -2";"x >= 2";"x < -2";"a";"3x > 6, logo x > 2.";""
"4518";"multipla";"Matematica";"Matrizes";"Multiplicacao de matrizes";"Dificil";"Vestibular";"2024";"O produto das matrizes [[1,2],[3,4]] e [[5],[6]] resulta em:";"[[17],[39]]";"[[5,12],[15,24]]";"[[11],[27]]";"[[17,12],[39,24]]";"[[5],[6]]";"a";"[1*5+2*6] = [17] e [3*5+4*6] = [15+24] = [39]. Resultado: [[17],[39]].";""
"4519";"multipla";"Matematica";"Financeira";"Juros simples";"Facil";"Vestibular";"2024";"Um capital de R$ 2.000 a uma taxa de 5% ao mes por 3 meses em juros simples gera juro de:";"R$ 300";"R$ 315,25";"R$ 200";"R$ 500";"R$ 100";"a";"J = C*i*t = 2000 * 0,05 * 3 = R$ 300.";""
"4520";"multipla";"Fisica";"Mecanica Quantica";"Dualidade onda-particula";"Dificil";"Vestibular";"2024";"O efeito fotoeletrico demonstrou que a luz possui comportamento de:";"Particula (foton)";"Apenas onda";"Gas ideal";"Fluido viscoso";"Campo magnetico";"a";"Einstein explicou o efeito fotoeletrico em 1905 propondo que a luz e composta por quantos de energia (fotons), demonstrando seu comportamento de particula. Isso lhe rendeu o Premio Nobel.";""
"4521";"multipla";"Fisica";"Termodinamica";"Primeira lei";"Medio";"Vestibular";"2024";"A primeira lei da termodinamica estabelece que a variacao de energia interna de um sistema e igual a:";"Calor absorvido menos trabalho realizado";"Calor absorvido mais trabalho realizado";"Trabalho realizado menos calor absorvido";"Entropia vezes temperatura";"Massa vezes calor especifico";"a";"1a lei da termodinamica: DeltaU = Q - W. A variacao de energia interna e igual ao calor absorvido menos o trabalho realizado pelo sistema.";""
"4522";"multipla";"Fisica";"Optica";"Lentes";"Medio";"Vestibular";"2024";"As lentes convergentes (convexas) sao usadas para corrigir qual defeito visual?";"Hipermetropia";"Miopia";"Astigmatismo";"Presbiopia";"Daltonismo";"a";"A hipermetropia (dificuldade de enxergar de perto) e corrigida com lentes convergentes (convexas), que aumentam a convergencia do sistema ocular.";""
"4523";"multipla";"Fisica";"Eletricidade";"Campo eletrico";"Dificil";"Vestibular";"2024";"O campo eletrico criado por uma carga puntiforme Q a uma distancia r e dado por:";"E = kQ/r^2";"E = kQ/r";"E = kQr";"E = kQ^2/r";"E = Q/kr";"a";"O campo eletrico de uma carga puntiforme e E = kQ/r^2, onde k e a constante eletrostatica (9x10^9 N.m^2/C^2).";""
"4524";"multipla";"Fisica";"Mecanica";"MRU";"Facil";"Vestibular";"2024";"No Movimento Retilineo Uniforme (MRU), a aceleracao e:";"Zero";"Constante e positiva";"Constante e negativa";"Variavel";"Igual a g";"a";"No MRU, a velocidade e constante, portanto a aceleracao e zero. Nao ha variacao de velocidade.";""
"4525";"multipla";"Fisica";"Ondas";"Som";"Facil";"Vestibular";"2024";"As ondas sonoras sao ondas:";"Mecanicas longitudinais";"Eletromagneticas transversais";"Mecanicas transversais";"Eletromagneticas longitudinais";"Gravitacionais";"a";"O som e uma onda mecanica (necessita de meio material) e longitudinal (a perturbacao ocorre na mesma direcao da propagacao).";""
"4526";"multipla";"Fisica";"Termodinamica";"Escalas termometricas";"Facil";"Vestibular";"2024";"A temperatura de 100 oC em Kelvin equivale a:";"373 K";"273 K";"100 K";"473 K";"173 K";"a";"Conversao: K = oC + 273. Logo 100 oC = 100 + 273 = 373 K.";""
"4527";"multipla";"Fisica";"Eletromagnetismo";"Corrente alternada";"Dificil";"Vestibular";"2024";"A frequencia da corrente eletrica alternada na rede domestica brasileira e:";"60 Hz";"50 Hz";"100 Hz";"120 Hz";"220 Hz";"a";"No Brasil, a frequencia da corrente alternada na rede eletrica e 60 Hz (60 ciclos por segundo). Na Europa a frequencia e 50 Hz.";""
"4528";"multipla";"Fisica";"Mecanica dos Fluidos";"Pressao";"Medio";"Vestibular";"2024";"A pressao e definida como a razao entre a forca e:";"Area";"Volume";"Massa";"Velocidade";"Temperatura";"a";"Pressao P = F/A (forca dividida pela area). Unidade no SI: pascal (Pa = N/m^2).";""
"4529";"multipla";"Fisica";"Optica";"Velocidade da luz";"Facil";"Vestibular";"2024";"A velocidade da luz no vacuo e aproximadamente:";"3 x 10^8 m/s";"3 x 10^6 m/s";"3 x 10^10 m/s";"3 x 10^4 m/s";"343 m/s";"a";"A velocidade da luz no vacuo (c) e aproximadamente 3 x 10^8 m/s = 300.000 km/s.";""
"4530";"multipla";"Quimica";"Quimica Organica";"Esteres";"Medio";"Vestibular";"2024";"A reacao de esterificacao ocorre entre um acido carboxilico e:";"Um alcool";"Uma base";"Um aldeido";"Uma amina";"Um alcano";"a";"Esterificacao: acido carboxilico + alcool -> ester + agua. Ex.: CH3COOH + CH3OH -> CH3COOCH3 + H2O (acetato de metila).";""
