"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"6201";"multipla";"Quimica";"Estrutura Atomica";"Particulas subatomicas";"Facil";"ENEM";"2023";"O nucleo atomico e composto por:";"Protons e neutrons";"Protons e eletrons";"Eletrons e neutrons";"Apenas protons";"Apenas eletrons";"a";"O nucleo contem protons (carga +) e neutrons (neutros). Os eletrons orbitam ao redor do nucleo.";""
"6202";"multipla";"Quimica";"Estrutura Atomica";"Numero atomico e massa";"Facil";"ENEM";"2023";"O numero atomico (Z) de um elemento e igual ao numero de:";"Protons (e igual ao numero de eletrons no atomo neutro)";"Neutrons";"Eletrons mais neutrons";"Protons mais neutrons";"Nucleons";"a";"Z = numero de protons = numero de eletrons (no atomo neutro). A = Z + N (neutrons).";""
"6203";"multipla";"Quimica";"Estrutura Atomica";"Isotopos";"Medio";"ENEM";"2022";"Isotopos sao atomos do mesmo elemento que diferem no numero de:";"Neutrons";"Protons";"Eletrons";"Protons e eletrons";"Protons e neutrons";"a";"Isotopos: mesmo Z (mesmo elemento), diferente N (neutrons), portanto diferente massa atomica.";""
"6204";"multipla";"Quimica";"Ligacoes Quimicas";"Ligacao ionica";"Facil";"ENEM";"2023";"A ligacao ionica ocorre entre:";"Metal e nao metal (transferencia de eletrons)";"Dois nao metais (compartilhamento)";"Dois metais";"Metal e gas nobre";"Dois gases nobres";"a";"Na ligacao ionica, um metal perde eletrons (cation) e um nao metal ganha (anion), formando ions de cargas opostas.";""
"6205";"multipla";"Quimica";"Ligacoes Quimicas";"Ligacao covalente";"Facil";"ENEM";"2023";"A ligacao covalente envolve:";"Compartilhamento de pares de eletrons entre nao metais";"Transferencia total de eletrons";"Nuvem eletronica livre";"Apenas metais";"Ions positivos";"a";"Na ligacao covalente, atomos compartilham pares de eletrons para completar o octeto.";""
"6206";"multipla";"Quimica";"Ligacoes Quimicas";"Ligacao metalica";"Facil";"ENEM";"2023";"A ligacao metalica explica propriedades como condutividade eletrica e maleabilidade porque:";"Os eletrons livres circulam entre os captions metalicos";"Os atomos compartilham eletrons em pares definidos";"Ions se repelem";"Os eletrons estao fixos nos atomos";"Ha transferencia completa de eletrons";"a";"Nos metais, eletrons de valencia formam um mar de eletrons livres, conferindo condutividade e maleabilidade.";""
"6207";"multipla";"Quimica";"Funcoes Inorganicas";"Acidos";"Facil";"ENEM";"2023";"De acordo com a teoria de Arrhenius, um acido e uma substancia que, em agua, libera ions:";"H+ (hidrogenio)";"OH-";"Na+";"Cl-";"O2-";"a";"Segundo Arrhenius, acido libera H+ em agua. Exemplo: HCl -> H+ + Cl-.";""
"6208";"multipla";"Quimica";"Funcoes Inorganicas";"Bases";"Facil";"ENEM";"2023";"Uma base, segundo Arrhenius, e uma substancia que em agua libera ions:";"OH- (hidroxila)";"H+";"SO4 2-";"Na+";"Ca2+";"a";"Segundo Arrhenius, base libera OH- em agua. Exemplo: NaOH -> Na+ + OH-.";""
"6209";"multipla";"Quimica";"Funcoes Inorganicas";"pH";"Medio";"ENEM";"2022";"Uma solucao com pH 4 e considerada:";"Acida";"Basica";"Neutra";"Alcalina";"Indeterminada";"a";"pH < 7: acida. pH = 7: neutra. pH > 7: basica. pH 4 e acida.";""
"6210";"multipla";"Quimica";"Estequiometria";"Mol e numero de Avogadro";"Facil";"ENEM";"2023";"Um mol de qualquer substancia contem aproximadamente:";"6,02 x 10^23 entidades (numero de Avogadro)";"12 gramas";"22,4 gramas";"1 grama";"1000 entidades";"a";"1 mol = 6,02 x 10^23 particulas (atomo, molec, ions), independente da substancia.";""
"6211";"multipla";"Quimica";"Estequiometria";"Calculo estequiometrico";"Medio";"ENEM";"2022";"Na reacao 2H2 + O2 -> 2H2O, quantos moles de H2O sao produzidos a partir de 4 moles de H2?";"4 moles";"2 moles";"8 moles";"1 mol";"6 moles";"a";"Proporcao: 2 H2 : 2 H2O. Para 4 H2: 4 H2O.";""
"6212";"multipla";"Quimica";"Solucoes";"Concentracao molar";"Medio";"ENEM";"2022";"Dissolve-se 1 mol de NaCl em agua ate completar 1 litro. A concentracao molar e:";"1 mol/L";"0,5 mol/L";"2 mol/L";"1,5 mol/L";"0,1 mol/L";"a";"Molaridade (M) = n moles / volume em litros = 1/1 = 1 mol/L.";""
"6213";"multipla";"Quimica";"Solucoes";"Solubilidade";"Facil";"ENEM";"2023";"Uma solucao saturada e aquela que:";"Nao consegue dissolver mais soluto a determinada temperatura";"Tem menos soluto que o maximo possivel";"Esta em ebulicao";"Tem pH neutro";"Contem apenas gas dissolvido";"a";"Solucao saturada: contendo a quantidade maxima de soluto possivel a dada temperatura.";""
"6214";"multipla";"Quimica";"Termoquimica";"Reacao exotermica";"Facil";"ENEM";"2023";"Uma reacao exotermica e aquela que:";"Libera calor para o ambiente (delta H < 0)";"Absorve calor do ambiente (delta H > 0)";"Nao envolve variacao de energia";"Ocorre so em altas temperaturas";"Produz frio";"a";"Exotermica: libera energia (deltaH < 0). Endotermica: absorve (deltaH > 0).";""
"6215";"multipla";"Quimica";"Termoquimica";"Lei de Hess";"Medio";"Vestibular";"2023";"A Lei de Hess afirma que a variacao de entalpia de uma reacao:";"Independe do caminho reacional, dependendo apenas do estado inicial e final";"Depende do catalisador utilizado";"E sempre negativa";"Depende da velocidade da reacao";"Muda conforme a pressao";"a";"Lei de Hess: DeltaH total e igual a soma dos DeltaH das etapas, independente do caminho.";""
"6216";"multipla";"Quimica";"Cinetica Quimica";"Fatores que influenciam a velocidade";"Facil";"ENEM";"2023";"Aumentar a temperatura de uma reacao quimica normalmente:";"Aumenta a velocidade da reacao";"Reduz a velocidade";"Nao afeta a velocidade";"Para a reacao";"Aumenta o pH";"a";"O aumento de temperatura aumenta a energia cinetica das particulas, aumentando colisoes efetivas.";""
"6217";"multipla";"Quimica";"Cinetica Quimica";"Catalisador";"Facil";"ENEM";"2023";"Um catalisador aumenta a velocidade de uma reacao porque:";"Diminui a energia de ativacao necessaria";"Fornece mais energia para as moleculas";"Aumenta a concentracao dos reagentes";"Aumenta a temperatura do sistema";"Altera os produtos da reacao";"a";"Catalisador abre um caminho alternativo com menor energia de ativacao, acelerando a reacao sem ser consumido.";""
"6218";"multipla";"Quimica";"Equilibrio Quimico";"Principio de Le Chatelier";"Medio";"ENEM";"2022";"O Principio de Le Chatelier afirma que, ao se pertrubar um equilibrio, o sistema:";"Reage de forma a minimizar a perturbacao e atingir novo equilibrio";"Para a reacao";"Acelera sempre para a direita";"Permanece inalterado";"Aumenta a temperatura sempre";"a";"Le Chatelier: um sistema em equilibrio ao sofrer perturbacao (pressao, temp, conc) evolui para compensar.";""
"6219";"multipla";"Quimica";"Eletroquimica";"Pilha galvanica";"Medio";"Vestibular";"2023";"Em uma pilha galvanica (eletroquimica), o anodo e o polo onde ocorre:";"Oxidacao (perda de eletrons)";"Reducao (ganho de eletrons)";"Producao de gas hidrogenio";"Deposicao de metal";"Nenhuma reacao";"a";"Mnemonica: AnOx (Anodo-Oxidacao) e RedCat (Reducao-Catodo).";""
"6220";"multipla";"Quimica";"Eletroquimica";"Eletrolicidade";"Facil";"ENEM";"2022";"A corrosao de metais e um processo de:";"Oxidacao";"Reducao";"Neutralizacao";"Sintese";"Decomposicao";"a";"Corrosao e a oxidacao espontanea do metal pelo ambiente, principalmente pelo oxigenio e agua.";""
"6221";"multipla";"Quimica";"Quimica Organica";"Hidrocarb - funcoes organicas";"Facil";"ENEM";"2023";"Os alcanos sao hidrocarbonetos caracterizados por:";"Possuirem apenas ligacoes simples entre os carbonos (C-C)";"Terem uma ligacao dupla";"Terem ligacao tripla";"Conterem nitrogenio";"Serem aromaticos";"a";"Alcanos: CnH(2n+2), apenas ligacoes simples. Sao saturados. Ex: metano, etano, propano.";""
