"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2012_Q126";"multipla";"Literatura";"Literatura Brasileira";"Coesão e coerência";"Médio";"ENEM";"2012";"15";"**Logia e mitologia** Meu coração de mil e novecentos e setenta e dois já não palpita fagueiro sabe que há morcegos de pesadas olheiras que há cabras malignas que há cardumes de hienas infiltradas no vão da unha na alma um porco belicoso de radar e que sangra e ri e que sangra e ri a vida anoitece provisória centuriões sentinelas do Oiapoque ao Chuí. CACASO. **Lero-lero**. Rio de Janeiro: 7Letras; São Paulo: Cosac & Naify, 2002.";"O poeta utiliza uma série de metáforas zoológicas com significado impreciso.";"“morcegos”, “cabras” e “hienas” metaforizam as vítimas do regime militar vigente.";"O “porco”, animal difícil de domesticar, representa os movimentos de resistência.";"O poeta caracteriza o momento de opressão através de alegorias de forte poder de impacto.";"“centuriões” e “sentinelas” simbolizam os agentes que garantem a paz social experimentada.";"d";"A resposta correta é a alternativa D. O poeta caracteriza o momento de opressão através de alegorias de forte poder de impacto."
"ENEM_2012_Q127";"multipla";"Inglês";"Língua Estrangeira (Inglês)";"Romantismo";"Médio";"ENEM";"2012";"15";"**Desabafo** Desculpem-me, mas não dá pra fazer uma cronicazinha divertida hoje. Simplesmente não dá. Não tem como disfarçar: esta é uma típica manhã de segunda-feira. A começar pela luz acesa da sala que esqueci ontem à noite. Seis recados para serem respondidos na secretária eletrônica. Recados chatos. Contas para pagar que venceram ontem. Estou nervoso. Estou zangado. CARNEIRO, J. E. **Veja**, 11 set. 2002 (fragmento).";"O discurso do enunciador tem como foco o próprio código.";"A atitude do enunciador se sobrepõe àquilo que está sendo dito.";"O interlocutor é o foco do enunciador na construção da mensagem.";"O referente é o elemento que se sobressai em detrimento dos demais.";"O enunciador tem como objetivo principal a manutenção da comunicação.";"b";"A resposta correta é a alternativa B. A atitude do enunciador se sobrepõe àquilo que está sendo dito."
"ENEM_2012_Q128";"multipla";"Inglês";"Língua Estrangeira (Inglês)";"Reading comprehension";"Médio";"ENEM";"2012";"15";"**Entrevista com Marcos Bagno** Pode parecer inacreditável, mas muitas das prescrições da pedagogia tradicional da língua até hoje se baseiam nos usos que os escritores portugueses do século XIX faziam da língua. Se tantas pessoas condenam, por exemplo, o uso do verbo “ter” no lugar de “haver”, como em “hoje tem feijoada”, é simplesmente porque os portugueses, em dado momento da história de sua língua, deixaram de fazer esse uso existencial do verbo “ter”. No entanto, temos registros escritos da época medieval em que aparecem centenas desses usos. Se nós, brasileiros, assim como os falantes africanos de português, usamos até hoje o verbo “ter” como existencial é porque recebemos esses usos de nossos ex-colonizadores. Não faz sentido imaginar que brasileiros, angolanos e moçambicanos decidiram se juntar para “errar” na mesma coisa. E assim acontece com muitas outras coisas: regências verbais, colocação pronominal, concordâncias nominais e verbais etc. Temos uma língua própria, mas ainda somos obrigados a seguir uma gramática normativa de outra língua diferente. Às vésperas de comemorarmos nosso bicentenário de independência, não faz sentido continuar rejeitando o que é nosso para só aceitar o que vem de fora. Não faz sentido rejeitar a língua de 190 milhões de brasileiros para só considerar certo o que é usado por menos de dez milhões de portugueses. Só na cidade de São Paulo temos mais falantes de português que em toda a Europa! **Informativo Parábola Editorial**, s/d.";"Adapta o nível de linguagem à situação comunicativa, uma vez que o gênero entrevista requer o uso da norma padrão.";"Apresenta argumentos carentes de comprovação científica e, por isso, defende um ponto de vista difícil de ser verificado na materialidade do texto.";"Propõe que o padrão normativo deve ser usado por falantes escolarizados como ele, enquanto a norma coloquial deve ser usada por falantes não escolarizados.";"Acredita que a língua genuinamente brasileira está em construção, o que o obriga a incorporar em seu cotidiano a gramática normativa do português europeu.";"Defende que a quantidade de falantes do português brasileiro ainda é insuficiente para acabar com a hegemonia do antigo colonizador.";"a";"A resposta correta é a alternativa A. Adapta o nível de linguagem à situação comunicativa, uma vez que o gênero entrevista requer o uso da norma padrão."
"ENEM_2012_Q129";"multipla";"Português";"Interpretação e Produção de Texto";"Mídias digitais";"Médio";"ENEM";"2012";"15";"**O léxico e a cultura** Potencialmente, todas as línguas de todos os tempos podem candidatar-se a expressar qualquer conteúdo. A pesquisa linguística do século XX demonstrou que não há diferença qualitativa entre os idiomas do mundo — ou seja, não há idiomas gramaticalmente mais primitivos ou mais desenvolvidos. Entretanto, para que possa ser efetivamente utilizada, essa igualdade potencial precisa realizar-se na prática histórica do idioma, o que nem sempre acontece. Teoricamente, uma língua com pouca tradição escrita (como as línguas indígenas brasileiras) ou uma língua já extinta (como o latim ou o grego clássicos) podem ser empregadas para falar sobre qualquer assunto, como, digamos, física quântica ou biologia molecular. Na prática, contudo, não é possível, de uma hora para outra, expressar tais conteúdos em camaiurá ou latim, simplesmente porque não haveria vocabulário próprio para esses conteúdos. É perfeitamente possível desenvolver esse vocabulário específico, seja por meio de empréstimos de outras línguas, seja por meio da criação de novos termos na língua em questão, mas tal tarefa não se realizaria em pouco tempo nem com pouco esforço. BEARZOTI FILHO, P. **Miniaurélio**: o dicionário da língua portuguesa. Manual do professor. Curitiba: Positivo, 2004 (fragmento).";"A inexistência de conteúdo comum a todas as línguas, pois o léxico contempla visão de mundo particular específica de uma cultura.";"A existência de línguas limitadas por não permitirem ao falante nativo se comunicar perfeitamente a respeito de qualquer conteúdo.";"A tendência a serem mais restritos o vocabulário e a gramática de línguas indígenas, se comparados com outras línguas de origem europeia.";"A existência de diferenças vocabulares entre os idiomas, especificidades relacionadas à própria cultura dos falantes de uma comunidade.";"A atribuição de maior importância sociocultural às línguas contemporâneas, pois permitem que sejam abordadas quaisquer temáticas, sem dificuldades.";"d";"A resposta correta é a alternativa D. A existência de diferenças vocabulares entre os idiomas, especificidades relacionadas à própria cultura dos falantes de uma comunidade."
"ENEM_2012_Q130";"multipla";"Português";"Gramática e Linguística";"Análise sintática";"Médio";"ENEM";"2012";"15";"A substituição do haver por ter em construções existenciais, no português do Brasil, corresponde a um dos processos mais característicos da história da língua portuguesa, paralelo ao que já ocorrera em relação à ampliação do domínio de ter na área semântica de “posse”, no final da fase arcaica. Mattos e Silva (2001:136) analisa as vitórias de ter sobre haver e discute a emergência de ter existencial, tomando por base a obra pedagógica de João de Barros. Em textos escritos nos anos quarenta e cinquenta do século XVI, encontram-se evidências, embora raras, tanto de ter “existencial”, não mencionado pelos clássicos estudos de sintaxe histórica, quanto de haver como verbo existencial com concordância, lembrado por Ivo Castro, e anotado como “novidade” no século XVIII por Said Ali. Como se vê, nada é categórico e um purismo estreito só revela um conhecimento deficiente da língua. Há mais perguntas que respostas. Pode-se conceber uma norma única e prescritiva? É válido confundir o bom uso e a norma com a própria língua e dessa forma fazer uma avaliação crítica e hierarquizante de outros usos e, através deles, dos usuários? Substitui-se uma norma por outra? CALLOU, D. A propósito de norma, correção e preconceito linguístico: do presente para o passado. In: **Cadernos de Letras da UFF**, n. 36, 2008. Disponível em: www.uff.br. Acesso em: 26 fev. 2012 (adaptado).";"O estabelecimento de uma norma prescinde de uma pesquisa histórica.";"Os estudos clássicos de sintaxe histórica enfatizam a variação e a mudança na língua.";"A avaliação crítica e hierarquizante dos usos da língua fundamenta a definição da norma.";"A adoção de uma única norma revela uma atitude adequada para os estudos linguísticos.";"Os comportamentos puristas são prejudiciais à compreensão da constituição linguística.";"e";"A resposta correta é a alternativa E. Os comportamentos puristas são prejudiciais à compreensão da constituição linguística."
"ENEM_2012_Q131";"multipla";"Português";"Interpretação e Produção de Texto";"Reading comprehension";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/131/b9d98d9e-3a0b-4ec3-88f4-05fc7d517e47.png) BARDI, P. M. **Em torno da escultura no Brasil**. São Paulo: Banco Sudameris Brasil, 1989.";"Liberdade, representando a vida de mineiros à procura da salvação.";"Credibilidade, atendendo a encomendas dos nobres de Minas Gerais.";"Simplicidade, demonstrando compromisso com a contemplação do divino.";"Personalidade, modelando uma imagem sacra com feições populares.";"Singularidade, esculpindo personalidades do reinado nas obras divinas.";"d";"A resposta correta é a alternativa D. Personalidade, modelando uma imagem sacra com feições populares."
"ENEM_2012_Q132";"multipla";"Literatura";"Gramática e Linguística";"Modernismo";"Médio";"ENEM";"2012";"15";"Lugar de mulher também é na oficina. Pelo menos nas oficinas dos cursos da área automotiva fornecidos pela Prefeitura, a presença feminina tem aumentado ano a ano. De cinco mulheres matriculadas em 2005, a quantidade saltou para 79 alunas inscritas neste ano nos cursos de mecânica automotiva, eletricidade veicular, injeção eletrônica, repintura e funilaria. A presença feminina nos cursos automotivos da Prefeitura — que são gratuitos — cresceu 1 480% nos últimos sete anos e tem aumentado ano a ano. Disponível em: www.correiodeuberlandia.com.br. Acesso em: 27 fev. 2012 (adaptado).";"Demonstrar que a situação das mulheres mudou na sociedade contemporânea.";"Defender a participação da mulher na sociedade atual.";"Comparar esse enunciado com outro: “lugar de mulher é na cozinha”.";"Criticar a presença de mulheres nas oficinas dos cursos da área automotiva.";"Distorcer o sentido da frase “lugar de mulher é na cozinha”";"a";"A resposta correta é a alternativa A. Demonstrar que a situação das mulheres mudou na sociedade contemporânea."
"ENEM_2012_Q133";"multipla";"Português";"Interpretação e Produção de Texto";"Análise sintática";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/133/882acc28-987a-4ffa-9dbb-d7b96a263b60.png) Disponível em: www.portaldapropaganda.com.br. Acesso em: 1 mar. 2012.";"Assumir uma atitude reflexiva diante dos fenômenos naturais.";"Evitar o consumo excessivo de produtos reutilizáveis.";"Aderir à onda sustentável, evitando o consumo excessivo.";"Abraçar a campanha, desenvolvendo projetos sustentáveis.";"Consumir produtos de modo responsável e ecológico.";"e";"A resposta correta é a alternativa E. Consumir produtos de modo responsável e ecológico."
"ENEM_2012_Q134";"multipla";"Inglês";"Língua Estrangeira (Inglês)";"Mídias digitais";"Médio";"ENEM";"2012";"15";"**Aquele bêbado** — Juro nunca mais beber — e fez o sinal da cruz com os indicadores. Acrescentou: — Álcool. O mais ele achou que podia beber. Bebia paisagens, músicas de Tom Jobim, versos de Mário Quintana. Tomou um pileque de Segall. Nos fins de semana, embebedava-se de Índia Reclinada, de Celso Antônio. — Curou-se 100% do vício — comentavam os amigos. Só ele sabia que andava mais bêbado que um gambá. Morreu de etilismo abstrato, no meio de uma carraspana de pôr do sol no Leblon, e seu féretro ostentava inúmeras coroas de ex-alcoólatras anônimos. ANDRADE, C. D. **Contos plausíveis**. Rio de Janeiro: Record, 1991.";"Metaforização do sentido literal do verbo “beber”.";"Aproximação exagerada da estética abstracionista.";"Apresentação gradativa da coloquialidade da linguagem.";"Exploração hiperbólica da expressão “inúmeras coroas”.";"Citação aleatória de nomes de diferentes artistas.";"a";"A resposta correta é a alternativa A. Metaforização do sentido literal do verbo “beber”."
"ENEM_2012_Q135";"multipla";"Literatura";"Literatura Brasileira";"Romantismo";"Médio";"ENEM";"2012";"15";"**O trovador** Sentimentos em mim do asperamente dos homens das primeiras eras… As primaveras do sarcasmo intermitentemente no meu coração arlequinal… Intermitentemente… Outras vezes é um doente, um frio na minha alma doente como um longo som redondo… Cantabona! Cantabona! Dlorom… Sou um tupi tangendo um alaúde! ANDRADE, M. In: MANFIO, D. Z. (Org.) **Poesias completas de Mário de Andrade**. Belo Horizonte: Itatiaia, 2005.";"Abordado subliminarmente, por meio de expressões como “coração arlequinal” que, evocando o carnaval, remete à brasilidade.";"Verificado já no título, que remete aos repentistas nordestinos, estudados por Mário de Andrade em suas viagens e pesquisas folclóricas.";"Lamentado pelo eu lírico, tanto no uso de expressões como “Sentimentos em mim do asperamente” (v. 1), “frio” (v. 6), “alma doente” (v. 7), como pelo som triste do alaúde “Dlorom” (v. 9).";"Problematizado na oposição tupi (selvagem) x alaúde (civilizado), apontando a síntese nacional que seria proposta no Manifesto Antropófago, de Oswald de Andrade.";"Exaltado pelo eu lírico, que evoca os “sentimentos dos homens das primeiras eras” para mostrar o orgulho brasileiro por suas raízes indígenas.";"d";"A resposta correta é a alternativa D. Problematizado na oposição tupi (selvagem) x alaúde (civilizado), apontando a síntese nacional que seria proposta no Manifesto Antropófago, de Oswald ..."
"ENEM_2012_Q135";"multipla";"Inglês";"Língua Estrangeira (Inglês)";"Modernismo";"Médio";"ENEM";"2012";"15";"**O trovador** Sentimentos em mim do asperamente dos homens das primeiras eras… As primaveras do sarcasmo intermitentemente no meu coração arlequinal… Intermitentemente… Outras vezes é um doente, um frio na minha alma doente como um longo som redondo… Cantabona! Cantabona! Dlorom… Sou um tupi tangendo um alaúde! ANDRADE, M. In: MANFIO, D. Z. (Org.) **Poesias completas de Mário de Andrade**. Belo Horizonte: Itatiaia, 2005.";"Abordado subliminarmente, por meio de expressões como “coração arlequinal” que, evocando o carnaval, remete à brasilidade.";"Verificado já no título, que remete aos repentistas nordestinos, estudados por Mário de Andrade em suas viagens e pesquisas folclóricas.";"Lamentado pelo eu lírico, tanto no uso de expressões como “Sentimentos em mim do asperamente” (v. 1), “frio” (v. 6), “alma doente” (v. 7), como pelo som triste do alaúde “Dlorom” (v. 9).";"Problematizado na oposição tupi (selvagem) x alaúde (civilizado), apontando a síntese nacional que seria proposta no Manifesto Antropófago, de Oswald de Andrade.";"Exaltado pelo eu lírico, que evoca os “sentimentos dos homens das primeiras eras” para mostrar o orgulho brasileiro por suas raízes indígenas.";"d";"A resposta correta é a alternativa D. Problematizado na oposição tupi (selvagem) x alaúde (civilizado), apontando a síntese nacional que seria proposta no Manifesto Antropófago, de Oswald ..."
"ENEM_2012_Q136";"multipla";"Matemática";"Funções";"Seno e cosseno";"Médio";"ENEM";"2012";"15";"O esporte de alta competição da atualidade produziu uma questão ainda sem resposta: Qual é o limite do corpo humano? O maratonista original, o grego da lenda, morreu de fadiga por ter corrido 42 quilômetros. O americano Dean Karnazes, cruzando sozinho as planícies da Califórnia, conseguiu correr dez vezes mais em 75 horas. Um professor de Educação Física, ao discutir com a turma o texto sobre a capacidade do maratonista americano, desenhou na lousa uma pista reta de 60 centímetros, que representaria o percurso referido. _Disponível em: http://veja.abril.com.br. Acesso em: 25 jun. 2011 (adaptado)._";"1:700";"1:7 000";"1:70 000";"1:700 000";"1:7 000 000";"d";"A resposta correta é a alternativa D. 1:700 000"
"ENEM_2012_Q137";"multipla";"Matemática";"Geometria Plana";"Seno e cosseno";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/137/5720ed4d-1330-4139-8e45-4161901d1ed3.png) Dobrando-se o raio de duas das circunferências centradas em vértices opostos do losango e ainda mantendo-se a configuração das tangências, obtém-se uma situação conforme ilustrada pela Figura 2. ![](https://enem.dev/2012/questions/137/232bcbe6-caaa-44af-a96a-317187b14850.png)";"300%.";"200%.";"150%.";"100%.";"50%.";"e";"A resposta correta é a alternativa E. 50%."
"ENEM_2012_Q139";"multipla";"Matemática";"Álgebra e Equações";"Volume de sólidos";"Médio";"ENEM";"2012";"15";"O gráfico a seguir apresenta o resultado da enquete. ![](https://enem.dev/2012/questions/139/d676f9b1-2c82-461a-9863-f38aacafed80.png) O administrador do _blog_ irá sortear um livro entre os visitantes que opinaram na postagem “Contos de Halloween”.";"0,09.";"0,12.";"0,14.";"0,15.";"0,18.";"d";"A resposta correta é a alternativa D. 0,15."
"ENEM_2012_Q140";"multipla";"História";"Língua Estrangeira (Inglês)";"Romantismo";"Médio";"ENEM";"2012";"15";"Arthur deseja comprar um terreno de Cléber, que lhe oferece as seguintes possibilidades de pagamento: • Opção 1: Pagar à vista, por R$ 55 000,00; • Opção 2: Pagar a prazo, dando uma entrada de R$ 30 000,00, e mais uma prestação de R$ 26 000,00 para dali a 6 meses. • Opção 3: Pagar a prazo, dando uma entrada de R$ 20 000,00, mais uma prestação de R$ 20 000,00, para dali a 6 meses e outra de R$ 18 000,00 para dali a 12 meses da data da compra. • Opção 4: Pagar a prazo dando uma entrada de R$ 15 000,00 e o restante em 1 ano da data da compra, pagando R$ 39 000,00. • Opção 5: pagar a prazo, dali a um ano, o valor de R$ 60 000,00. Arthur tem o dinheiro para pagar à vista, mas avalia se não seria melhor aplicar o dinheiro do valor à vista (ou até um valor menor) em um investimento, com rentabilidade de 10% ao semestre, resgatando os valores à medida que as prestações da opção escolhida fossem vencendo.";"1.";"2.";"3.";"4.";"5.";"d";"A resposta correta é a alternativa D. 4."
"ENEM_2012_Q141";"multipla";"Matemática";"Geometria Espacial";"Funções quadráticas";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/141/e150aff4-41c0-4f6b-9a19-232d978fc497.png)";"2xy";"15 − 3x";"15 − 5y";"−5y − 3x";"5y + 3x − xy";"e";"A resposta correta é a alternativa E. 5y + 3x − xy"
"ENEM_2012_Q142";"multipla";"Matemática";"Álgebra e Equações";"Equações do 2º grau";"Médio";"ENEM";"2012";"15";"A capacidade mínima, em BTU/h, de um aparelho de ar-condicionado, para ambientes sem exposição ao sol, pode ser determinada da seguinte forma: • 600 BTU/h por m2 , considerando-se até duas pessoas no ambiente; • para cada pessoa adicional nesse ambiente, acrescentar 600 BTU/h; • acrescentar mais 600 BTU/h para cada equipamento eletroeletrônico em funcionamento no ambiente. Será instalado um aparelho de ar-condicionado em uma sala, sem exposição ao sol, de dimensões 4 m x 5 m, em que permaneçam quatro pessoas e possua um aparelho de televisão em funcionamento.";"12 000.";"12 600.";"13 200.";"13 800.";"15 000.";"d";"A resposta correta é a alternativa D. 13 800."
"ENEM_2012_Q143";"multipla";"Matemática";"Estatística e Probabilidade";"Área e perímetro";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/143/29dbd2b9-ef4e-4af8-8de5-2a651c4935c4.png)";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"a";"Gabarito oficial: alternativa A. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2012_Q144";"multipla";"Matemática";"Funções";"Funções quadráticas";"Médio";"ENEM";"2012";"15";"O diretor de uma escola convidou os 280 alunos de terceiro ano a participarem de uma brincadeira. Suponha que existem 5 objetos e 6 personagens numa casa de 9 cômodos; um dos personagens esconde um dos objetos em um dos cômodos da casa. O objetivo da brincadeira é adivinhar qual objeto foi escondido por qual personagem e em qual cômodo da casa o objeto foi escondido. Todos os alunos decidiram participar. A cada vez um aluno é sorteado e dá a sua resposta. As respostas devem ser sempre distintas das anteriores, e um mesmo aluno não pode ser sorteado mais de uma vez. Se a resposta do aluno estiver correta, ele é declarado vencedor e a brincadeira é encerrada.";"10 alunos a mais do que possíveis respostas distintas.";"20 alunos a mais do que possíveis respostas distintas.";"119 alunos a mais do que possíveis respostas distintas.";"260 alunos a mais do que possíveis respostas distintas.";"270 alunos a mais do que possíveis respostas distintas.";"a";"A resposta correta é a alternativa A. 10 alunos a mais do que possíveis respostas distintas."
"ENEM_2012_Q145";"multipla";"Matemática";"Números e Operações";"Progressões";"Médio";"ENEM";"2012";"15";"![](https://enem.dev/2012/questions/145/6e2e626f-d7f8-4615-bd32-13151f6cc0be.png)";"I";"II";"III";"IV";"V";"d";"A resposta correta é a alternativa D. IV"
