"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3891";"multipla";"Matemática";"Geometria Analítica";"Equação da circunferência";"Médio";"Vestibular";"2024";"A circunferência de centro C(2, -3) e raio 5 tem equação:";"(x-2)² + (y+3)² = 5";"(x+2)² + (y-3)² = 25";"(x-2)² + (y+3)² = 25";"(x-2)² + (y-3)² = 25";"(x+2)² + (y+3)² = 5";"c";"A equação geral da circunferência com centro (a, b) e raio r é (x-a)² + (y-b)² = r². Com centro (2, -3) e raio 5: (x-2)² + (y-(-3))² = 5², ou seja, (x-2)² + (y+3)² = 25.";""
"3892";"multipla";"Física";"Óptica";"Espelhos esféricos";"Médio";"Vestibular";"2024";"Um objeto é colocado a 30 cm de um espelho côncavo de foco 10 cm. A imagem formada é:";"Real, invertida e menor";"Virtual, direita e maior";"Real, invertida e maior";"Real, direita e do mesmo tamanho";"Virtual, invertida e menor";"a";"Usando a equação de Gauss: 1/f = 1/p + 1/p'. Com f = 10 e p = 30: 1/10 = 1/30 + 1/p', logo 1/p' = 1/10 - 1/30 = 2/30 = 1/15, p' = 15 cm. Como p' > 0, a imagem é real e invertida. A ampliação M = -p'/p = -15/30 = -0,5, ou seja, menor.";""
"3893";"multipla";"Química";"Termoquímica";"Entalpia de formação";"Difícil";"Vestibular";"2024";"Dadas as entalpias: C(s) + O₂(g) → CO₂(g) ΔH = -394 kJ/mol; H₂(g) + ½O₂(g) → H₂O(l) ΔH = -286 kJ/mol; C₂H₅OH(l) + 3O₂(g) → 2CO₂(g) + 3H₂O(l) ΔH = -1368 kJ/mol. A entalpia de formação do etanol é:";"-278 kJ/mol";"+278 kJ/mol";"-688 kJ/mol";"-234 kJ/mol";"+234 kJ/mol";"a";"Pela Lei de Hess, para 2C + 3H₂ + ½O₂ → C₂H₅OH: ΔHf = 2(-394) + 3(-286) - (-1368) = -788 - 858 + 1368 = -278 kJ/mol.";""
"3894";"multipla";"Biologia";"Fisiologia Vegetal";"Fotossíntese — reações luminosas";"Médio";"Vestibular";"2024";"Na fase luminosa da fotossíntese, a fotólise da água produz:";"CO₂, elétrons e prótons";"O₂, elétrons e prótons";"ATP, NADPH e O₂";"Glicose e O₂";"ADP, NADP⁺ e H⁺";"b";"A fotólise da água (2H₂O → 4H⁺ + 4e⁻ + O₂) ocorre no fotossistema II. Os produtos diretos são: oxigênio molecular (O₂), elétrons (e⁻) que repõem o fotossistema II, e prótons (H⁺) que contribuem para o gradiente eletroquímico usado na síntese de ATP.";""
"3895";"multipla";"História";"História do Brasil";"Ditadura Militar (1964-1985)";"Médio";"Vestibular";"2024";"O AI-5, decretado em dezembro de 1968, é considerado o ato mais duro da ditadura militar brasileira porque:";"Instaurou o bipartidarismo e criou a ARENA e o MDB";"Suspendeu direitos políticos, fechou o Congresso e institucionalizou a tortura";"Criou a Lei de Segurança Nacional e proibiu greves";"Estabeleceu eleições indiretas para presidente";"Extinguiu os partidos políticos existentes";"b";"O Ato Institucional nº 5 (AI-5) concedeu poderes extraordinários ao presidente, permitindo fechar o Congresso, cassar mandatos, suspender direitos políticos e habeas corpus, além de institucionalizar práticas de tortura e repressão política. Representou o início do período mais violento da ditadura.";""
"3896";"multipla";"Geografia";"Geografia Humana";"Urbanização brasileira";"Fácil";"Vestibular";"2024";"O processo de urbanização brasileiro acelerou-se principalmente a partir de:";"1930, com a política de industrialização de Getúlio Vargas";"1889, com a Proclamação da República";"1822, com a Independência do Brasil";"1980, com a redemocratização";"1964, com o golpe militar";"a";"A urbanização brasileira acelerou-se a partir da década de 1930 com a política de industrialização implantada por Getúlio Vargas. A substituição de importações e a industrialização geraram empregos nas cidades, atraindo população do campo em um intenso êxodo rural que transformou o Brasil de país predominantemente rural em urbano.";""
"3897";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Romantismo";"Médio";"Vestibular";"2024";"José de Alencar é considerado o principal representante do Indianismo no Romantismo brasileiro. Sua obra 'O Guarani' apresenta como característica central:";"A crítica realista à sociedade burguesa do século XIX";"A idealização do índio como herói nacional e símbolo da identidade brasileira";"O regionalismo nordestino e a denúncia da seca";"O ultrarromantismo e o mal-do-século byroniano";"O nativismo urbano e a valorização das cidades coloniais";"b";"Em 'O Guarani', José de Alencar idealiza o índio Peri como herói nobre, corajoso e leal, fundindo-o simbolicamente com o europeu por meio do amor por Ceci. Essa idealização do indígena servia ao projeto romântico de construção de uma identidade nacional brasileira distinta da portuguesa.";""
"3898";"multipla";"Filosofia";"Epistemologia";"Empirismo";"Médio";"Vestibular";"2024";"Para David Hume, todo conhecimento humano deriva de:";"Ideias inatas presentes na mente desde o nascimento";"Impressões sensíveis e ideias delas derivadas";"A razão pura, independente da experiência";"A síntese entre razão e experiência";"Formas a priori da sensibilidade";"b";"David Hume, empirista radical, afirma que todo conteúdo mental origina-se da experiência. Distingue impressões (percepções vívidas dos sentidos) de ideias (cópias enfraquecidas das impressões). Não há ideias inatas — todo conhecimento começa e termina na experiência sensível, o que levou Hume ao ceticismo sobre causalidade e substância.";""
"3899";"multipla";"Sociologia";"Sociologia Clássica";"Solidariedade social em Durkheim";"Médio";"Vestibular";"2024";"Segundo Émile Durkheim, a solidariedade mecânica caracteriza-se por:";"Interdependência gerada pela divisão do trabalho nas sociedades industriais";"Semelhança entre os indivíduos e predomínio da consciência coletiva nas sociedades simples";"Conflito entre classes sociais nas sociedades capitalistas";"Isolamento do indivíduo nas sociedades modernas";"Racionalização da ação social nas burocracias";"b";"Em 'Da Divisão do Trabalho Social', Durkheim distingue solidariedade mecânica (sociedades tradicionais/simples, baseada na semelhança e forte consciência coletiva) da solidariedade orgânica (sociedades modernas, baseada na complementaridade gerada pela divisão do trabalho). Na solidariedade mecânica, o indivíduo é absorvido pelo coletivo.";""
"3900";"multipla";"Matemática";"Estatística";"Medidas de tendência central";"Fácil";"Vestibular";"2024";"As notas de 5 alunos foram: 6, 7, 8, 9 e 10. A média aritmética e a mediana são, respectivamente:";"8 e 8";"7 e 8";"8 e 7";"9 e 8";"8 e 9";"a";"Média = (6+7+8+9+10)/5 = 40/5 = 8. Para a mediana, ordena-se os dados (já estão ordenados) e toma-se o valor central: com 5 valores, o central é o 3º = 8. Logo, média = 8 e mediana = 8.";""
