"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4560";"multipla";"Matematica";"Funcoes";"Funcao logaritmica";"Medio";"Vestibular";"2024";"O grafico da funcao f(x) = log(x) passa pelo ponto (1, 0) porque:";"Log(1) = 0 para qualquer base";"A funcao e crescente";"O dominio inclui zero";"A base e sempre 10";"A funcao e bijetora";"a";"Log(1) = 0 em qualquer base b > 0 (b diferente de 1), pois b^0 = 1. Portanto, o ponto (1, 0) sempre pertence ao grafico de funcoes logaritmicas.";""
"4561";"multipla";"Matematica";"Geometria Plana";"Teorema de Pitagoras";"Facil";"Vestibular";"2024";"Em um triangulo retangulo com catetos 6 e 8, a hipotenusa e:";"10";"14";"12";"100";"sqrt(28)";"a";"h^2 = 6^2 + 8^2 = 36 + 64 = 100. h = sqrt(100) = 10.";""
"4562";"multipla";"Matematica";"Probabilidade";"Distribuicao binomial";"Dificil";"Vestibular";"2024";"Em 4 lancamentos de uma moeda honesta, a probabilidade de obter exatamente 3 caras e:";"1/4";"1/8";"3/8";"1/16";"3/16";"a";"P = C(4,3) * (1/2)^3 * (1/2)^1 = 4 * (1/8) * (1/2) = 4/16 = 1/4.";""
"4563";"multipla";"Matematica";"Numeros Complexos";"Operacoes";"Medio";"Vestibular";"2024";"O resultado de (2+3i) + (1-i) e:";"3 + 2i";"3 + 4i";"1 + 2i";"3 - 2i";"1 + 4i";"a";"(2+3i) + (1-i) = (2+1) + (3-1)i = 3 + 2i.";""
"4564";"multipla";"Matematica";"Sequencias";"PA infinita";"Dificil";"Vestibular";"2024";"A soma de uma PG infinita com a1=4 e razao r=1/2 e:";"8";"4";"6";"16";"2";"a";"Para PG infinita com |r| < 1: S = a1/(1-r) = 4/(1-1/2) = 4/(1/2) = 8.";""
"4565";"multipla";"Matematica";"Geometria Analitica";"Equacao da reta";"Medio";"Vestibular";"2024";"A equacao da reta que passa pelos pontos A(0,2) e B(3,0) e:";"y = -2x/3 + 2";"y = 2x/3 + 2";"y = -3x/2 + 2";"y = x + 2";"y = 2x + 2";"a";"Usando a forma interceptos: x/3 + y/2 = 1, multiplicando por 2: 2x/3 + y = 2, logo y = -2x/3 + 2.";""
"4566";"multipla";"Matematica";"Estatistica";"Moda e mediana";"Facil";"Vestibular";"2024";"No conjunto {3, 5, 7, 7, 9}, a moda e:";"7";"5";"9";"6";"3";"a";"A moda e o valor que aparece com maior frequencia. No conjunto {3,5,7,7,9}, o 7 aparece duas vezes, sendo a moda.";""
"4567";"multipla";"Matematica";"Funcoes";"Funcao injetora";"Medio";"Vestibular";"2024";"Uma funcao e injetora (ou injetiva) quando:";"Elementos distintos do dominio tem imagens distintas";"Todo elemento do contradominio tem preimagem";"E injetora e sobrejetora";"Dominio e contradominio sao iguais";"Cada imagem tem mais de uma preimagem";"a";"Uma funcao e injetora se x1 diferente de x2 implica f(x1) diferente de f(x2), ou equivalentemente, f(x1) = f(x2) implica x1 = x2.";""
"4568";"multipla";"Matematica";"Calculo";"Integrais";"Dificil";"Vestibular";"2024";"A integral de x^2 dx e:";"x^3/3 + C";"2x + C";"x^3 + C";"3x^3 + C";"x^2/2 + C";"a";"Regra da potencia para integrais: integral de x^n dx = x^(n+1)/(n+1) + C. Portanto integral de x^2 dx = x^3/3 + C.";""
"4569";"multipla";"Matematica";"Geometria Plana";"Angulos";"Facil";"Vestibular";"2024";"Dois angulos sao suplementares quando sua soma e:";"180 graus";"90 graus";"360 graus";"270 graus";"45 graus";"a";"Angulos suplementares somam 180 graus. Angulos complementares somam 90 graus.";""
