"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4660";"multipla";"Matematica";"Funcoes";"Funcao exponencial - crescimento";"Medio";"Vestibular";"2024";"Uma populacao de bacterias dobra a cada hora. Partindo de 100 bacterias, quantas existirao apos 5 horas?";"3200";"500";"1600";"6400";"1000";"a";"P(t) = 100 * 2^t. P(5) = 100 * 2^5 = 100 * 32 = 3200.";""
"4661";"multipla";"Matematica";"Geometria Plana";"Poligonos - diagonais";"Medio";"Vestibular";"2024";"O numero de diagonais de um polígono de n lados e dado por n(n-3)/2. Um octogono (8 lados) tem quantas diagonais?";"20";"8";"16";"28";"12";"a";"D = n(n-3)/2 = 8*(8-3)/2 = 8*5/2 = 40/2 = 20.";""
"4662";"multipla";"Matematica";"Algebra";"Equacao do 2o grau - soma e produto";"Medio";"Vestibular";"2024";"Em uma equacao ax^2 + bx + c = 0, a soma das raizes e -b/a e o produto e c/a. Na equacao x^2 - 5x + 6 = 0, a soma das raizes e:";"5";"-5";"6";"-6";"1";"a";"Soma = -b/a = -(-5)/1 = 5. (As raizes sao 2 e 3, cuja soma e 5.)";""
"4663";"multipla";"Matematica";"Trigonometria";"Arco duplo";"Dificil";"Vestibular";"2024";"A formula do seno do arco duplo e:";"sen(2x) = 2*sen(x)*cos(x)";"sen(2x) = sen^2(x) - cos^2(x)";"sen(2x) = cos^2(x) - sen^2(x)";"sen(2x) = 2*cos^2(x)";"sen(2x) = 1 - 2*sen^2(x)";"a";"Formula do arco duplo: sen(2x) = 2*sen(x)*cos(x). E cos(2x) = cos^2(x) - sen^2(x) = 2cos^2(x) - 1 = 1 - 2sen^2(x).";""
"4664";"multipla";"Matematica";"Estatistica";"Variancia";"Dificil";"Vestibular";"2024";"Qual e a relacao entre variancia e desvio padrao?";"O desvio padrao e a raiz quadrada da variancia";"A variancia e a raiz quadrada do desvio padrao";"Sao grandezas iguais";"O desvio padrao e o quadrado da variancia";"Nao ha relacao matematica";"a";"Desvio padrao (sigma) = sqrt(variancia). Ou: variancia = sigma^2. O desvio padrao tem a mesma unidade dos dados, enquanto a variancia esta em unidades ao quadrado.";""
"4665";"multipla";"Matematica";"Geometria Espacial";"Relacoes metricas no tetraedro";"Dificil";"Vestibular";"2024";"Um tetraedro regular tem quatro faces triangulares equilateras. O numero de vertices de um tetraedro regular e:";"4";"6";"8";"12";"3";"a";"O tetraedro regular tem 4 vertices, 6 arestas e 4 faces triangulares equilateras (poliedro de Platao mais simples).";""
"4666";"multipla";"Matematica";"Numeros";"Numeros irracionais";"Facil";"Vestibular";"2024";"Qual dos seguintes numeros e irracional?";"sqrt(2)";"sqrt(4)";"1/3";"0,5";"22/7";"a";"sqrt(2) = 1,41421... e irracional (nao termina e nao e periodico). sqrt(4) = 2 (racional), 1/3 = 0,333... (periodico, racional), 0,5 = 1/2 (racional).";""
"4667";"multipla";"Matematica";"Funcoes";"Injuncoes e bijecoes";"Medio";"Vestibular";"2024";"Uma funcao bijetora (bijecao) e aquela que e simultaneamente:";"Injetora e sobrejetora";"Par e impar";"Crescente e decrescente";"Continua e derivavel";"Periodica e limitada";"a";"Bijecao = injetora + sobrejetora. Injetora: elementos distintos tem imagens distintas. Sobrejetora: todo elemento do contradominio tem preimagem. A bijecao admite funcao inversa.";""
"4668";"multipla";"Matematica";"Analise Combinatoria";"Principio aditivo";"Facil";"Vestibular";"2024";"Um aluno pode ir ao cinema ou ao teatro. Ha 3 opcoes de filme e 2 opcoes de peca. O total de opcoes e:";"5";"6";"3";"2";"1";"a";"Pelo principio aditivo (eventos mutuamente exclusivos): 3 + 2 = 5 opcoes. (Nao confundir com o principio multiplicativo, usado quando ocorrem eventos simultaneamente.)";""
"4669";"multipla";"Matematica";"Calculo";"Continuidade";"Dificil";"Vestibular";"2024";"Uma funcao f e continua em x=a se:";"O limite existe, f(a) existe e lim(x->a) f(x) = f(a)";"A funcao e diferenciavel em a";"O limite e infinito";"A funcao e monotona";"O limite so existe pela direita";"a";"Para continuidade em x=a, tres condicoes: 1) f(a) esta definida; 2) o limite existe (limites laterais iguais); 3) o limite igual ao valor da funcao: lim f(x) = f(a).";""
