"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3621";"multipla";"Matemática";"Progressões";"PG";"Médio";"Vestibular";"2024";"Em uma PG com a₁ = 2 e razão q = 3, qual é o 4º termo?";"54";"18";"24";"36";"162";"a";"aₙ = a₁ × q^(n−1). a₄ = 2 × 3³ = 2 × 27 = 54.";""
"3622";"multipla";"Física";"Mecânica";"Leis de Newton";"Fácil";"Vestibular";"2024";"A 3ª Lei de Newton (ação e reação) afirma que:";"Para toda ação há uma reação de mesma intensidade, mesma direção e sentido oposto";"A aceleração é diretamente proporcional à força e inversamente proporcional à massa";"Um corpo em repouso tende a permanecer em repouso";"A força resultante é igual ao produto massa × velocidade";"Corpos mais pesados caem mais rápido";"a";"3ª Lei: toda força de ação gera uma força de reação igual em módulo, mesma direção e sentido contrário, aplicada em corpos diferentes.";""
"3623";"multipla";"Química";"Reações Químicas";"Reações de Oxirredução";"Médio";"Vestibular";"2024";"Em uma reação de oxirredução, o agente redutor é a espécie que:";"Perde elétrons (se oxida)";"Ganha elétrons (se reduz)";"Permanece com número de oxidação constante";"Aceita prótons";"Doa prótons";"a";"O agente redutor doa elétrons (sofre oxidação — aumento do Nox). O agente oxidante recebe elétrons (sofre redução — diminuição do Nox). Mnemônico: LEO (Loss of Electrons = Oxidation).";""
"3624";"multipla";"Biologia";"Botânica";"Reprodução Vegetal";"Médio";"Vestibular";"2024";"Nas angiospermas, a semente é protegida pelo:";"Fruto (ovário amadurecido)";"Estróbilo (pinha)";"Esporângio";"Prótalo";"Esporofilo";"a";"Angiospermas (plantas com flor) possuem ovário que, após fecundação, amadurece e forma o fruto — estrutura que protege a(s) semente(s). Diferente das gimnospermas, que têm sementes nuas.";""
"3625";"multipla";"História";"História Geral";"Revolução Industrial";"Fácil";"Vestibular";"2024";"A Revolução Industrial teve início no século XVIII em qual país?";"Inglaterra";"França";"Alemanha";"Estados Unidos";"Bélgica";"a";"A Revolução Industrial começou na Inglaterra (c.1760-1840), impulsionada pela disponibilidade de carvão, ferro, capital, mercados coloniais e uma burguesia comercial ativa. A máquina a vapor de Watt é seu símbolo.";""
"3626";"multipla";"Geografia";"Hidrografia";"Bacias Hidrográficas";"Médio";"Vestibular";"2024";"A maior bacia hidrográfica do mundo em volume de água doce é:";"Bacia Amazônica";"Bacia do Paraná";"Bacia do Congo";"Bacia do Mississippi";"Bacia do Nilo";"a";"A Bacia Amazônica é a maior bacia hidrográfica do mundo em volume de água (cerca de 20% da água doce superficial do planeta). O Rio Amazonas é o maior do mundo em volume de descarga.";""
"3627";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Realismo";"Médio";"Vestibular";"2024";"Em 'Dom Casmurro', de Machado de Assis, o narrador Bentinho (Capitu) é classificado como:";"Narrador-personagem não confiável (autodiegético)";"Narrador onisciente em 3ª pessoa";"Narrador-observador externo";"Narrador coletivo";"Narrador homodiegético imparcial";"a";"Bentinho é o narrador-personagem ('Dom Casmurro'), que conta a história em 1ª pessoa. Sua confiabilidade é questionável — é ele quem acusa Capitu, mas o leitor nunca tem provas conclusivas, tornando-o um narrador não confiável (unreliable narrator).";""
"3628";"multipla";"Filosofia";"Filosofia Política";"Marx";"Médio";"Vestibular";"2024";"Para Karl Marx, a superestrutura de uma sociedade é determinada por sua:";"Base econômica (modo de produção)";"Cultura e religião dominante";"Constituição política vigente";"Tradição filosófica herdada";"Vontade coletiva dos cidadãos";"a";"No materialismo histórico de Marx, a base econômica (modo de produção: forças produtivas + relações de produção) determina a superestrutura: leis, política, religião, cultura, filosofia.";""
"3629";"multipla";"Sociologia";"Estratificação Social";"Classes Sociais";"Médio";"Vestibular";"2024";"Para Max Weber, a estratificação social é multidimensional. Quais são as três dimensões que ele propõe?";"Classe (econômica), status (prestígio) e partido (poder político)";"Riqueza, tradição e força militar";"Educação, religião e propriedade";"Raça, gênero e classe";"Capital cultural, econômico e simbólico";"a";"Weber critica Marx por reduzir tudo à economia. Para ele, a estratificação tem três eixos: classe (posição econômica), status (prestígio/honra social) e partido (poder e organização política).";""
"3630";"multipla";"Matemática";"Matrizes";"Determinante";"Médio";"Vestibular";"2024";"Calcule o determinante da matriz A = [[2, 3], [1, 4]].";"5";"11";"8";"3";"7";"a";"det(A) = (2×4) − (3×1) = 8 − 3 = 5.";""
