"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3561";"multipla";"Matemática";"Números";"MMC e MDC";"Fácil";"Vestibular";"2024";"Qual é o MMC de 12 e 18?";"36";"6";"216";"72";"3";"a";"12 = 2²×3; 18 = 2×3². MMC = 2²×3² = 4×9 = 36.";""
"3562";"multipla";"Física";"Mecânica";"Impulso e variação de momento";"Médio";"Vestibular";"2024";"Uma força de 50 N age por 4 s sobre um corpo. O impulso é:";"200 N·s";"12,5 N·s";"800 N·s";"54 N·s";"46 N·s";"a";"Impulso J = F × Δt = 50 × 4 = 200 N·s. Pelo teorema impulso-momento: J = Δp (variação do momento linear).";""
"3563";"multipla";"Química";"Inorgânica";"Óxidos";"Médio";"Vestibular";"2023";"O CaO (óxido de cálcio, cal viva) é classificado como óxido:";"Básico — reage com água formando Ca(OH)₂";"Ácido — reage com base";"Anfótero — reage com ácido e base";"Neutro — não reage com ácido nem base";"Peróxido — contém O²⁻";"a";"Óxidos básicos: formados por metais, reagem com água → base (hidróxido). CaO + H₂O → Ca(OH)₂ (cal hidratada). Aplicações: construção civil, tratamento de água, solo agrícola (calcário).";""
"3564";"multipla";"Biologia";"Histologia";"Tecido ósseo";"Médio";"Vestibular";"2024";"O tecido ósseo é um tecido conjuntivo especializado. Sua rigidez deve-se principalmente à presença de:";"Sais de cálcio (hidroxiapatita) na matriz orgânica de colágeno";"Fibras elásticas em alta concentração";"Células adiposas que preenchem os espaços";"Grande quantidade de líquido intersticial";"Proteínas globulares solúveis";"a";"Osso: matriz orgânica (30% colágeno tipo I — flexibilidade) + matriz inorgânica (70% sais de cálcio, principalmente hidroxiapatita Ca₁₀(PO₄)₆(OH)₂ — rigidez). Células: osteoblastos (formam), osteoclastos (reabsorvem), osteócitos (maturos). Tecido dinâmico — remodelação constante.";""
"3565";"multipla";"História";"História do Brasil";"Semana de Arte Moderna — contexto";"Médio";"Vestibular";"2024";"A Semana de Arte Moderna de 1922 ocorreu em São Paulo e foi financiada principalmente por:";"A elite cafeeira paulistana que buscava modernizar a cultura";"O governo federal como política cultural";"Artistas estrangeiros em visita ao Brasil";"Igrejas e instituições religiosas";"Operários e movimentos socialistas";"a";"Paradoxo da Semana de 22: proposta modernista e revolucionária financiada pela aristocracia do café (Paulo Prado, Olívia Guedes Penteado). A elite cafeeira queria modernizar culturalmente o Brasil para equipará-lo à Europa — sem perceberque financiava a ruptura com o academicismo que eles mesmos valorizavam.";""
"3566";"multipla";"Geografia";"Cartografia";"Projeções cartográficas";"Médio";"Vestibular";"2023";"A projeção de Mercator, usada em mapas tradicionais, distorce principalmente:";"As áreas próximas aos polos, fazendo-as parecerem maiores que são";"As áreas equatoriais, comprimindo-as";"As fronteiras entre países";"Os oceanos, tornando-os menores";"As regiões tropicais, distorcendo os meridianos";"a";"Projeção Mercator (1569): preserva ângulos (conforme) — excelente para navegação. Mas distorce áreas: quanto mais afastado do equador, maior a distorção. A Groenlândia parece do tamanho da África, mas é ~14 vezes menor. Crítica política: favorece aparentemente os países do hemisfério Norte. Projeção de Peters corrige as áreas.";""
"3567";"multipla";"Português";"Gramática";"Pronomes relativos";"Médio";"Vestibular";"2024";"Em 'O livro que li foi emprestado.', o pronome relativo 'que' substitui:";"O livro — e exerce função de objeto direto em 'li'";"'foi' — exercendo função de verbo";"'emprestado' — exercendo função de predicativo";"'li' — substituindo o verbo principal";"Não é pronome relativo, é conjunção integrante";"a";"Pronome relativo 'que' retoma o antecedente 'o livro' e exerce função sintática na oração adjetiva. Em 'que li': 'que' é objeto direto de 'li' (li o quê? o livro). Oração adjetiva restritiva (sem vírgula).";""
"3568";"multipla";"Filosofia";"Ética";"Direitos humanos";"Médio";"Vestibular";"2024";"A Declaração Universal dos Direitos Humanos (1948) foi adotada pela ONU após a Segunda Guerra. Seu fundamento filosófico é:";"A dignidade inerente a todo ser humano, independente de raça, gênero ou nacionalidade";"A soberania absoluta dos Estados nacionais";"O utilitarismo — o que maximiza a felicidade da maioria";"A lei natural cristã como fundamento universal";"O contrato social entre cidadãos e seus governantes";"a";"DUDH (1948): 'Todos os seres humanos nascem livres e iguais em dignidade e direitos.' Fundamento: dignidade humana inerente — não derivada de concessão estatal. Base jusnaturalista secular. Influência do iluminismo, Kant (humanidade como fim em si) e das experiências do Holocausto e da II Guerra.";""
"3569";"multipla";"Sociologia";"Teoria Social";"Tocqueville — democracia na América";"Difícil";"Vestibular";"2023";"Alexis de Tocqueville, ao analisar a democracia americana no século XIX, alertou para o risco de:";"A 'tirania da maioria' e o conformismo social que sufoca a liberdade individual";"A fragmentação política que levaria ao caos";"O domínio das elites econômicas sobre a política";"A expansão imperialista americana sobre outros países";"O excesso de individualismo que destruiria qualquer coesão social";"a";"Tocqueville ('A Democracia na América', 1835-40): admirou a democracia americana mas alertou para seus perigos internos. Tirania da maioria: a opinião majoritária pressiona o conformismo — quem discorda é marginalizado socialmente. Risco de 'despotismo suave': o Estado paternalista que tutela os cidadãos passivos. Antídotos: associações civis, liberdade de imprensa, descentralização, participação política local.";""
"3570";"multipla";"Literatura";"Contemporânea";"Ana Paula Maia";"Médio";"Vestibular";"2024";"A literatura de Ana Paula Maia aborda principalmente:";"Trabalhadores marginalizados em ambientes de violência e degradação industrial";"A vida da burguesia carioca em romances de costumes";"A natureza amazônica em narrativas ecológicas";"O misticismo religioso do interior nordestino";"A história colonial do Brasil em perspectiva épica";"a";"Ana Paula Maia (n. 1977, RJ): literatura que dá protagonismo a trabalhadores pesados (magarefes, carbonizadores, guardas de segurança) em ambientes degradados. 'De Gados e Homens', 'Enterre seus Mortos'. Estilo: prosa objetiva, violência como condição cotidiana, crítica ao capitalismo industrial que trata humanos como gado. Literatura que visibiliza os invisíveis da modernidade.";""
