"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3521";"multipla";"Matemática";"Álgebra";"Inequações do 1º grau";"Fácil";"Vestibular";"2024";"Resolva a inequação 3x - 6 > 0. O conjunto solução é:";"x > 2";"x < 2";"x > -2";"x ≥ 2";"x = 2";"a";"3x > 6 → x > 2. Intervalo: (2, +∞).";""
"3522";"multipla";"Física";"Termodinâmica";"Ciclo de Carnot";"Difícil";"Vestibular";"2023";"Uma máquina de Carnot opera entre 500 K e 250 K. Sua eficiência máxima é:";"50%";"25%";"75%";"100%";"500%";"a";"η_Carnot = 1 - T_fria/T_quente = 1 - 250/500 = 1 - 0,5 = 0,5 = 50%.";""
"3523";"multipla";"Química";"Orgânica";"Cetonas e aldeídos";"Médio";"Vestibular";"2024";"A diferença entre aldeído e cetona está em:";"O aldeído tem o carbonila no carbono terminal; a cetona tem no carbono interno";"O aldeído tem fórmula CₙH₂ₙ₊₁OH";"As cetonas são sempre mais reativas que os aldeídos";"O aldeído não possui grupo carbonila";"As cetonas ocorrem apenas em compostos aromáticos";"a";"Carbonila (C=O): aldeído → C terminal (CHO); cetona → C interno (CO entre dois outros carbonos). Ex.: metanal (formaldeído, H-CHO) vs propanona (acetona, CH₃-CO-CH₃).";""
"3524";"multipla";"Biologia";"Ecologia";"Fluxo de energia";"Médio";"Vestibular";"2024";"Na pirâmide de energia, a eficiência ecológica média entre níveis tróficos é de aproximadamente:";"10% — regra dos 10%";"90%";"50%";"1%";"100%";"a";"Regra dos 10%: apenas ~10% da energia de um nível trófico é transferida ao seguinte (o restante é perdido como calor pela respiração). Razão pela qual cadeias alimentares raramente têm mais de 4-5 elos.";""
"3525";"multipla";"História";"História Geral";"Guerra do Vietnã";"Médio";"Vestibular";"2023";"A Guerra do Vietnã (1955-1975) terminou com:";"A vitória do Vietnã do Norte comunista e a reunificação do país";"A divisão permanente entre Norte e Sul";"A vitória dos EUA e instalação de regime capitalista";"Armistício sem vencedor claro";"Intervenção da ONU que criou novo estado independente";"a";"Guerra do Vietnã: EUA apoiaram o Sul (capitalista) contra o Norte (Ho Chi Minh, comunista, apoiado por URSS/China). EUA se retiraram em 1973 (Acordos de Paris). 1975: Saigon caiu para o Norte → reunificação como República Socialista do Vietnã (1976). Derrota americana emblemática da Guerra Fria.";""
"3526";"multipla";"Geografia";"Regiões Brasileiras";"Região Norte";"Fácil";"Vestibular";"2024";"A região Norte do Brasil tem como característica marcante:";"Maior área do país (~45%) com menor densidade demográfica";"A maior população urbana do Brasil";"O maior PIB industrial do país";"O maior índice de desmatamento do Cerrado";"A maior produção de soja do Brasil";"a";"Região Norte: 7 estados (AM, PA, RO, AC, RR, AP, TO), ~45% do território brasileiro, mas apenas ~9% da população. Amazônia domina o bioma. Menor densidade demográfica (~4 hab/km²).";""
"3527";"multipla";"Inglês";"Gramática";"Reported Speech";"Médio";"Vestibular";"2024";"Direct speech: 'I am happy.' In reported speech:";"She said she was happy.";"She said she is happy.";"She said I am happy.";"She says she was happy.";"She told she was happy.";"a";"Reported speech: recua-se o tempo verbal (backshift). 'am' → 'was'. 'I' → 'she'. 'say' + 'that' (optional). 'told' precisa de objeto: 'she told me she was happy.'";""
"3528";"multipla";"Filosofia";"Filosofia da Mente";"Inteligência artificial e consciência";"Difícil";"Vestibular";"2023";"O Teste de Turing proposto por Alan Turing em 1950 serve para verificar se:";"Uma máquina demonstra comportamento inteligente indistinguível do humano";"Um computador pode processar mais dados que o cérebro humano";"A inteligência artificial é consciente";"Um robô consegue se mover de forma autônoma";"Um algoritmo pode resolver qualquer problema matemático";"a";"Teste de Turing: um avaliador humano conversa por texto com um humano e uma máquina sem saber qual é qual. Se não conseguir distinguir, a máquina 'passou'. Não testa consciência — testa comportamento. Searle critica com 'Quarto Chinês': simular entendimento ≠ entender.";""
"3529";"multipla";"Sociologia";"Sociologia da Saúde";"Determinantes sociais da saúde";"Médio";"Vestibular";"2024";"Os determinantes sociais da saúde incluem:";"Renda, educação, habitação, saneamento e condições de trabalho";"Apenas fatores genéticos hereditários";"Somente o acesso a hospitais e médicos";"Exclusivamente a alimentação e exercício físico";"O comportamento individual sem influência do contexto social";"a";"OMS: determinantes sociais da saúde são condições em que as pessoas nascem, crescem, vivem, trabalham e envelhecem — moldadas por forças econômicas, sociais e políticas. Renda, educação, raça, gênero, saneamento determinam mais a saúde do que o acesso a serviços médicos.";""
"3530";"multipla";"Literatura";"Conto Brasileiro";"Guimarães Rosa — contos";"Médio";"Vestibular";"2023";"Em 'A Terceira Margem do Rio' de Guimarães Rosa, o pai que viaja permanentemente em uma canoa simboliza:";"A condição humana de estar entre dois mundos sem pertencer a nenhum";"A fuga da responsabilidade familiar";"A tradição de pesca do sertão mineiro";"A loucura causada pelo sol do sertão";"A morte como libertação dos problemas cotidianos";"a";"'A Terceira Margem do Rio': o pai constrói uma canoa e vive no meio do rio indefinidamente, sem margem, sem destino. A 'terceira margem' é o espaço do inexplicável, da transcendência, do limiar entre ser e não-ser. O conto é uma fábula existencial sobre o mistério da existência humana, a incompreensão entre gerações e a impossibilidade de nomear o sagrado.";""
