"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3541";"multipla";"Matemática";"Progressão Geométrica";"PG — identificação";"Fácil";"Vestibular";"2024";"A sequência 3, 6, 12, 24, ... é uma progressão geométrica de razão:";"2";"3";"6";"4";"1/2";"a";"q = a₂/a₁ = 6/3 = 2. Verificação: 6/3=2, 12/6=2, 24/12=2. Razão q=2.";""
"3542";"multipla";"Física";"Mecânica dos Fluidos";"Empuxo — Princípio de Arquimedes";"Médio";"Vestibular";"2023";"Um objeto de volume 0,5 m³ é submerso em água (d=1000 kg/m³, g=10 m/s²). O empuxo é:";"5000 N";"500 N";"50000 N";"50 N";"5 N";"a";"E = d_fluido × V_submerso × g = 1000 × 0,5 × 10 = 5000 N.";""
"3543";"multipla";"Química";"Bioquímica";"Carboidratos — função";"Fácil";"Vestibular";"2024";"A função principal dos carboidratos no organismo humano é:";"Fonte primária de energia (ATP via glicólise)";"Construção de tecidos musculares";"Isolamento térmico do corpo";"Transporte de oxigênio no sangue";"Catalisação de reações químicas";"a";"Carboidratos: principal fonte de energia celular. Glicose → glicólise → piruvato → ciclo de Krebs + cadeia respiratória → ATP. Glicogênio = reserva de glicose no fígado e músculos.";""
"3544";"multipla";"Biologia";"Ecologia";"Biomas — Pantanal";"Médio";"Vestibular";"2024";"O Pantanal, maior planície alagável do mundo, está ameaçado principalmente por:";"Queimadas, agropecuária e poluição dos rios da bacia do Paraguai";"Mineração de urânio em seu subsolo";"Desmatamento para plantio de soja diretamente no bioma";"Construção de usinas nucleares na região";"Turismo de massa sem regulação";"a";"Pantanal (MS, MT + Bolívia, Paraguai): maior área úmida do planeta. Ameaças: queimadas (2020 — recorde histórico, >30% da área queimada), poluição dos tributários (agrotóxicos do Cerrado vizinho), soja no entorno, gado solto. Patrimônio Natural da Humanidade (UNESCO, 2000).";""
"3545";"multipla";"História";"História Geral";"Colonialismo belga no Congo";"Difícil";"Vestibular";"2023";"O Estado Livre do Congo sob Leopoldo II da Bélgica (1885-1908) ficou marcado por:";"Uma das maiores atrocidades coloniais — trabalho forçado, mutilações e genocídio";"Um modelo de colonização humanitária com investimentos em educação";"A independência rápida e pacífica do Congo";"A exploração exclusiva de diamantes com mão de obra assalariada";"Ausência de resistência indígena à colonização";"a";"Congo de Leopoldo II: propriedade pessoal do rei belga. Exploração brutal de borracha natural — cotas obrigatórias sob pena de mutilação (mãos cortadas). Estima-se 10 milhões de mortos em 23 anos. Denúncias de E.D. Morel e Roger Casement levaram à transferência para o Estado belga em 1908. Joseph Conrad baseou 'O Coração das Trevas' nessa experiência.";""
"3546";"multipla";"Geografia";"Geopolítica";"União Europeia";"Médio";"Vestibular";"2024";"O Brexit (saída do Reino Unido da União Europeia, 2020) demonstrou:";"As tensões entre soberania nacional e integração supranacional";"O fortalecimento definitivo do projeto europeu";"A falência econômica do Reino Unido";"Que a globalização é irreversível e sem resistências";"Que todos os países europeus seguiram o exemplo britânico";"a";"Brexit: referendo de 2016 (51,9% a favor da saída). Causas: soberania, imigração, descontentamento econômico, populismo de direita (Nigel Farage, Boris Johnson). Completado em jan/2020. Demonstra a tensão entre integração regional (UE) e identidade/soberania nacionais — debate presente em outros países europeus (Le Pen na França, etc.).";""
"3547";"multipla";"Português";"Literatura";"Poesia de João Cabral — 'Morte e Vida Severina'";"Médio";"Vestibular";"2023";"Em 'Morte e Vida Severina' de João Cabral de Melo Neto, a antítese título revela:";"A coexistência de morte (seca, miséria) e vida (resistência, nascimento) no Nordeste";"A superioridade da morte sobre a vida no sertão";"A alegria e fartura da vida nordestina";"O conflito entre cristãos e indígenas no Nordeste";"A narrativa épica de um herói sertanejo";"a";"'Morte e Vida Severina' (1954-55): auto de Natal pernambucano. Retirante Severino caminha do Sertão ao Recife, cercado por mortes 'severinas' (da pobreza). No final, o nascimento de um filho de José cozinheiro gera uma centelha de esperança — vida apesar da morte. Antítese estrutura o poema: morte do sertão vs. vida que persiste.";""
"3548";"multipla";"Filosofia";"Filosofia Contemporânea";"Hannah Arendt — banalidade do mal";"Difícil";"Vestibular";"2024";"O conceito de 'banalidade do mal' proposto por Hannah Arendt a partir do julgamento de Eichmann refere-se a:";"O mal que não vem de monstros, mas de pessoas comuns que agem sem pensar";"A ideia de que o mal é inevitável e comum em todas as sociedades";"A trivialização da violência nos meios de comunicação";"O argumento de que todos os humanos são potencialmente maus";"A normalização do crime pela repetição cotidiana";"a";"Arendt ('Eichmann em Jerusalém', 1963): Eichmann não era um monstro sádico, mas um burocrata eficiente que 'apenas cumpria ordens'. O Holocausto não foi obra de demônios, mas de pessoas 'banais' que suspenderam o pensamento crítico. A ausência de pensamento moral é tão perigosa quanto a maldade intencional. Crítica ao 'estado de funcionário' que delega responsabilidade às ordens superiores.";""
"3549";"multipla";"Sociologia";"Movimentos Sociais";"MST — Movimento Sem Terra";"Médio";"Vestibular";"2023";"O MST (Movimento dos Trabalhadores Rurais Sem Terra) luta principalmente por:";"Reforma agrária e distribuição de terras improdutivas";"Urbanização acelerada e criação de empregos industriais";"Privatização das terras públicas";"Fim da produção agrícola em favor da indústria";"Expansão do agronegócio com apoio estatal";"a";"MST (fundado 1984, Cascavel-PR): maior movimento de luta pela terra da América Latina. Pautas: reforma agrária (desapropriação de latifúndios improdutivos, Art. 184 CF/88), assentamentos, crédito rural, agroecologia. Métodos: ocupações de terra, marchas, pressão ao INCRA e ao Executivo. Vinculado historicamente ao PT e movimentos populares. Debate político: direita vê como invasores; esquerda como movimento legítimo.";""
"3550";"multipla";"Literatura";"Contemporânea Brasileira";"Raduan Nassar";"Difícil";"Vestibular";"2024";"Em 'Lavoura Arcaica' de Raduan Nassar, o conflito entre André e o pai representa:";"A tensão entre o desejo individual e a ordem patriarcal/familiar";"A crítica ao sistema feudal medieval";"A narrativa histórica da colonização árabe no Brasil";"O conflito entre capitalismo e socialismo";"A celebração dos valores da vida rural tradicional";"a";"'Lavoura Arcaica' (1975): André foge da fazenda patriarcal em busca de liberdade e sensualidade. Pedro vai buscá-lo; o pai, com sermões bíblicos sobre obediência e ordem, representa a lei patriarcal. O retorno de André e o incesto com Ana + a morte de Ana pelo pai condensam a tragédia: o desejo individual que rompe a ordem familiar é punido com violência. Influências: Bíblia (filho pródigo), tragédia grega, Nietzsche. Prosa poética densa e barroca.";""
"3551";"multipla";"Matemática";"Funções";"Máximo e mínimo — aplicações";"Médio";"Vestibular";"2024";"Uma empresa tem lucro L(x) = -x² + 8x - 7 (em milhares de reais), onde x é a produção. Qual a produção que maximiza o lucro?";"x = 4";"x = 8";"x = 7";"x = -4";"x = 1";"a";"Vértice da parábola: xᵥ = -b/2a = -8/(2×(-1)) = -8/(-2) = 4. Lucro máximo: L(4) = -16+32-7 = 9 (mil reais).";""
