"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3151";"multipla";"Matemática";"Inequações";"Inequação do 1º grau";"Fácil";"Vestibular";"2024";"Qual é o conjunto solução da inequação 2x - 4 > 0?";"x < 2";"x > 2";"x ≤ 2";"x ≥ 2";"x = 2";"b";"2x > 4 → x > 2. O conjunto solução é {x ∈ ℝ | x > 2}.";""
"3152";"multipla";"Matemática";"Números Complexos";"Forma algébrica";"Médio";"Vestibular";"2023";"O módulo do número complexo z = 3 + 4i é:";"3";"4";"5";"7";"√7";"c";"|z| = √(3²+4²) = √(9+16) = √25 = 5.";""
"3153";"multipla";"Física";"Mecânica";"Impulso e quantidade de movimento";"Médio";"Vestibular";"2024";"Um corpo de 2 kg, em repouso, recebe uma força de 10 N durante 3 s. Qual é sua velocidade final?";"5 m/s";"10 m/s";"15 m/s";"20 m/s";"30 m/s";"c";"Impulso = F×t = 10×3 = 30 N·s = Δp = m×Δv. Δv = 30/2 = 15 m/s. Como partia do repouso, vf = 15 m/s.";""
"3154";"multipla";"Física";"Eletricidade";"Energia elétrica";"Fácil";"Vestibular";"2023";"Um chuveiro elétrico de 6000 W é usado por 30 minutos. Quantos kWh de energia elétrica foram consumidos?";"1 kWh";"2 kWh";"3 kWh";"6 kWh";"180 kWh";"c";"E = P×t = 6 kW × 0,5 h = 3 kWh.";""
"3155";"multipla";"Química";"Cinética";"Velocidade de reação";"Médio";"Vestibular";"2024";"Qual fator NÃO influencia a velocidade de uma reação química?";"Temperatura";"Concentração dos reagentes";"Presença de catalisador";"Pressão (para gases)";"Cor dos reagentes";"e";"A cor dos reagentes não influencia a velocidade das reações. Os fatores cinéticos são: temperatura, concentração, pressão, superfície de contato e catalisadores.";""
"3156";"multipla";"Química";"Equilíbrio";"Princípio de Le Chatelier";"Médio";"Vestibular";"2023";"Em um equilíbrio químico, o aumento da temperatura favorece:";"Sempre a reação direta";"Sempre a reação inversa";"A reação endotérmica";"A reação exotérmica";"Não altera o equilíbrio";"c";"Pelo princípio de Le Chatelier, aumentar a temperatura desloca o equilíbrio no sentido endotérmico (que absorve calor).";""
"3157";"multipla";"Biologia";"Ecologia";"Relações ecológicas";"Médio";"Vestibular";"2024";"A relação entre o peixe-palhaço e a anêmona-do-mar, em que ambos se beneficiam, é um exemplo de:";"Parasitismo";"Comensalismo";"Predatismo";"Mutualismo";"Amensalismo";"d";"O mutualismo é uma relação harmônica interespecífica em que ambas as espécies se beneficiam. O peixe-palhaço se protege na anêmona e a limpa; a anêmona se beneficia do trabalho do peixe.";""
"3158";"multipla";"Biologia";"Citologia";"Membrana plasmática";"Médio";"Vestibular";"2023";"O modelo de mosaico fluido descreve a estrutura da membrana plasmática como:";"Uma camada rígida de celulose";"Uma bicamada fosfolipídica com proteínas inseridas";"Uma estrutura composta apenas de proteínas";"Uma parede celular rígida";"Uma monocamada de lipídios";"b";"O modelo do mosaico fluido (Singer e Nicolson, 1972) descreve a membrana como uma bicamada fosfolipídica fluida com proteínas inseridas ou periféricas.";""
"3159";"multipla";"História";"Antiguidade";"Grécia antiga";"Médio";"Vestibular";"2024";"A democracia ateniense do século V a.C., associada a Péricles, era limitada porque:";"Era uma monarquia disfarçada";"Excluía mulheres, escravos e estrangeiros da participação política";"Era dominada pelos sacerdotes";"Não permitia votos nas assembleias";"Era controlada pelos persas";"b";"A democracia ateniense participava apenas os homens livres nascidos em Atenas, excluindo mulheres, escravos (maioria da população) e metecos (estrangeiros).";""
"3160";"multipla";"História";"Feudalismo";"Estrutura feudal";"Fácil";"Vestibular";"2023";"A base econômica do sistema feudal era:";"O comércio marítimo internacional";"A indústria manufatureira";"A agricultura e a servidão";"A mineração de metais preciosos";"O trabalho escravo nas cidades";"c";"O feudalismo era baseado na economia agrária, com os servos trabalhando nas terras dos senhores feudais em troca de proteção e habitação.";""
