"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3721";"multipla";"Matemática";"Trigonometria";"Círculo Trigonométrico";"Médio";"Vestibular";"2024";"No círculo trigonométrico, o valor de sen(90°) é:";"1";"0";"-1";"√2/2";"√3/2";"a";"No círculo trigonométrico, o ângulo de 90° corresponde ao ponto (0, 1). A ordenada (y) é o seno: sen(90°) = 1.";""
"3722";"multipla";"Física";"Óptica";"Espectro Eletromagnético";"Médio";"Vestibular";"2024";"A luz visível é apenas uma faixa do espectro eletromagnético. Qual das ondas abaixo tem maior frequência que a luz visível?";"Raios X";"Ondas de rádio";"Micro-ondas";"Infravermelho";"Ondas de TV";"a";"Do menor para o maior comprimento de onda (maior para menor frequência): raios gama > raios X > ultravioleta > luz visível > infravermelho > micro-ondas > ondas de rádio. Raios X têm frequência maior que a luz visível.";""
"3723";"multipla";"Química";"Polímeros";"Borracha";"Médio";"Vestibular";"2024";"A borracha natural é extraída do látex da seringueira (Hevea brasiliensis) e é quimicamente um polímero de:";"Isopreno (2-metil-1,3-butadieno)";"Etileno";"Propileno";"Estireno";"Cloropreno";"a";"A borracha natural (poliisopreno) é um polímero formado pela polimerização do isopreno. A vulcanização (com enxofre) aumenta sua resistência mecânica criando pontes dissulfeto entre as cadeias poliméricas.";""
"3724";"multipla";"Biologia";"Parasitologia";"Doenças Parasitárias";"Médio";"Vestibular";"2024";"A malária (paludismo) é causada pelo protozoário Plasmodium e transmitida pelo mosquito:";"Anopheles fêmea";"Aedes aegypti fêmea";"Culex macho";"Simulium (borrachudo)";"Lutzomyia (mosquito-palha)";"a";"A malária é transmitida pela picada da fêmea do mosquito Anopheles infectada com Plasmodium. O Aedes aegypti transmite dengue, zika e chikungunya; Lutzomyia transmite leishmaniose.";""
"3725";"multipla";"História";"Antiguidade";"Mesopotâmia";"Médio";"Vestibular";"2024";"O Código de Hamurabi (c. 1754 a.C.) é considerado um dos primeiros conjuntos de leis escritas da humanidade. Qual civilização o produziu?";"Babilônia (Mesopotâmia)";"Egito Antigo";"Grécia Antiga";"Roma Antiga";"Pérsia Antiga";"a";"O Código de Hamurabi foi promulgado pelo rei Hamurabi da Babilônia (atual Iraque). Gravado em pedra, continha 282 leis baseadas no princípio de talião ('olho por olho, dente por dente'), diferenciando punições conforme a classe social.";""
"3726";"multipla";"Geografia";"Economia";"Setor Terciário";"Fácil";"Vestibular";"2024";"O setor terciário da economia refere-se a:";"Serviços (comércio, educação, saúde, turismo, financeiro)";"Indústria de transformação";"Agricultura e pecuária";"Extrativismo mineral";"Construção civil";"a";"A economia divide-se em: setor primário (agropecuária e extrativismo), setor secundário (indústria) e setor terciário (serviços). Nos países desenvolvidos, o terciário representa mais de 70% do PIB.";""
"3727";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Cordel";"Fácil";"Vestibular";"2024";"A literatura de cordel é uma manifestação cultural popular nordestina. Qual característica formal a define?";"Poesia rimada e metrificada, impressa em folhetos";"Prosa longa e narrativa sem rima";"Drama teatral encenado em praças públicas";"Música instrumental sem letra";"Xilogravura sem texto";"a";"A literatura de cordel nordestina é composta de poesias rimadas, métricas e rimadas, impressas em folhetos de papel. O nome vem da prática de pendurar os folhetos em cordas para venda. Temas: histórias de cangaceiros, santos, acontecimentos locais. Associada a xilogravuras nas capas.";""
"3728";"multipla";"Filosofia";"Metafísica";"Aristóteles";"Médio";"Vestibular";"2024";"Para Aristóteles, a substância é composta de dois princípios: matéria e forma. Esse conceito é chamado de:";"Hilemorfismo";"Dualismo cartesiano";"Monismo spinozista";"Idealismo transcendental";"Empirismo radical";"a";"O hilemorfismo (hyle = matéria; morphe = forma) é a doutrina aristotélica segundo a qual todo ser composto é constituído de matéria (princípio potencial, indeterminado) e forma (princípio atual, que determina o que a coisa é). Ex.: uma estátua = mármore (matéria) + forma de Apolo.";""
"3729";"multipla";"Sociologia";"Trabalho";"Precarização";"Médio";"Vestibular";"2024";"A uberização do trabalho é um fenômeno que caracteriza:";"Trabalho por demanda via plataformas digitais, sem vínculo empregatício formal";"Aumento dos direitos trabalhistas com digitalização";"Trabalho remoto com garantia de todos os direitos CLT";"Substituição de trabalhadores por robôs na indústria";"Estatização das empresas de transporte";"a";"A uberização (ou plataformização do trabalho) refere-se à prestação de serviços por demanda via aplicativos (Uber, iFood, Rappi), em que os trabalhadores são tratados como 'parceiros autônomos', sem carteira assinada, FGTS, férias ou seguro-desemprego — nova forma de precarização do trabalho.";""
"3730";"multipla";"Matemática";"Geometria Analítica";"Equação da Circunferência";"Médio";"Vestibular";"2024";"A equação (x−2)² + (y+1)² = 25 representa uma circunferência com centro e raio:";"Centro (2, −1) e raio 5";"Centro (−2, 1) e raio 25";"Centro (2, −1) e raio 25";"Centro (0, 0) e raio 5";"Centro (2, 1) e raio 5";"a";"A equação reduzida da circunferência é (x−a)² + (y−b)² = r². Comparando: a=2, b=−1, r²=25 → r=5. Centro = (2, −1), raio = 5.";""
