"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3681";"multipla";"Matemática";"Sequências";"Fibonacci";"Fácil";"Vestibular";"2024";"Na sequência de Fibonacci (1, 1, 2, 3, 5, 8, 13, ...), qual é o próximo termo?";"21";"18";"20";"26";"16";"a";"Na sequência de Fibonacci, cada termo é a soma dos dois anteriores: 8 + 13 = 21.";""
"3682";"multipla";"Física";"Física Moderna";"Efeito Fotoelétrico";"Difícil";"Vestibular";"2024";"O efeito fotoelétrico demonstrou que a luz possui natureza:";"Corpuscular (quântica) — fótons com energia E = hf";"Exclusivamente ondulatória";"Exclusivamente magnética";"Térmica (calórica)";"Eletrostática";"a";"Einstein (1905, Nobel de Física 1921) explicou o efeito fotoelétrico propondo que a luz é composta de fótons (quanta de luz) com energia E = hf (h = constante de Planck, f = frequência). Isso inaugurou a física quântica.";""
"3683";"multipla";"Química";"Química Orgânica";"Amidas";"Difícil";"Vestibular";"2024";"A ligação peptídica que une aminoácidos em uma proteína é um exemplo de função orgânica:";"Amida (–CO–NH–)";"Éster";"Éter";"Aldeído";"Cetona";"a";"A ligação peptídica é uma amida: forma-se pela reação entre o grupo carboxila (–COOH) de um aminoácido e o grupo amina (–NH₂) do seguinte, com perda de H₂O, gerando –CO–NH– (amida).";""
"3684";"multipla";"Biologia";"Paleontologia";"Evolução Humana";"Médio";"Vestibular";"2024";"A espécie humana moderna é denominada:";"Homo sapiens";"Homo habilis";"Homo erectus";"Australopithecus afarensis";"Homo heidelbergensis";"a";"Homo sapiens ('homem sábio') é o nome científico da espécie humana moderna, surgida na África há cerca de 300.000 anos. Homo habilis (primeiros fabricantes de ferramentas), Homo erectus (primeiros a sair da África) e Australopithecus são ancestrais ou linhagens extintas.";""
"3685";"multipla";"História";"Idade Média";"Feudalismo";"Médio";"Vestibular";"2024";"No sistema feudal medieval europeu, a relação entre senhor e servo era marcada principalmente por:";"Servidão: o servo cultivava a terra do senhor em troca de proteção e uso de parte da terra";"Trabalho assalariado livre";"Escravidão plena sem qualquer direito";"Relação comercial baseada no mercado";"Parceria igualitária entre as partes";"a";"No feudalismo, o servo não era escravo (tinha direitos mínimos e não podia ser vendido) mas tampouco era livre. Estava preso à terra (gleba) e devia corveia (trabalho obrigatório) e tributos ao senhor em troca de proteção e moradia no feudo.";""
"3686";"multipla";"Geografia";"Transportes";"Infraestrutura";"Médio";"Vestibular";"2024";"O modal de transporte predominante no Brasil para cargas e passageiros é o:";"Rodoviário";"Ferroviário";"Hidroviário";"Aéreo";"Dutoviário";"a";"O Brasil tem matriz de transporte fortemente concentrada no modal rodoviário (mais de 60% das cargas). Isso é resultado de políticas industriais dos anos 1950 (governo JK) que priorizaram a indústria automobilística em detrimento de ferrovias.";""
"3687";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Vanguardas Modernistas";"Médio";"Vestibular";"2024";"O Manifesto Antropófago (1928), de Oswald de Andrade, propunha:";"A devoração cultural das influências estrangeiras para criar algo tipicamente brasileiro";"A rejeição total de qualquer influência europeia";"A submissão da cultura brasileira à europeia";"O retorno ao indianismo romântico";"O isolamento cultural do Brasil";"a";"O Manifesto Antropófago propõe a 'devoração' metafórica das culturas estrangeiras: assim como os índios Tupinambás devoravam seus inimigos para absorver sua força, o Brasil deveria absorver criticamente as influências europeias e produzir algo novo e próprio.";""
"3688";"multipla";"Filosofia";"Filosofia da Linguagem";"Wittgenstein";"Difícil";"Vestibular";"2024";"Ludwig Wittgenstein, no 'Tractatus Logico-Philosophicus', afirma que:";"Os limites da minha linguagem são os limites do meu mundo";"A linguagem é apenas um instrumento social";"A realidade precede a linguagem";"A linguagem não pode descrever a realidade";"Toda proposição é verdadeira ou falsa sem exceção";"a";"No Tractatus (1921), Wittgenstein afirma que o mundo é constituído de fatos e a linguagem os representa. 'Os limites da minha linguagem são os limites do meu mundo' — não se pode falar do que não é representável em proposições lógicas. O 'místico' está além dos limites da linguagem e deve ser silenciado.";""
"3689";"multipla";"Sociologia";"Crime e Desvio";"Anomia";"Médio";"Vestibular";"2024";"O conceito durkheimiano de anomia designa:";"Estado de ausência ou enfraquecimento das normas sociais";"Excesso de normas rígidas na sociedade";"Conflito entre classes sociais";"Isolamento do indivíduo por opção própria";"Normas explícitas que regulam a violência";"a";"Anomia (Durkheim): estado em que a sociedade não fornece regulação normativa suficiente aos indivíduos. Aparece em períodos de mudança social rápida. Durkheim relacionou a anomia ao suicídio anômico — indivíduos sem parâmetros claros para suas aspirações.";""
"3690";"multipla";"Matemática";"Álgebra Linear";"Sistemas Lineares";"Médio";"Vestibular";"2024";"O sistema {x + y = 5; x − y = 1} tem como solução:";"x = 3, y = 2";"x = 2, y = 3";"x = 4, y = 1";"x = 5, y = 0";"x = 1, y = 4";"a";"Somando as equações: 2x = 6 → x = 3. Substituindo: 3 + y = 5 → y = 2. Verificação: 3 − 2 = 1 ✓.";""
