"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3406";"multipla";"Matemática";"Álgebra";"Equações do 2º grau";"Médio";"Vestibular";"2024";"Quais são as raízes da equação x² - 5x + 6 = 0?";"x=2 e x=3";"x=1 e x=6";"x=-2 e x=-3";"x=2 e x=-3";"x=-1 e x=6";"a";"Δ = 25-24 = 1. x = (5±1)/2. x₁=3, x₂=2.";""
"3407";"multipla";"Física";"Dinâmica";"2ª Lei de Newton";"Fácil";"Vestibular";"2024";"Uma força de 30 N age sobre um corpo de 6 kg. Qual é a aceleração resultante?";"5 m/s²";"24 m/s²";"180 m/s²";"0,2 m/s²";"3 m/s²";"a";"F=ma → a=F/m=30/6=5 m/s².";""
"3408";"multipla";"Química";"Tabela Periódica";"Propriedades periódicas — eletronegatividade";"Médio";"Vestibular";"2023";"O elemento mais eletronegativo da tabela periódica é:";"Flúor (F)";"Oxigênio (O)";"Nitrogênio (N)";"Cloro (Cl)";"Hidrogênio (H)";"a";"O flúor (F) é o elemento mais eletronegativo (3,98 na escala de Pauling), pois tem alto número de prótons e pequeno raio atômico.";""
"3409";"multipla";"Biologia";"Citologia";"Organelas celulares";"Fácil";"Vestibular";"2024";"A organela responsável pela síntese de proteínas nas células é:";"Ribossomo";"Mitocôndria";"Complexo de Golgi";"Lisossomo";"Vacúolo";"a";"Ribossomos são organelas onde ocorre a tradução do mRNA em proteínas. Presentes em células procarióticas e eucarióticas.";""
"3410";"multipla";"História";"História Geral";"Primeira Guerra Mundial";"Médio";"Vestibular";"2024";"O estopim imediato da Primeira Guerra Mundial foi:";"O assassinato do arquiduque Francisco Ferdinando em Sarajevo (1914)";"A invasão da Polônia pela Alemanha";"O afundamento do navio Lusitânia";"A Revolução Russa de 1917";"O Tratado de Versalhes";"a";"O assassinato do herdeiro austro-húngaro em Sarajevo (28/06/1914) desencadeou o sistema de alianças que levou à guerra. As causas profundas eram o imperialismo, o nacionalismo e a corrida armamentista.";""
"3411";"multipla";"Geografia";"Geopolítica";"Conflitos contemporâneos";"Médio";"Vestibular";"2024";"O Oriente Médio é uma região de grande tensão geopolítica. Um dos principais fatores dessa instabilidade é:";"A disputa por recursos petrolíferos e conflitos étnico-religiosos";"A ausência de fronteiras definidas entre os países";"O isolamento econômico completo da região";"A falta de intervenção de organismos internacionais";"O baixo crescimento demográfico da região";"a";"O Oriente Médio combina grandes reservas de petróleo (alvo de interesses externos), conflitos entre sunitas e xiitas, e disputas territoriais históricas (Israel-Palestina, Curdistão).";""
"3412";"multipla";"Português";"Gramática";"Concordância nominal";"Médio";"Vestibular";"2024";"Assinale a alternativa com concordância nominal CORRETA:";"É proibido a entrada de menores.";"É proibida a entrada de menores.";"É proibidos a entrada de menores.";"São proibido a entrada de menores.";"É proibidas a entrada de menores.";"b";"'Proibido' concorda com o sujeito 'a entrada' (feminino singular), logo: 'É proibida a entrada'.";""
"3413";"multipla";"Filosofia";"Filosofia Antiga";"Sócrates — maiêutica";"Médio";"Vestibular";"2023";"O método socrático da maiêutica consiste em:";"Conduzir o interlocutor ao conhecimento através do questionamento";"Transmitir conhecimentos prontos por meio de discursos";"Memorizar textos filosóficos clássicos";"Contemplar as ideias puras sem diálogo";"Aceitar as opiniões da maioria como verdade";"a";"Maiêutica ('arte de partejar'): Sócrates conduzia o interlocutor por perguntas a descobrir por si mesmo o conhecimento que já possuía latente. A ironia socrática expunha a ignorância; a maiêutica fazia nascer o saber.";""
"3414";"multipla";"Sociologia";"Sociologia Clássica";"Weber — ação social";"Médio";"Vestibular";"2024";"Para Max Weber, a ação social racional com relação a fins caracteriza-se por:";"Calcular meios e fins de forma eficiente para alcançar objetivos";"Agir guiado por emoções e sentimentos";"Seguir tradições e costumes estabelecidos";"Agir conforme valores morais ou religiosos";"Imitar o comportamento dos outros membros do grupo";"a";"Weber distingue 4 tipos de ação social: racional com relação a fins (cálculo meios-fins), racional com relação a valores, afetiva (emoções) e tradicional (costumes).";""
"3415";"multipla";"Literatura";"Realismo Brasileiro";"Machado de Assis — Dom Casmurro";"Médio";"Vestibular";"2023";"Em Dom Casmurro, a grande questão narrativa que permanece em aberto é:";"Se Capitu realmente traiu Bentinho com Escobar";"Se Dom Casmurro é o verdadeiro nome do narrador";"Se Ezequiel é filho biológico de Bentinho";"Se Capitu e Bentinho se casaram de fato";"Se Escobar sobreviveu ao afogamento";"a";"A ambiguidade central do romance: o narrador não confiável Bentinho/Dom Casmurro acusa Capitu de adultério, mas o leitor nunca tem certeza se ela traiu. Machado constrói a dúvida como tema filosófico sobre ciúme e subjetividade.";""
