"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3801";"multipla";"Matemática";"Álgebra";"Radiciação";"Fácil";"Vestibular";"2024";"Simplifique: √48";"4√3";"6√2";"2√12";"8√3";"4√6";"a";"√48 = √(16×3) = √16 × √3 = 4√3.";""
"3802";"multipla";"Física";"Fluidos";"Viscosidade";"Médio";"Vestibular";"2024";"A viscosidade de um fluido mede:";"A resistência ao escoamento (atrito interno entre as camadas do fluido)";"A densidade do fluido";"A pressão exercida pelo fluido";"A temperatura de ebulição";"A compressibilidade do fluido";"a";"Viscosidade (η) é a propriedade do fluido que quantifica sua resistência ao fluxo — atrito entre camadas adjacentes. Mel tem alta viscosidade; água, baixa. Unidade: Pa·s (pascal-segundo). Viscosidade diminui com o aumento de temperatura em líquidos.";""
"3803";"multipla";"Química";"Estrutura Atômica";"Isótopos";"Médio";"Vestibular";"2024";"Isótopos são átomos do mesmo elemento que possuem:";"Mesmo número atômico (Z) e diferentes números de massa (A) — diferem no número de nêutrons";"Mesmo número de massa e diferentes números atômicos";"Mesmo número de prótons e elétrons, mas diferentes";"Mesmo número de nêutrons e diferentes prótons";"Propriedades químicas completamente diferentes";"a";"Isótopos: mesmo Z (mesmos prótons e elétrons → mesmo elemento) mas diferentes A (número de massa) → diferentes nêutrons. Ex.: ¹²C, ¹³C, ¹⁴C (carbono). O ¹⁴C é radioativo e usado na datação por carbono.";""
"3804";"multipla";"Biologia";"Citologia";"Lisossomos";"Médio";"Vestibular";"2024";"Os lisossomos são organelas responsáveis pela:";"Digestão intracelular de macromoléculas e organelas danificadas (autofagia)";"Síntese de proteínas";"Produção de energia (ATP)";"Armazenamento de lipídios";"Fotossíntese";"a";"Lisossomos contêm enzimas hidrolíticas ativas em pH ácido (hidrólise de proteínas, lipídios, carboidratos, ácidos nucleicos). Realizam: fagocitose (digestão de corpos estranhos), autofagia (reciclagem de organelas danificadas) e autólise (destruição da célula).";""
"3805";"multipla";"História";"Contemporânea";"Descolonização Asiática";"Médio";"Vestibular";"2024";"Mahatma Gandhi liderou a independência da Índia do domínio britânico por meio de:";"Resistência não violenta (desobediência civil e satyagraha)";"Revolução armada";"Negociação diplomática exclusivamente";"Aliança militar com a URSS";"Golpe de Estado";"a";"Gandhi desenvolveu o satyagraha ('força da verdade') e a ahimsa (não violência) como método político. Marchas (como a Marcha do Sal, 1930), boicotes e greves de fome pressionaram a Grã-Bretanha. A Índia conquistou a independência em 1947, inspirando movimentos de direitos civis no mundo (Martin Luther King Jr.).";""
"3806";"multipla";"Geografia";"Geomorfologia";"Erosão";"Médio";"Vestibular";"2024";"A voçoroca é um tipo de erosão acelerada que se caracteriza por:";"Sulcos profundos no solo causados pela concentração de água, podendo atingir o lençol freático";"Depósito de sedimentos em planícies";"Erosão costeira pelo mar";"Dissolução de rochas calcárias";"Movimentação de dunas pelo vento";"a";"A voçoroca é uma ravina de grande porte, formada pela erosão hídrica acelerada (geralmente por desmatamento e impermeabilização do solo). A água concentrada escava sulcos progressivamente mais fundos, podendo atingir o lençol freático e causar desmoronamentos.";""
"3807";"multipla";"Língua Portuguesa";"Gramática";"Orações Subordinadas Adverbiais";"Médio";"Vestibular";"2024";"Em 'Estudei muito para que passasse no vestibular', a oração sublinhada é uma subordinada adverbial:";"Final (expressa finalidade, introduzida por 'para que')";"Causal";"Concessiva";"Consecutiva";"Temporal";"a";"Oração subordinada adverbial final: expressa a finalidade/objetivo da ação principal. Conjunções: para que, a fim de que. 'Para que passasse no vestibular' indica o objetivo de 'estudei muito'.";""
"3808";"multipla";"Filosofia";"Filosofia da Ciência";"Positivismo";"Médio";"Vestibular";"2024";"Auguste Comte, criador do Positivismo, defendia que o conhecimento científico é o único válido. Isso é chamado de:";"Cientificismo — a ciência como único critério de verdade";"Empirismo clássico";"Racionalismo crítico";"Pragmatismo";"Fenomenologia";"a";"O Positivismo de Comte (Lei dos Três Estados: teológico → metafísico → positivo) defende que o conhecimento humano evoluiu até o estágio científico, único capaz de explicar os fenômenos. O cientificismo é a radicalização dessa posição: só a ciência produz verdade. Influenciou a sociologia, o ensino e a bandeira do Brasil ('Ordem e Progresso').";""
"3809";"multipla";"Sociologia";"Desigualdade";"Pobreza";"Médio";"Vestibular";"2024";"A linha de pobreza é um critério para mensurar a pobreza absoluta. No contexto brasileiro atual, qual indicador é mais utilizado?";"Renda per capita domiciliar abaixo de determinado valor (ex.: ¼ do salário mínimo per capita)";"Ausência de imóvel próprio";"Não ter acesso à internet";"Residir na zona rural";"Ter menos de um salário mínimo individual";"a";"No Brasil, programas sociais como o Bolsa Família/Auxílio Brasil classificam famílias pobres (renda por pessoa abaixo de certo limite) e extremamente pobres (abaixo do limite de extrema pobreza). O Banco Mundial usa US$2,15/dia (2022) como linha de pobreza extrema global.";""
"3810";"multipla";"Matemática";"Inequações";"Inequação do 2º Grau";"Médio";"Vestibular";"2024";"Qual é o conjunto solução da inequação x² − 5x + 6 < 0?";"2 < x < 3";"x < 2 ou x > 3";"x > 3";"x < 2";"x ∈ ℝ";"a";"Raízes de x²−5x+6 = 0: x = 2 e x = 3. Como a parábola abre para cima (a=1>0), é negativa ENTRE as raízes. Logo: 2 < x < 3 (intervalo aberto).";""
