"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4610";"multipla";"Matematica";"Algebra";"Produtos notaveis";"Facil";"Vestibular";"2024";"O resultado de (a + b)^2 e:";"a^2 + 2ab + b^2";"a^2 + b^2";"a^2 - 2ab + b^2";"a^2 + ab + b^2";"2a + 2b";"a";"(a+b)^2 = a^2 + 2ab + b^2. Este e um dos produtos notaveis fundamentais.";""
"4611";"multipla";"Matematica";"Funcoes";"Funcao par e impar";"Medio";"Vestibular";"2024";"Uma funcao e par quando, para todo x do dominio, f(-x) = f(x). Um exemplo de funcao par e:";"f(x) = x^2";"f(x) = x^3";"f(x) = x";"f(x) = x^5";"f(x) = sen(x)";"a";"f(x) = x^2: f(-x) = (-x)^2 = x^2 = f(x). Portanto e par. Funcoes par sao simetricas em relacao ao eixo y.";""
"4612";"multipla";"Matematica";"Geometria Plana";"Circulo";"Facil";"Vestibular";"2024";"A area de um circulo de raio 5 cm e: (use pi=3,14)";"78,5 cm2";"31,4 cm2";"157 cm2";"25 cm2";"50 cm2";"a";"A = pi*r^2 = 3,14 * 5^2 = 3,14 * 25 = 78,5 cm2.";""
"4613";"multipla";"Matematica";"Trigonometria";"Tangente";"Medio";"Vestibular";"2024";"No triangulo retangulo, a tangente de um angulo agudo e definida como:";"Cateto oposto dividido pelo cateto adjacente";"Cateto oposto dividido pela hipotenusa";"Cateto adjacente dividido pela hipotenusa";"Hipotenusa dividida pelo cateto oposto";"Hipotenusa dividida pelo cateto adjacente";"a";"tg(θ) = cateto oposto / cateto adjacente. sen(θ) = cateto oposto / hipotenusa. cos(θ) = cateto adjacente / hipotenusa.";""
"4614";"multipla";"Matematica";"Probabilidade";"Eventos independentes";"Medio";"Vestibular";"2024";"A probabilidade de lancar um dado e obter 6, e em seguida lancar uma moeda e obter cara, e:";"1/12";"1/6";"1/2";"7/12";"1/3";"a";"Eventos independentes: P(A e B) = P(A)*P(B) = (1/6)*(1/2) = 1/12.";""
"4615";"multipla";"Matematica";"Matrizes";"Matriz inversa";"Dificil";"Vestibular";"2024";"Uma matriz quadrada A possui inversa se e somente se:";"Seu determinante e diferente de zero";"Seu determinante e zero";"E uma matriz identidade";"Todos os elementos sao positivos";"E uma matriz diagonal";"a";"Uma matriz quadrada possui inversa (e invertivel ou nao-singular) se e somente se seu determinante e diferente de zero.";""
"4616";"multipla";"Matematica";"Geometria Analitica";"Parabola";"Dificil";"Vestibular";"2024";"A parabola y^2 = 4px tem foco em:";"(p, 0)";"(0, p)";"(-p, 0)";"(0, -p)";"(2p, 0)";"a";"Para a parabola y^2 = 4px (eixo na horizontal), o foco esta em (p, 0) e a diretriz e x = -p.";""
"4617";"multipla";"Matematica";"Analise Combinatoria";"Arranjo";"Medio";"Vestibular";"2024";"De quantas maneiras diferentes podemos dispor 3 objetos distintos retirados de um conjunto de 5?";"60";"10";"20";"30";"15";"a";"Arranjo simples: A(5,3) = 5!/(5-3)! = 5!/2! = 120/2 = 60.";""
"4618";"multipla";"Matematica";"Financeira";"Porcentagem";"Facil";"Vestibular";"2024";"Um produto custava R$ 80 e teve um aumento de 15%. Seu novo preco e:";"R$ 92";"R$ 95";"R$ 88";"R$ 96";"R$ 85";"a";"Aumento = 80 * 0,15 = 12. Novo preco = 80 + 12 = R$ 92. Ou: 80 * 1,15 = R$ 92.";""
"4619";"multipla";"Matematica";"Numeros";"MMC e MDC";"Facil";"Vestibular";"2024";"O MMC (Minimo Multiplo Comum) de 4 e 6 e:";"12";"24";"2";"6";"8";"a";"Multiplos de 4: 4, 8, 12, 16... Multiplos de 6: 6, 12, 18... O menor multiplo comum e 12.";""
"4620";"multipla";"Fisica";"Mecanica";"Colisao perfeitamente inelastica";"Dificil";"Vestibular";"2024";"Na colisao perfeitamente inelastica, os dois corpos ficam unidos apos o impacto. Nesse tipo de colisao:";"A quantidade de movimento se conserva, mas a energia cinetica nao";"Ambas se conservam";"Nenhuma se conserva";"Apenas a energia cinetica se conserva";"O momento angular se conserva";"a";"Em toda colisao (incluindo a inelastica), a quantidade de movimento total se conserva (nao ha forcas externas). Porem, na inelastica, parte da energia cinetica e convertida em calor/deformacao.";""
"4621";"multipla";"Fisica";"Eletricidade";"Corrente eletrica";"Facil";"Vestibular";"2024";"A corrente eletrica e definida como:";"Carga eletrica por unidade de tempo";"Tensao por unidade de resistencia";"Potencia por unidade de tensao";"Energia por unidade de carga";"Forca por unidade de carga";"a";"Corrente eletrica I = Q/t (carga em coulombs dividida pelo tempo em segundos). Unidade: Ampere (A).";""
"4622";"multipla";"Fisica";"Termodinamica";"Ciclo de Carnot";"Dificil";"Vestibular";"2024";"O ciclo de Carnot e composto por quatro processos em sequencia:";"Expansao isotermica, expansao adiabatica, compressao isotermica e compressao adiabatica";"Aquecimento isobarico, expansao adiabatica, resfriamento isobarico e compressao adiabatica";"Expansao isotermica, compressao isotermica, expansao adiabatica e compressao adiabatica";"Quatro processos isocorricos alternados";"Dois processos isocorricos e dois adiabáticos";"a";"O ciclo de Carnot consiste em: 1) expansao isotermica (absorve Q_h), 2) expansao adiabatica, 3) compressao isotermica (libera Q_c), 4) compressao adiabatica.";""
