"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3601";"multipla";"Matemática";"Progressões";"PA";"Médio";"Vestibular";"2024";"Em uma PA de razão r = 3, o primeiro termo é a₁ = 2. Qual é o 6º termo?";"17";"15";"20";"18";"14";"a";"aₙ = a₁ + (n−1)·r. a₆ = 2 + 5·3 = 2 + 15 = 17.";""
"3602";"multipla";"Física";"Ondulatória";"Som";"Fácil";"Vestibular";"2024";"O som é uma onda mecânica longitudinal. Isso significa que:";"As partículas vibram na mesma direção de propagação";"As partículas vibram perpendicularmente à direção de propagação";"O som não precisa de meio material";"O som viaja mais rápido no vácuo";"O som é uma onda eletromagnética";"a";"Ondas longitudinais têm a vibração das partículas paralela à direção de propagação. O som necessita de meio material (sólido, líquido ou gasoso) para se propagar.";""
"3603";"multipla";"Química";"Química Orgânica";"Cetonas";"Médio";"Vestibular";"2024";"A acetona (propanona) possui qual grupo funcional?";"Carbonila (C=O) entre carbonos — cetona";"Carbonila terminal — aldeído";"Hidroxila (–OH)";"Carboxila (–COOH)";"Éster (–COO–)";"a";"Cetonas têm o grupo carbonila (C=O) entre dois carbonos. A acetona (CH₃–CO–CH₃) é a cetona mais simples e de grande uso industrial e laboratorial.";""
"3604";"multipla";"Biologia";"Zoologia";"Artrópodes";"Fácil";"Vestibular";"2024";"Os insetos pertencem ao filo Arthropoda. Uma característica exclusiva dos insetos é:";"Três pares de patas e corpo dividido em cabeça, tórax e abdome";"Quatro pares de patas e quelíceras";"Corpo mole sem segmentação";"Cinco pares de patas";"Ausência de exoesqueleto";"a";"Insetos (Classe Insecta) possuem 3 pares de patas (6 patas), corpo tripartido (cabeça, tórax, abdome) e, em geral, asas. Aranhas têm 4 pares de patas e são quelicerados.";""
"3605";"multipla";"História";"Brasil Colonial";"Ciclo do Ouro";"Médio";"Vestibular";"2024";"A Inconfidência Mineira (1789) foi uma conspiração que pretendia libertar Minas Gerais do domínio português. Qual era a principal causa econômica do movimento?";"A derrama — cobrança forçada dos impostos sobre o ouro atrasados";"A proibição do comércio de escravos";"A expulsão dos jesuítas";"A criação do Banco do Brasil";"A abertura dos portos";"a";"A derrama era a execução forçada do quinto (20% do ouro extraído) sobre a população quando a arrecadação ficava abaixo da cota. A ameaça de sua aplicação foi catalisadora da Inconfidência Mineira.";""
"3606";"multipla";"Geografia";"Geomorfologia";"Relevo Brasileiro";"Médio";"Vestibular";"2024";"A maior parte do território brasileiro é constituída por:";"Planaltos e planícies (não montanhas)";"Montanhas com mais de 3.000 m";"Desertos e planaltos áridos";"Apenas planícies costeiras";"Serras e cadeias montanhosas contínuas";"a";"O relevo brasileiro é predominantemente constituído de planaltos (mais de 58%) e planícies. As maiores altitudes raramente ultrapassam 3.000 m (Pico da Neblina: 2.994 m).";""
"3607";"multipla";"Língua Portuguesa";"Interpretação de Texto";"Figuras de Linguagem";"Médio";"Vestibular";"2024";"'O tempo é dinheiro.' Que figura de linguagem está presente nesse enunciado?";"Metáfora";"Metonímia";"Hipérbole";"Ironia";"Eufemismo";"a";"Metáfora é a comparação implícita (sem 'como' ou 'tal qual') entre dois elementos de naturezas diferentes com base em uma semelhança. 'O tempo é dinheiro' compara tempo e dinheiro (ambos preciosos e escassos).";""
"3608";"multipla";"Filosofia";"Ontologia";"Platão";"Difícil";"Vestibular";"2024";"Na Alegoria da Caverna de Platão, os prisioneiros acorrentados representam:";"Os que vivem na ilusão das aparências sensíveis, sem acesso à verdade";"Os filósofos que contemplam as Ideias";"Os governantes iluminados da República";"A classe dos artesãos e trabalhadores";"Os sofistas que ensinam a retórica";"a";"Os prisioneiros acorrentados na caverna de Platão simbolizam as pessoas comuns que tomam as sombras (mundo sensível, aparências) por realidade. O filósofo é aquele que se liberta e contempla o sol (o Bem, as Ideias verdadeiras).";""
"3609";"multipla";"Sociologia";"Cultura";"Etnocentrismo e Relativismo";"Médio";"Vestibular";"2024";"O conceito antropológico que defende que cada cultura deve ser compreendida a partir de seus próprios valores e contexto, sem julgamentos externos, é:";"Relativismo cultural";"Etnocentrismo";"Evolucionismo cultural";"Difusionismo";"Determinismo geográfico";"a";"Relativismo cultural (Franz Boas) propõe que nenhuma cultura é superior ou inferior a outra — cada uma deve ser estudada e compreendida em seus próprios termos e contexto histórico.";""
"3610";"multipla";"Matemática";"Análise Combinatória";"Combinação";"Médio";"Vestibular";"2024";"De quantas maneiras é possível escolher 3 pessoas em um grupo de 7, sem importar a ordem?";"35";"210";"21";"42";"105";"a";"C(7,3) = 7! / (3! × 4!) = (7×6×5)/(3×2×1) = 210/6 = 35.";""
