"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3841";"multipla";"Matemática";"Análise";"Derivadas";"Difícil";"Vestibular";"2024";"A derivada de f(x) = x³ é:";"3x²";"x²";"3x";"x⁴/4";"3";"a";"Regra da potência: se f(x) = xⁿ, então f'(x) = n·xⁿ⁻¹. f(x) = x³ → f'(x) = 3x².";""
"3842";"multipla";"Física";"Mecânica";"Momento Angular";"Difícil";"Vestibular";"2024";"A Lei de Conservação do Momento Angular explica por que uma patinadora gira mais rápido quando:";"Recolhe os braços ao corpo (reduz o momento de inércia, aumenta a velocidade angular)";"Estende os braços para os lados";"Dobra os joelhos";"Aumenta a massa corporal";"Reduz a velocidade linear";"a";"L = I × ω (momento angular = inércia × velocidade angular). Na ausência de torque externo, L é conservado. Ao recolher os braços, I diminui → ω aumenta para manter L = constante. Mesma razão pela qual pulsares giram muito rápido (estrela gigante que colapsa, reduz I).";""
"3843";"multipla";"Química";"Polímeros";"Plásticos Biodegradáveis";"Médio";"Vestibular";"2024";"Os plásticos biodegradáveis diferem dos convencionais porque:";"São degradados por microrganismos em tempo relativamente curto";"São mais resistentes ao calor";"Derivam exclusivamente do petróleo";"Não podem ser reciclados";"São mais poluentes que os convencionais";"a";"Plásticos biodegradáveis (PLA — ácido poliláctico, PHB — polihidroxibutirato) são decompostos por bactérias e fungos. O PLA vem do amido de milho ou cana; o PHB é produzido por bactérias. Vantagem: menor impacto ambiental. Limitação: exigem condições específicas de compostagem para se degradar adequadamente.";""
"3844";"multipla";"Biologia";"Zoologia";"Répteis";"Fácil";"Vestibular";"2024";"Os répteis são vertebrados ectotérmicos. 'Ectotérmico' significa que:";"Dependem de fontes externas de calor para regular a temperatura corporal";"Produzem calor internamente pelo metabolismo";"Mantêm temperatura corporal constante";"Habitam apenas regiões tropicais";"Possuem sangue quente";"a";"Ectotérmicos (=poiquilotérmicos, 'sangue frio'): a temperatura corporal varia com o ambiente; dependem de fontes externas de calor (sol, substrato). Répteis, anfíbios, peixes e insetos são ectotérmicos. Aves e mamíferos são endotérmicos (produzem calor internamente).";""
"3845";"multipla";"História";"Antiguidade";"Roma Antiga";"Médio";"Vestibular";"2024";"A crise da República Romana no século I a.C. culminou na ascensão do Império. Quem foi o primeiro imperador romano?";"Augusto (Otávio) — 27 a.C.";"Júlio César";"Nero";"Marco Aurélio";"Constantino";"a";"Augusto (Gaio Otávio Augusto) foi o primeiro imperador romano em 27 a.C., após vencer Marco Antônio e Cleópatra (31 a.C.). Júlio César foi ditador perpétuo (não imperador), assassinado em 44 a.C. O período de Augusto inaugurou a Pax Romana (27 a.C. – 180 d.C.).";""
"3846";"multipla";"Geografia";"Geopolítica";"Coreia";"Médio";"Vestibular";"2024";"A Coreia do Norte e a Coreia do Sul permanecem tecnicamente em guerra desde:";"1950 — o armistício de 1953 suspendeu os combates mas não assinou a paz";"A Segunda Guerra Mundial (1945)";"1960 — conflito ideológico durante a Guerra Fria";"1980 — invasão norte-coreana";"O século XIX, época do colonialismo japonês";"a";"A Guerra da Coreia (1950-1953) envolveu Coreia do Norte (apoiada por China e URSS) e Coreia do Sul (apoiada pelos EUA e ONU). O armistício de julho de 1953 suspendeu os combates, mas nunca houve tratado de paz formal — os dois países permanecem tecnicamente em estado de guerra. A fronteira (paralelo 38) é uma das mais militarizadas do mundo.";""
"3847";"multipla";"Língua Portuguesa";"Gramática";"Interjeição";"Fácil";"Vestibular";"2024";"'Uau! Que paisagem linda!' — a palavra 'Uau' é classificada como:";"Interjeição — exprime reação emocional espontânea";"Advérbio de intensidade";"Substantivo exclamativo";"Pronome exclamativo";"Adjetivo";"a";"Interjeições são palavras ou expressões invariáveis que exprimem reações emocionais espontâneas (surpresa, alegria, dor, chamamento). Não têm função sintática na oração — formam enunciados exclamativos por si sós. Ex.: Ah!, Oh!, Uau!, Ei!, Oxente!";""
"3848";"multipla";"Filosofia";"Filosofia Antiga";"Epicurismo";"Médio";"Vestibular";"2024";"Para Epicuro, a felicidade (eudaimonia) consiste em:";"Ataraxia (tranquilidade da alma) e aponia (ausência de sofrimento físico) — prazer moderado";"Acumulação de prazeres sensoriais intensos";"Dedicação exclusiva aos deveres cívicos";"Contemplação das Ideias platônicas";"Seguir a razão universal (logos)";"a";"Epicuro (Jardim) não prega o hedonismo grosseiro: o prazer que busca é catastático (estável) — ataraxia (ausência de perturbação mental) e aponia (ausência de dor). Evitar medos (da morte, dos deuses) e cultivar amizade. 'A morte nada é para nós — quando ela está, nós não estamos.'";""
"3849";"multipla";"Sociologia";"Política";"Democracia Participativa";"Médio";"Vestibular";"2024";"O orçamento participativo é um mecanismo de democracia participativa no qual:";"A população decide diretamente a destinação de parte do orçamento público municipal";"O governo decide o orçamento sem consulta popular";"Empresas privadas gerem recursos públicos";"Partidos políticos dividem o orçamento entre si";"O FMI define as prioridades de gasto público";"a";"O orçamento participativo (OP) foi implementado em Porto Alegre em 1989 (governo Olívio Dutra/PT) e expandido para centenas de cidades no Brasil e no mundo. Cidadãos participam em assembleias para definir prioridades de investimento público (saúde, educação, infraestrutura). Exemplo de democracia direta combinada com representativa.";""
"3850";"multipla";"Matemática";"Funções";"Análise de Gráficos";"Médio";"Vestibular";"2024";"Uma função f é injetora (injetiva) se:";"Elementos distintos do domínio têm imagens distintas (f(x₁) ≠ f(x₂) se x₁ ≠ x₂)";"Todo elemento do contradomínio tem pelo menos uma pré-imagem";"Domínio e imagem são conjuntos iguais";"A função tem inversa em todo o domínio";"A função é crescente em todo o domínio";"a";"Função injetora (ou 1-1): elementos distintos do domínio → imagens distintas. Função sobrejetora: todo elemento do contradomínio é imagem de algum elemento do domínio. Função bijetora: injetora + sobrejetora → tem inversa.";""
