"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4159";"multipla";"Matematica";"Algebra";"Equacoes exponenciais";"Medio";"Vestibular";"2024";"A solucao da equacao 3^x = 81 e:";"x = 4";"x = 3";"x = 27";"x = 9";"x = 2";"a";"3^x = 81 = 3^4, logo x = 4.";""
"4160";"multipla";"Matematica";"Algebra";"Equacoes logaritmicas";"Medio";"Vestibular";"2024";"A solucao de log(x) = 2 (logaritmo base 10) e:";"x = 100";"x = 20";"x = 10";"x = 1000";"x = 0,01";"a";"log10(x) = 2 => x = 10^2 = 100.";""
"4161";"multipla";"Matematica";"Geometria Espacial";"Volume da esfera";"Medio";"Vestibular";"2024";"Uma esfera tem raio 3 cm. Seu volume e (pi=3,14):";"113,04 cm3";"37,68 cm3";"28,26 cm3";"56,52 cm3";"339,12 cm3";"a";"V = (4/3) x pi x r^3 = (4/3) x 3,14 x 27 = 4 x 3,14 x 9 = 113,04 cm3.";""
"4162";"multipla";"Matematica";"Geometria Espacial";"Volume do cone";"Medio";"Vestibular";"2024";"Um cone tem raio de base 3 cm e altura 4 cm. Seu volume e (pi=3,14):";"37,68 cm3";"113,04 cm3";"12,56 cm3";"75,36 cm3";"25,12 cm3";"a";"V = (1/3) x pi x r^2 x h = (1/3) x 3,14 x 9 x 4 = (1/3) x 113,04 = 37,68 cm3.";""
"4163";"multipla";"Matematica";"Geometria Plana";"Semelhanca de triangulos";"Medio";"Vestibular";"2024";"Dois triangulos semelhantes tem lados correspondentes de 3 e 6. A razao de semelhanca e:";"1:2";"1:3";"2:1";"3:6";"1:4";"a";"Razao de semelhanca = menor/maior = 3/6 = 1/2, ou seja, 1:2.";""
"4164";"multipla";"Fisica";"Termodinamica";"Ciclo de Carnot";"Dificil";"Vestibular";"2024";"O Ciclo de Carnot e importante em termodinamica porque:";"Representa a eficiencia maxima teorica possivel para uma maquina termica entre duas temperaturas";"E o ciclo usado em todos os motores a combustao interna";"Determina a velocidade media das moleculas em um gas";"Estabelece que a entropia total do universo decresce";"Permite converter 100% do calor em trabalho";"a";"O Ciclo de Carnot (proposto por Sadi Carnot em 1824) e um ciclo reversivel ideal composto por dois processos isometricos e dois adiabáticos. Sua eficiencia eta = 1 - Tc/Th e o limite superior para qualquer maquina termica real operando entre as temperaturas Tc e Th. Nenhuma maquina real pode superar a eficiencia de Carnot (Segunda Lei da Termodinamica).";""
"4165";"multipla";"Fisica";"Ondulatoria";"Reflexao e refracao";"Medio";"Vestibular";"2024";"A Lei de Snell (Snell-Descartes) descreve:";"A relacao entre angulos de incidencia e refracao quando a luz passa entre meios diferentes";"A reflexao total interna da luz";"A difusao da luz em particulas";"A absorcao da luz por materiais";"A polarizacao da luz por superficies";"a";"A Lei de Snell: n1 * sen(theta1) = n2 * sen(theta2), onde n1 e n2 sao os indices de refracao dos meios e theta1, theta2 sao os angulos de incidencia e refracao em relacao a normal. Quando a luz passa de meio menos denso para mais denso, aproxima-se da normal. Explica fenomenos como a aparencia quebrada de um palito na agua.";""
"4166";"multipla";"Fisica";"Eletromagnetismo";"Ondas eletromagneticas";"Facil";"Vestibular";"2024";"O espectro eletromagnetico, em ordem crescente de frequencia (e energia), inclui:";"Radio, micro-ondas, infravermelho, luz visivel, ultravioleta, raios-X, raios gama";"Raios gama, raios-X, ultravioleta, visivel, infravermelho, micro-ondas, radio";"Luz visivel, radio, raios-X, infravermelho";"Radio, luz visivel, raios-X, gama";"Infravermelho, ultravioleta, visivel, radio";"a";"O espectro EM vai de baixas frequencias (radio) a altissimas (gama): Radio < Micro-ondas < Infravermelho < Luz visivel < Ultravioleta < Raios-X < Raios gama. Maiores frequencias = maior energia (E = hf) e menor comprimento de onda (c = lambda x f). Raios gama e raios-X sao ionizantes (alta energia); radio e micro-ondas sao nao ionizantes.";""
"4167";"multipla";"Fisica";"Eletricidade";"Eletrizacao";"Facil";"Vestibular";"2024";"A lei de Coulomb estabelece que a forca eletrica entre duas cargas e:";"Proporcional ao produto das cargas e inversamente proporcional ao quadrado da distancia";"Proporcional a distancia entre as cargas";"Independente da magnitude das cargas";"Diretamente proporcional ao cubo da distancia";"Constante independente da distancia";"a";"F = k * |q1 * q2| / r^2, onde k = 9x10^9 N.m^2/C^2. Cargas do mesmo sinal se repelem; sinais opostos se atraem. A estrutura matematica e identica a Lei de Gravitacao Universal de Newton (ambas seguem a lei do inverso do quadrado da distancia).";""
"4168";"multipla";"Quimica";"Quimica Geral";"Isomeros";"Medio";"Vestibular";"2024";"Isotopos sao atomos do mesmo elemento que diferem no:";"Numero de neutrons (mesmo numero atomico, diferente numero de massa)";"Numero de protons";"Numero de eletrons";"Numero de orbital";"Tipo de ligacao quimica";"a";"Isotopos de um mesmo elemento tem o mesmo numero atomico Z (mesmo numero de protons = mesmo elemento) mas diferente numero de massa A (diferente numero de neutrons). Exemplo: C-12, C-13 e C-14 sao isotopos do carbono (Z=6): 6 protons mas 6, 7 e 8 neutrons respectivamente.";""
