"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3071";"multipla";"Matemática";"Geometria";"Área de figuras planas";"Médio";"Vestibular";"2024";"Um retângulo tem perímetro de 36 cm e uma das dimensões é o dobro da outra. Qual é a área desse retângulo?";"72 cm²";"96 cm²";"108 cm²";"144 cm²";"81 cm²";"a";"Se um lado é x e o outro é 2x, então 2(x+2x)=36, logo x=6. Área = 6×12 = 72 cm².";""
"3072";"multipla";"Matemática";"Equações";"Equação do 2º grau";"Fácil";"Vestibular";"2024";"As raízes da equação x² - 5x + 6 = 0 são:";"x=1 e x=6";"x=2 e x=3";"x=-2 e x=-3";"x=1 e x=5";"x=-1 e x=6";"b";"Fatorando: (x-2)(x-3)=0, logo x=2 ou x=3.";""
"3073";"multipla";"Matemática";"Funções";"Função exponencial";"Médio";"Vestibular";"2023";"Se f(x) = 2^x, qual é o valor de f(3) - f(0)?";"6";"7";"8";"9";"4";"b";"f(3)=2³=8 e f(0)=2⁰=1. Logo f(3)-f(0)=8-1=7.";""
"3074";"multipla";"Matemática";"Trigonometria";"Razões trigonométricas";"Médio";"Vestibular";"2024";"Em um triângulo retângulo, o cateto oposto a um ângulo de 30° mede 5 cm. Qual é o valor da hipotenusa?";"5 cm";"10 cm";"5√2 cm";"5√3 cm";"15 cm";"b";"sen(30°) = cateto oposto / hipotenusa → 1/2 = 5/h → h = 10 cm.";""
"3075";"multipla";"Matemática";"Progressões";"Progressão Aritmética";"Fácil";"Vestibular";"2023";"Na PA (2, 5, 8, 11, ...), qual é o 10º termo?";"27";"29";"31";"33";"35";"b";"a₁=2, r=3. a₁₀ = 2 + (10-1)×3 = 2+27 = 29.";""
"3076";"multipla";"Física";"Mecânica";"Energia cinética";"Médio";"Vestibular";"2024";"Um corpo de massa 4 kg se move com velocidade de 10 m/s. Qual é sua energia cinética?";"20 J";"40 J";"80 J";"200 J";"400 J";"d";"Ec = mv²/2 = 4×100/2 = 200 J.";""
"3077";"multipla";"Física";"Termodinâmica";"Temperatura e calor";"Fácil";"Vestibular";"2023";"Converta 100°C para Kelvin:";"100 K";"273 K";"373 K";"473 K";"200 K";"c";"K = °C + 273 → K = 100 + 273 = 373 K.";""
"3078";"multipla";"Física";"Óptica";"Refração da luz";"Médio";"Vestibular";"2024";"A lei de Snell-Descartes descreve o fenômeno de:";"Reflexão total da luz";"Difração da luz";"Refração da luz";"Polarização da luz";"Dispersão da luz";"c";"A lei de Snell-Descartes (n₁senθ₁ = n₂senθ₂) descreve a refração da luz ao mudar de meio.";""
"3079";"multipla";"Física";"Eletricidade";"Lei de Ohm";"Fácil";"Vestibular";"2023";"Um resistor de 10 Ω tem uma corrente de 3 A passando por ele. Qual é a tensão nos seus terminais?";"3 V";"10 V";"13 V";"30 V";"300 V";"d";"V = R×I = 10×3 = 30 V.";""
"3080";"multipla";"Física";"Ondas";"Velocidade de propagação";"Médio";"Vestibular";"2024";"Uma onda tem frequência de 50 Hz e comprimento de onda de 2 m. Qual é sua velocidade de propagação?";"25 m/s";"52 m/s";"100 m/s";"48 m/s";"200 m/s";"c";"v = λ×f = 2×50 = 100 m/s.";""
