"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3901";"multipla";"Matematica";"Trigonometria";"Identidades trigonometricas";"Medio";"Vestibular";"2024";"Sabendo que sen(x) = 3/5 e que x pertence ao segundo quadrante, o valor de cos(x) e:";"-4/5";"4/5";"-3/5";"3/4";"-3/4";"a";"Pela identidade fundamental: sen2(x) + cos2(x) = 1. Assim, cos2(x) = 1 - (3/5)2 = 1 - 9/25 = 16/25, logo cos(x) = +/-4/5. Como x esta no segundo quadrante, cos(x) < 0, portanto cos(x) = -4/5.";""
"3902";"multipla";"Fisica";"Mecanica";"Trabalho e energia";"Facil";"Vestibular";"2024";"Um bloco de 2 kg e acelerado do repouso ate 10 m/s. O trabalho realizado sobre o bloco foi:";"100 J";"200 J";"50 J";"20 J";"10 J";"a";"Pelo teorema trabalho-energia: W = DeltaEc = (1/2)mv2 - (1/2)mv02 = (1/2)(2)(10)2 - 0 = 100 J.";""
"3903";"multipla";"Quimica";"Eletroquimica";"Eletrolise";"Dificil";"Vestibular";"2024";"Na eletrolise aquosa do NaCl, os produtos formados no anodo e no catodo sao, respectivamente:";"Cl2 e H2";"Na e Cl2";"O2 e Na";"H2 e O2";"NaOH e HCl";"a";"Na eletrolise aquosa do NaCl: no catodo ocorre reducao preferencial da agua (2H2O + 2e- -> H2 + 2OH-), produzindo H2. No anodo ocorre oxidacao dos ions Cl- (2Cl- -> Cl2 + 2e-) pois a sobretensao favorece a oxidacao do Cl- em relacao a da agua. Produz-se tambem NaOH em solucao.";""
"3904";"multipla";"Biologia";"Genetica";"Mutacao genica";"Medio";"Vestibular";"2024";"A anemia falciforme e um exemplo classico de mutacao do tipo:";"Transposicao";"Delecao de cromossomo";"Substituicao de uma base nitrogenada (mutacao de ponto)";"Duplicacao cromosomica";"Poliploidia";"c";"A anemia falciforme e causada pela substituicao de uma unica base nitrogenada no gene da beta-globina: o codon GAG (glutamato) e substituido por GUG (valina). Essa mutacao de ponto altera a proteina hemoglobina, tornando-a insolavel e fazando as hemacias assumirem formato de foice sob baixa tensao de oxigenio.";""
"3905";"multipla";"Historia";"Historia do Brasil";"Republica Velha";"Medio";"Vestibular";"2024";"A politica dos governadores, caracteristica da Republica Velha (1894-1930), consistia em:";"Eleicoes diretas com voto secreto para todos os cidadaos";"Acordo entre o governo federal e os governadores estaduais para garantir apoio mutuo e manter as oligarquias no poder";"Intervencao federal nos estados para combater corrupcao";"Sistema de bipartidarismo entre republicanos e monarquistas";"Eleicao direta para presidente sem influencia dos estados";"b";"A politica dos governadores, criada por Campos Sales, era um acordo entre o presidente da Republica e os governadores estaduais: o governo federal apoiava os governadores eleitos, e estes garantiam bancadas favoraveis ao presidente no Congresso. Isso consolidou o poder das oligarquias regionais, especialmente a politica cafe-com-leite (SP e MG).";""
"3906";"multipla";"Geografia";"Geografia Economica";"Matriz energetica brasileira";"Facil";"Vestibular";"2024";"A principal fonte de energia eletrica do Brasil e:";"Termica (gas natural e carvao)";"Nuclear";"Eolica";"Hidraulica (hidroeletrica)";"Solar";"d";"O Brasil tem uma das matrizes eletricas mais renovaveis do mundo, com predominancia das usinas hidroeletricas, que respondem por cerca de 60-65% da geracao de energia eletrica nacional. Itaipu, Belo Monte e Tucurui sao exemplos de grandes hidreletricas. Essa dependencia hidreletrica torna o Brasil vulneravel a periodos de seca.";""
"3907";"multipla";"Lingua Portuguesa";"Gramatica";"Concordancia verbal";"Medio";"Vestibular";"2024";"Assinale a alternativa com concordancia verbal correta:";"Fazem dez anos que nao o vejo.";"Faz dez anos que nao o vejo.";"Ha dez anos atras que nao o vejo.";"Fazem dez anos atras que nao o vejo.";"Ha dez anos que nao o viam.";"b";"O verbo 'fazer' indicando tempo decorrido e impessoal, ou seja, nao tem sujeito e deve ser conjugado na 3a pessoa do singular: 'Faz dez anos que nao o vejo.' As formas com 'fazem' sao incorretas pois o verbo nao concorda com 'dez anos' como sujeito. 'Ha dez anos atras' e pleona stico e incorreto.";""
"3908";"multipla";"Filosofia";"Filosofia Politica";"Contrato social";"Medio";"Vestibular";"2024";"Para Jean-Jacques Rousseau, o estado de natureza humano era caracterizado por:";"Guerra de todos contra todos, onde a vida era solitaria, pobre e brutal";"Bondade natural e liberdade, corrompidos pelo advento da sociedade civil e propriedade privada";"Razao pura e sociabilidade natural entre os individuos";"Obediencia a lei natural divina e hierarquia social";"Contrato implicito de protecao mutua entre individuos racionais";"b";"Rousseau, ao contrario de Hobbes, acreditava que o ser humano era naturalmente bom (bom selvagem). O estado de natureza era de liberdade e igualdade. A corrupcao surgiu com a propriedade privada e a sociedade civil, que geraram desigualdade e dominacao. O Contrato Social buscava recuperar a liberdade por meio de uma vontade geral que expressasse o bem comum.";""
"3909";"multipla";"Sociologia";"Sociologia Classica";"Burocracia em Weber";"Medio";"Vestibular";"2024";"Max Weber caracterizou a burocracia moderna como o tipo mais racional de dominacao legal. Entre suas caracteristicas, NAO se inclui:";"Hierarquia de cargos com competencias definidas";"Separacao entre o cargo e a pessoa que o ocupa";"Selecao por merito e competencia tecnica";"Dominacao baseada no carisma pessoal do lider";"Normas e regulamentos escritos e sistematizados";"d";"Weber identificou tres tipos de dominacao legitima: tradicional, legal-racional (burocracia) e carismatica. A dominacao carismatica baseia-se em qualidades pessoais extraordinarias do lider, sendo o oposto da burocracia. As demais opcoes sao caracteristicas classicas da burocracia weberiana: hierarquia, impessoalidade, merito e normatizacao.";""
"3910";"multipla";"Matematica";"Analise Combinatoria";"Permutacoes com repeticao";"Medio";"Vestibular";"2024";"Quantos anagramas tem a palavra BANANA?";"60";"120";"720";"30";"360";"a";"BANANA tem 6 letras: B(1), A(3), N(2). O numero de anagramas e P(6; 1,3,2) = 6! / (1! x 3! x 2!) = 720 / (1 x 6 x 2) = 720/12 = 60.";""
