"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3456";"multipla";"Matemática";"Álgebra";"Módulo";"Fácil";"Vestibular";"2024";"Qual é o valor de |−8| + |3|?";"11";"5";"-5";"-11";"24";"a";"|−8|=8, |3|=3. Soma=11.";""
"3457";"multipla";"Física";"Termologia";"Dilatação térmica";"Médio";"Vestibular";"2024";"Uma barra de ferro mede 2 m a 20°C. Se α=12×10⁻⁶/°C, qual seu comprimento a 120°C?";"2,0024 m";"2,012 m";"2,24 m";"2,0012 m";"2,00024 m";"a";"ΔL=L₀×α×ΔT=2×12×10⁻⁶×100=0,0024 m. L=2,0024 m.";""
"3458";"multipla";"Química";"Radioatividade";"Meia-vida";"Médio";"Vestibular";"2023";"Um isótopo tem meia-vida de 10 anos. Após 30 anos, qual fração da amostra original restará?";"1/8";"1/4";"1/2";"1/16";"3/4";"a";"30 anos = 3 meias-vidas. (1/2)³ = 1/8 restante.";""
"3459";"multipla";"Biologia";"Botânica";"Angiospermas vs gimnospermas";"Médio";"Vestibular";"2024";"A principal diferença entre angiospermas e gimnospermas é:";"Angiospermas possuem sementes envoltas em fruto; gimnospermas têm sementes nuas";"Gimnospermas produzem flores coloridas; angiospermas não";"Angiospermas não produzem sementes";"Gimnospermas são sempre árvores de grande porte";"Angiospermas não realizam fotossíntese";"a";"Angio=semente em fruto (ovário transformado). Gimno=semente nua (sem fruto). Ex gimnospermas: pinheiro, sequoia, araucária.";""
"3460";"multipla";"História";"História Geral";"Renascimento";"Médio";"Vestibular";"2023";"O Renascimento Cultural (séculos XIV-XVI) caracterizou-se pelo:";"Retorno aos valores greco-romanos e valorização do ser humano (humanismo)";"Predomínio da visão teocêntrica medieval";"Rejeição total da arte e da ciência";"Isolamento cultural da Europa em relação ao mundo clássico";"Declínio das universidades e do pensamento racional";"a";"Renascimento: antropocentrismo (homem no centro), retorno à Antiguidade Clássica, humanismo, racionalismo, valorização da ciência e da arte. Berço: Itália (Florença).";""
"3461";"multipla";"Geografia";"Oceanografia";"Correntes oceânicas";"Médio";"Vestibular";"2024";"A Corrente do Golfo é importante para o clima europeu porque:";"Transporta águas quentes do Golfo do México para o Atlântico Norte, amenizando o clima europeu";"Resfria as costas europeias com águas polares";"Gera furacões no Mediterrâneo";"Alimenta a pesca no Mar do Norte com nutrientes frios";"Não tem influência significativa no clima europeu";"a";"Corrente do Golfo: corrente quente do Atlântico Norte. Aquece o oeste europeu (UK, Noruega) — sem ela, essas regiões seriam muito mais frias para sua latitude.";""
"3462";"multipla";"Português";"Literatura";"Simbolismo — características";"Médio";"Vestibular";"2023";"Uma característica marcante do Simbolismo é o uso de:";"Sinestesia — fusão de sensações de diferentes sentidos";"Linguagem direta e objetiva sem ambiguidade";"Descrição científica e naturalista da realidade";"Heroísmo épico e exaltação nacional";"Humor e ironia como recursos centrais";"a";"Simbolismo: sinestesia, musicalidade, sugestão (não descrição), hermetismo, temas do inconsciente e do espiritual. A sinestesia cruza sentidos: 'sons perfumados', 'cores ouvidas'.";""
"3463";"multipla";"Filosofia";"Lógica";"Argumento válido e sólido";"Médio";"Vestibular";"2024";"Um argumento é VÁLIDO quando:";"Se as premissas forem verdadeiras, a conclusão necessariamente também será";"Todas as suas premissas são verdadeiras";"A conclusão é verdadeira independentemente das premissas";"É aceito pela maioria das pessoas";"Usa linguagem clara e persuasiva";"a";"Validade lógica (forma): se P1 e P2 forem verdadeiras, C é necessariamente verdadeira. Um argumento pode ser válido com premissas falsas. Sólido = válido + premissas verdadeiras.";""
"3464";"multipla";"Sociologia";"Instituições Sociais";"Família";"Fácil";"Vestibular";"2024";"Do ponto de vista sociológico, a família é considerada uma instituição social porque:";"É um grupo organizado com normas, papéis e funções reconhecidas pela sociedade";"É definida exclusivamente por laços biológicos";"Existe da mesma forma em todas as culturas do mundo";"É criada pelo Estado e regulada apenas por leis";"Só inclui pais e filhos biológicos";"a";"Instituição social: padrões duráveis de comportamento organizados em torno de necessidades humanas. A família varia culturalmente (nuclear, extensa, monoparental, homoparental) mas é universal como instituição.";""
"3465";"multipla";"Literatura";"Naturalismo";"Aluísio Azevedo — O Cortiço";"Médio";"Vestibular";"2023";"Em 'O Cortiço' de Aluísio Azevedo, os personagens são determinados principalmente por:";"O meio ambiente e as condições sociais em que vivem";"Escolhas individuais e livre-arbítrio";"Valores religiosos e morais";"Heranças familiares de nobreza";"A educação formal que receberam";"a";"Naturalismo: determinismo (meio + raça + momento histórico determinam o indivíduo). Em 'O Cortiço', o ambiente degradado do cortiço 'animaliza' os personagens — Jerônimo se degenera, Rita Baiana é apresentada como força instintiva do trópico.";""
