"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4209";"multipla";"Matematica";"Geometria Analitica";"Conicas — parabola";"Dificil";"Vestibular";"2024";"A parabola de equacao y = x^2 - 4x + 3 tem vertice em:";"(2, -1)";"(4, 3)";"(0, 3)";"(-2, 15)";"(1, 0)";"a";"Vertice: xv = -b/2a = -(-4)/(2x1) = 2. yv = (4ac-b^2)/4a = (4x1x3 - 16)/4 = (12-16)/4 = -4/4 = -1. Vertice em (2,-1).";""
"4210";"multipla";"Matematica";"Analise Combinatoria";"Principio multiplicativo";"Facil";"Vestibular";"2024";"Um restaurante oferece 3 opcoes de entrada, 5 de prato principal e 2 de sobremesa. Quantos cardapios distintos podem ser formados?";"30";"10";"60";"15";"25";"a";"Principio multiplicativo: 3 x 5 x 2 = 30 cardapios distintos.";""
"4211";"multipla";"Matematica";"Probabilidade";"Eventos compostos";"Medio";"Vestibular";"2024";"Lancando dois dados, a probabilidade de obter soma 7 e:";"1/6";"1/12";"7/36";"1/36";"6/36";"a";"Pares com soma 7: (1,6),(2,5),(3,4),(4,3),(5,2),(6,1) = 6 pares. Total de resultados: 6x6 = 36. P = 6/36 = 1/6.";""
"4212";"multipla";"Matematica";"Geometria Plana";"Poligonos regulares";"Medio";"Vestibular";"2024";"Um poligono regular com 6 lados (hexagono regular) de lado 2 cm tem area:";"6 raiz(3) cm2";"12 cm2";"24 cm2";"3 raiz(3) cm2";"18 cm2";"a";"Area do hexagono regular = (3*raiz(3)/2) * a^2 = (3*raiz(3)/2) * 4 = 6*raiz(3) cm2.";""
"4213";"multipla";"Matematica";"Algebra";"Radiciacao";"Facil";"Vestibular";"2024";"O valor de raiz(4) + raiz(9) + raiz(25) e:";"10";"38";"7";"12";"6";"a";"raiz(4) = 2; raiz(9) = 3; raiz(25) = 5. Soma = 2 + 3 + 5 = 10.";""
"4214";"multipla";"Fisica";"Mecanica";"Conservacao de energia mecanica";"Medio";"Vestibular";"2024";"Um objeto de 2 kg cai de uma altura de 5 m. Sua velocidade ao chegar ao solo (g=10 m/s2, sem atrito) e:";"10 m/s";"20 m/s";"5 m/s";"100 m/s";"50 m/s";"a";"Conservacao de energia: mgh = (1/2)mv^2 => v = raiz(2gh) = raiz(2x10x5) = raiz(100) = 10 m/s.";""
"4215";"multipla";"Fisica";"Eletricidade";"Potencia eletrica";"Facil";"Vestibular";"2024";"Uma lampada de 60 W, ligada durante 4 horas, consome uma energia de:";"240 Wh = 0,24 kWh";"15 Wh";"60 kWh";"240 kWh";"4 Wh";"a";"E = P x t = 60 W x 4 h = 240 Wh = 0,24 kWh. A fatura de energia eletrica e calculada em kWh (quilowatt-hora).";""
"4216";"multipla";"Fisica";"Termodinamica";"Leis dos gases";"Medio";"Vestibular";"2024";"Mantendo a temperatura constante (processo isotermico), se a pressao de um gas dobra, seu volume:";"Cai pela metade (Lei de Boyle)";"Dobra";"Permanece constante";"Quadruplica";"Cai a um quarto";"a";"Lei de Boyle-Mariotte: a temperatura constante, PV = constante. Se P dobra (P->2P), entao V deve cair a metade (V->V/2) para manter o produto constante: 2P x V/2 = PV.";""
"4217";"multipla";"Fisica";"Eletromagnetismo";"Transformadores";"Medio";"Vestibular";"2024";"Um transformador tem 200 espiras no primario e 100 no secundario. Se a tensao primaria e 220 V, a tensao secundaria e:";"110 V";"440 V";"220 V";"55 V";"100 V";"a";"V1/V2 = N1/N2 => 220/V2 = 200/100 => V2 = 220 x 100/200 = 110 V. Este e um transformador abaixador (step-down).";""
"4218";"multipla";"Quimica";"Quimica Geral";"Reacoes de precipitacao";"Medio";"Vestibular";"2024";"A reacao AgNO3 + NaCl -> AgCl + NaNO3 e uma reacao de:";"Dupla troca (precipitacao) — AgCl e insolavel";"Simples troca (deslocamento)";"Sintese (combinacao)";"Decomposicao (analise)";"Combustao";"a";"Dupla troca (ou metathese): dois compostos trocam seus ions/radicais. AgCl e insolavel em agua (precipitado branco) — e a base do teste qualitativo para ions cloreto. AgNO3 e NaCl sao soluveis; AgCl precipita.";""
"4219";"multipla";"Quimica";"Quimica Organica";"Cetonas e aldeidos";"Medio";"Vestibular";"2024";"A acetona (propan-2-ona) e uma cetona. Cetonas diferem de aldeidos porque:";"Nas cetonas a carbonila fica no carbono interno; nos aldeidos esta no carbono terminal";"Cetonas tem formula molecular diferente dos aldeidos";"Cetonas sao apolares e aldeidos sao polares";"Aldeidos tem mais carbonos que cetonas";"Cetonas reagem com oxigenio e aldeidos nao";"a";"O grupo carbonila (C=O): nos aldeidos, esta no carbono terminal da cadeia (pelo menos um H ligado ao carbono carbonilico): R-CHO. Nas cetonas, esta no carbono interno (sem H no carbono carbonilico): R-CO-R'. Exemplo: propanal (CH3CH2CHO) vs acetona (CH3COCH3).";""
"4220";"multipla";"Quimica";"Bioquimica";"Lipidios";"Medio";"Vestibular";"2024";"Os triglicerídeos sao formados pela uniao de:";"Um glicerol e tres acidos graxos, por esterificacao";"Tres moleculas de glicose";"Aminoacidos e acidos graxos";"Glicerol e fosfato";"Tres moleculas de colesterol";"a";"Triglicerídeos (gorduras neutras) = glicerol (3C, 3 grupos OH) + 3 acidos graxos, ligados por ligacoes ester com perda de agua. Sao as principais moleculas de armazenamento de energia (gordura corporal). Os acidos graxos podem ser saturados (sem dupla ligacao, solidos a 25C — gordura animal) ou insaturados (com dupla ligacao, liquidos a 25C — oleos vegetais).";""
"4221";"multipla";"Biologia";"Fisiologia Humana";"Sistema hormonal";"Medio";"Vestibular";"2024";"O hormonio ADH (hormonio antidiuretico ou vasopressina) atua nos:";"Tubulos coletores do rim, aumentando a reabsorcao de agua e reduzindo a quantidade de urina";"Pulmoes, controlando a frequencia respiratoria";"Musculos cardiacos, aumentando os batimentos";"Estomago, estimulando a producao de acido";"Pancreas, estimulando a producao de insulina";"a";"O ADH (produzido no hipotalamo, liberado pela neurohipofise) atua nos tubulos coletores renais, aumentando a permeabilidade a agua e favorecendo sua reabsorcao. Reduz o volume de urina e aumenta sua concentracao. Deficiencia de ADH causa diabetes insipidus (urina muito diluida e abundante). O alcool inibe o ADH, causando desidratacao.";""
