"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4460";"multipla";"Lingua Portuguesa";"Literatura";"Modernismo";"Medio";"Vestibular";"2024";"A Semana de Arte Moderna de 1922 ocorreu na cidade de:";"Sao Paulo";"Rio de Janeiro";"Belo Horizonte";"Salvador";"Recife";"a";"A Semana de Arte Moderna de 1922 ocorreu no Teatro Municipal de Sao Paulo entre 13 e 17 de fevereiro, sendo o marco inicial do modernismo brasileiro.";""
"4461";"multipla";"Lingua Portuguesa";"Gramatica";"Morfologia - Substantivos";"Facil";"Vestibular";"2024";"Os substantivos que designam seres do mesmo genero para os dois sexos sao chamados de:";"Epicenos";"Bigeneros";"Sobrecomuns";"Comuns de dois generos";"Heteronimos";"a";"Substantivos epicenos designam animais ou plantas com uma so forma para os dois sexos: a cobra (macho/femea), o jacare (macho/femea).";""
"4462";"multipla";"Lingua Portuguesa";"Gramatica";"Periodo composto";"Dificil";"Vestibular";"2024";"Na oracao 'Embora estudasse muito, nao passou no vestibular', a oracao subordinada adverbial e:";"Concessiva";"Causal";"Condicional";"Consecutiva";"Comparativa";"a";"A conjuncao 'embora' introduz oracao subordinada adverbial concessiva, que expressa uma ideia contraria ao que seria esperado na oração principal.";""
"4463";"multipla";"Lingua Portuguesa";"Interpretacao de Texto";"Intertextualidade";"Medio";"Vestibular";"2024";"A intertextualidade ocorre quando um texto faz referencia a:";"Outro texto anterior";"Apenas imagens";"O proprio autor";"Somente textos do mesmo genero";"Textos futuros";"a";"A intertextualidade e o dialogo entre textos: um texto referencia, cita, parodia ou alude a outro texto anterior, criando uma relacao de sentido.";""
"4464";"multipla";"Lingua Portuguesa";"Literatura";"Barroco";"Medio";"Vestibular";"2024";"O principal poeta do Barroco brasileiro, autor de 'Boca do Inferno', foi:";"Gregorio de Matos";"Jose de Alencar";"Casimiro de Abreu";"Padre Antonio Vieira";"Olavo Bilac";"a";"Gregorio de Matos (1636-1696), conhecido como 'Boca do Inferno', e o principal representante do barroco na literatura brasileira, com poesias satiricas, religiosas e liricas.";""
"4465";"multipla";"Lingua Portuguesa";"Gramatica";"Colocacao pronominal";"Dificil";"Vestibular";"2024";"A norma culta exige prooclise (pronome antes do verbo) nas oracoes que iniciam com:";"Palavras negativas";"Verbos no infinitivo";"Verbos no gerundio";"Verbos no futuro do presente";"Sujeito expresso";"a";"A proclise e obrigatoria apos palavras negativas (nao, nunca, jamais), conjuncoes subordinativas, pronomes relativos, interrogativos e indefinidos.";""
"4466";"multipla";"Lingua Portuguesa";"Literatura";"Realismo";"Medio";"Vestibular";"2024";"Machado de Assis e considerado o maior representante do Realismo brasileiro. Seu romance 'Dom Casmurro' (1899) tem como narrador:";"Bentinho/Casmurro";"Capitu";"Jose Dias";"Um narrador onisciente";"Escobar";"a";"Dom Casmurro e narrado em primeira pessoa por Bentinho (apelidado Dom Casmurro), um narrador nao confiavel cuja perspectiva e central para a ambiguidade da obra.";""
"4467";"multipla";"Lingua Portuguesa";"Gramatica";"Verbos - vozes";"Medio";"Vestibular";"2024";"Na oracao 'O livro foi lido pelo aluno', o verbo esta na voz:";"Passiva analitica";"Ativa";"Reflexiva";"Passiva sintetica";"Media";"a";"A voz passiva analitica e formada por verbo auxiliar (ser/estar/ficar) + particípio do verbo principal: 'foi lido'. O agente da passiva e 'pelo aluno'.";""
"4468";"multipla";"Lingua Portuguesa";"Literatura";"Parnasianismo";"Medio";"Vestibular";"2024";"O Parnasianismo brasileiro valorizava, sobretudo, a:";"Perfeicao formal e objetividade";"Subjetividade e evasao";"Critica social e realismo";"Religiosidade e misticismo";"Valorização do indigena";"a";"O Parnasianismo (2a metade do seculo XIX) valorizava a arte pela arte, a perfeicao formal, a objetividade, o equilíbrio e o culto a beleza, com rigor metrico e rimático.";""
"4469";"multipla";"Lingua Portuguesa";"Redacao";"Texto dissertativo";"Facil";"Vestibular";"2024";"A estrutura basica do texto dissertativo-argumentativo e composta por:";"Introducao, desenvolvimento e conclusao";"Exposicao, complicacao e desfecho";"Orientacao, complicacao e resolucao";"Apresentacao, tese e antitese";"Inicio, meio e fim narrativo";"a";"O texto dissertativo-argumentativo se estrutura em: introducao (apresentacao da tese), desenvolvimento (argumentos) e conclusao (proposta de intervencao ou sintese).";""
"4470";"multipla";"Filosofia";"Filosofia Antiga";"Socrates";"Medio";"Vestibular";"2024";"O metodo filosofico de Socrates, baseado no dialogo para descobrir a verdade, e chamado de:";"Maieutica";"Dialectica hegeliana";"Fenomenologia";"Reducao transcendental";"Hermeneutica";"a";"A maieutica socrática (arte de parir ideias) e o metodo de dialogo por meio de perguntas que leva o interlocutor a descobrir a verdade por si mesmo.";""
"4471";"multipla";"Filosofia";"Filosofia Antiga";"Plato";"Medio";"Vestibular";"2024";"A teoria das ideias de Plato divide a realidade em dois mundos: o mundo sensivel e o:";"Mundo inteligivel";"Mundo das formas fisicas";"Mundo dos atomos";"Mundo do caos";"Mundo da materia";"a";"Para Plato, a realidade e dividida em: o mundo sensivel (material, imperfeito, apreendido pelos sentidos) e o mundo inteligivel (das ideias, perfeito, apreendido pela razao).";""
"4472";"multipla";"Filosofia";"Filosofia Moderna";"Descartes";"Medio";"Vestibular";"2024";"A proposicao 'Cogito, ergo sum' (Penso, logo existo) e atribuida a:";"Rene Descartes";"John Locke";"Immanuel Kant";"David Hume";"Baruch Spinoza";"a";"Rene Descartes formulou 'Cogito, ergo sum' no 'Discurso do Metodo' (1637), como a certeza indubitavel a partir da qual construiu seu sistema filosofico racionalista.";""
"4473";"multipla";"Filosofia";"Etica";"Utilitarismo";"Medio";"Vestibular";"2024";"O utilitarismo, teoria etica que propoe maximizar a felicidade do maior numero de pessoas, foi desenvolvido por:";"Jeremy Bentham e John Stuart Mill";"Immanuel Kant e Hegel";"Aristoteles e Plato";"Nietzsche e Schopenhauer";"Marx e Engels";"a";"O utilitarismo classico foi desenvolvido por Jeremy Bentham (principio da utilidade) e aprimorado por John Stuart Mill (qualidade dos prazeres).";""
