"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3661";"multipla";"Matemática";"Logaritmos";"Propriedades";"Médio";"Vestibular";"2024";"Sabendo que log 2 ≈ 0,301, calcule log 8.";"0,903";"0,602";"0,301";"1,204";"2,408";"a";"log 8 = log 2³ = 3 log 2 = 3 × 0,301 = 0,903.";""
"3662";"multipla";"Física";"Ondulatória";"Interferência";"Difícil";"Vestibular";"2024";"Quando duas ondas de mesma frequência e amplitude se encontram em fase, o resultado é:";"Interferência construtiva — amplitude dobra";"Interferência destrutiva — anulam-se";"Reflexão total interna";"Difração aumentada";"Polarização das ondas";"a";"Quando duas ondas estão em fase (crista com crista, vale com vale), ocorre interferência construtiva — as amplitudes se somam. Quando estão em oposição de fase (crista com vale), ocorre interferência destrutiva.";""
"3663";"multipla";"Química";"Reações Inorgânicas";"Neutralização";"Fácil";"Vestibular";"2024";"A reação entre um ácido e uma base (neutralização) produz:";"Sal e água";"Óxido e água";"Gás hidrogênio e metal";"Ácido mais fraco e base mais fraca";"Apenas água";"a";"Neutralização: ácido + base → sal + água. Ex.: HCl + NaOH → NaCl + H₂O. A reação ocorre entre H⁺ e OH⁻: H⁺ + OH⁻ → H₂O.";""
"3664";"multipla";"Biologia";"Ecologia";"Relações Ecológicas";"Médio";"Vestibular";"2024";"A relação entre o peixe-palhaço e a anêmona-do-mar, em que ambos se beneficiam, é classificada como:";"Mutualismo (protocooperação)";"Parasitismo";"Predação";"Comensalismo";"Competição interespecífica";"a";"O peixe-palhaço protege a anêmona de predadores e ela o protege com seus tentáculos urticantes. Ambos se beneficiam — mutualismo (ou protocooperação, pois não há obrigatoriedade da relação para sobrevivência).";""
"3665";"multipla";"História";"História Geral";"Guerra Fria";"Médio";"Vestibular";"2024";"A 'Cortina de Ferro' durante a Guerra Fria designava:";"A divisão da Europa entre o bloco ocidental (EUA) e o bloco soviético (URSS)";"Um muro físico entre os EUA e o México";"A fronteira entre a China e a Índia";"A divisão da Coreia em Norte e Sul";"A barreira naval no Atlântico";"a";"A expressão 'Cortina de Ferro', popularizada por Winston Churchill em 1946, referia-se à fronteira ideológica e física que dividia a Europa entre os países capitalistas (Oeste) e os países socialistas sob influência soviética (Leste).";""
"3666";"multipla";"Geografia";"Geopolítica";"ONU e Organismos Internacionais";"Fácil";"Vestibular";"2024";"A Organização das Nações Unidas (ONU) foi fundada após a Segunda Guerra Mundial com o objetivo principal de:";"Manter a paz e a segurança internacionais";"Promover o livre comércio entre nações";"Coordenar políticas monetárias globais";"Controlar a produção de petróleo";"Arbitrar disputas comerciais";"a";"A ONU foi fundada em 1945 (Carta de São Francisco) para substituir a fracassada Liga das Nações, com objetivo central de manter a paz mundial, desenvolver relações amistosas entre nações e promover cooperação internacional.";""
"3667";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Naturalismo";"Médio";"Vestibular";"2024";"Aluísio Azevedo é o principal representante do Naturalismo no Brasil. Qual é sua obra mais conhecida?";"O Cortiço (1890)";"Dom Casmurro";"O Guarani";"Inocência";"A Moreninha";"a";"'O Cortiço' (1890) de Aluísio Azevedo é a obra máxima do Naturalismo brasileiro, retratando a vida em um cortiço carioca. Usa determinismo biológico e social, influência do meio sobre os personagens.";""
"3668";"multipla";"Filosofia";"Filosofia Contemporânea";"Nietzsche";"Difícil";"Vestibular";"2024";"A crítica de Nietzsche à moral cristã e à tradição ocidental está sintetizada na expressão:";"'Deus está morto' — e a humanidade deve criar novos valores";"'O homem é a medida de todas as coisas'";"'Penso, logo existo'";"'O ser humano é um animal político'";"'Agir por dever é o único critério moral'";"a";"Em 'A Gaia Ciência' (1882), Nietzsche proclama 'Deus está morto' — não como afirmação teológica, mas como diagnóstico cultural: os valores cristãos que sustentavam o Ocidente perdem força. Isso exige que o ser humano (o 'além-do-homem', Übermensch) crie novos valores por meio da 'vontade de potência'.";""
"3669";"multipla";"Sociologia";"Poder e Estado";"Burocracia";"Médio";"Vestibular";"2024";"Max Weber definiu burocracia como um tipo ideal de dominação caracterizado por:";"Regras formais, hierarquia, impessoalidade e especialização técnica";"Obediência à tradição e aos costumes ancestrais";"Dominação baseada no carisma pessoal do líder";"Decisões tomadas por assembleias populares";"Ausência de regras e máxima flexibilidade";"a";"Weber distingue três tipos de dominação legítima: (1) tradicional, (2) carismática, (3) legal-racional (burocrática). A burocracia weberiana é marcada por regras escritas, hierarquia clara, impessoalidade e profissionalismo técnico — modelo do Estado moderno.";""
"3670";"multipla";"Matemática";"Geometria Espacial";"Cilindro";"Médio";"Vestibular";"2024";"O volume de um cilindro de raio r = 3 cm e altura h = 10 cm é: (π ≈ 3,14)";"282,6 cm³";"94,2 cm³";"565,2 cm³";"188,4 cm³";"30 cm³";"a";"V = πr²h = 3,14 × 3² × 10 = 3,14 × 9 × 10 = 3,14 × 90 = 282,6 cm³.";""
