"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3741";"multipla";"Matemática";"Conjuntos";"Operações com Conjuntos";"Fácil";"Vestibular";"2024";"Dados A = {1, 2, 3, 4} e B = {3, 4, 5, 6}, qual é A ∩ B (interseção)?";"{3, 4}";"{1, 2, 5, 6}";"{1, 2, 3, 4, 5, 6}";"{}";"{1, 2, 3}";"a";"A interseção A ∩ B contém os elementos que pertencem simultaneamente a A e B. A ∩ B = {3, 4}.";""
"3742";"multipla";"Física";"Mecânica";"Torque";"Médio";"Vestibular";"2024";"Uma força de 10 N é aplicada perpendicularmente a uma alavanca a 0,5 m do pivô. O torque resultante é:";"5 N·m";"";"0,5 N·m";"20 N·m";"2 N·m";"a";"Torque τ = F × d × sen θ. Como a força é perpendicular (θ = 90°, sen 90° = 1): τ = 10 × 0,5 = 5 N·m.";""
"3743";"multipla";"Química";"Substâncias";"Misturas";"Fácil";"Vestibular";"2024";"O ar atmosférico é um exemplo de:";"Mistura homogênea (solução gasosa)";"Substância pura simples";"Substância pura composta";"Mistura heterogênea";"Coloide";"a";"O ar é uma mistura de gases (N₂ ≈78%, O₂ ≈21%, Ar, CO₂, etc.) que se apresenta uniforme em toda a sua extensão, portanto é uma mistura homogênea (solução gasosa).";""
"3744";"multipla";"Biologia";"Zoologia";"Equinodermos";"Médio";"Vestibular";"2024";"As estrelas-do-mar e os ouriços-do-mar pertencem ao filo Echinodermata. Qual é a característica exclusiva desse filo?";"Sistema ambulacral (hidrovascular) e endoesqueleto calcário";"Corpo mole e presença de manto";"Exoesqueleto quitinoso";"Notocorda na fase adulta";"Simetria bilateral permanente";"a";"Equinodermos possuem sistema ambulacral (rede de canais com água que aciona os pés ambulacrais para locomoção e alimentação) e endoesqueleto calcário com espinhos (equino = espinho). Adultos com simetria pentarradial.";""
"3745";"multipla";"História";"Antiguidade";"Grécia Antiga";"Médio";"Vestibular";"2024";"A democracia ateniense do século V a.C. era limitada porque:";"Excluía mulheres, escravos e estrangeiros (metecos) da participação política";"Era uma ditadura disfarçada de democracia";"Só o rei podia votar nas assembleias";"Era idêntica à democracia representativa moderna";"Impedia a liberdade de expressão filosófica";"a";"A democracia de Atenas (Péricles) era direta — cidadãos votavam pessoalmente na Eclésia. Porém, 'cidadão' excluía: mulheres, escravos (grande parte da população) e metecos (estrangeiros residentes). Apenas homens livres atenienses adultos participavam.";""
"3746";"multipla";"Geografia";"Geopolítica";"Petróleo";"Médio";"Vestibular";"2024";"A OPEP (Organização dos Países Exportadores de Petróleo) foi fundada para:";"Coordenar as políticas petrolíferas e controlar os preços do petróleo";"Desenvolver energias renováveis nos países membros";"Financiar guerras no Oriente Médio";"Regular o comércio mundial de commodities";"Substituir a ONU nas negociações energéticas";"a";"A OPEP foi fundada em 1960 (Bagdá) por Arábia Saudita, Irã, Iraque, Kuwait e Venezuela. Seu objetivo é coordenar as políticas de produção e preço do petróleo, aumentando o poder de barganha dos países produtores frente às multinacionais do setor.";""
"3747";"multipla";"Língua Portuguesa";"Gramática";"Denotação e Conotação";"Fácil";"Vestibular";"2024";"Em 'Ele tem um coração de ouro', a palavra 'ouro' está empregada em sentido:";"Conotativo (figurado — pessoa bondosa)";"Denotativo (literal — metal precioso)";"Técnico";"Arcaico";"Formal";"a";"Denotação: sentido literal do dicionário. Conotação: sentido figurado, carregado de valores subjetivos. 'Coração de ouro' é conotativo — compara a bondade da pessoa à preciosidade do ouro.";""
"3748";"multipla";"Filosofia";"Filosofia Política";"Arendt";"Difícil";"Vestibular";"2024";"Hannah Arendt, em 'Origens do Totalitarismo', identificou as raízes do nazismo e do stalinismo em:";"Antissemitismo, imperialismo e o colapso do Estado-nação";"Apenas no carisma pessoal dos ditadores";"Crises econômicas exclusivamente";"Disputas religiosas medievais";"Rivalidade entre potências coloniais";"a";"Para Arendt, o totalitarismo (nazismo e stalinismo) foi um fenômeno novo na história, com origens em três elementos: (1) antissemitismo moderno; (2) imperialismo europeu do séc. XIX (que desumanizou populações colonizadas); (3) colapso do Estado-nação e crise das instituições liberais após a 1ª Guerra Mundial.";""
"3749";"multipla";"Sociologia";"Família";"Transformações na Família";"Médio";"Vestibular";"2024";"As transformações na estrutura familiar brasileira nas últimas décadas incluem:";"Redução das famílias nucleares tradicionais e aumento de famílias monoparentais, homoafetivas e recompostas";"Retorno ao modelo de família extensa pré-industrial";"Aumento constante do número médio de filhos";"Eliminação do divórcio como prática social";"Volta da família patriarcal como modelo dominante";"a";"A família brasileira contemporânea é marcada por: queda da taxa de natalidade, aumento do número de divórcios, crescimento de famílias chefiadas por mulheres (monoparentais), reconhecimento das famílias homoafetivas (STF, 2011) e das famílias recompostas (uniões de casais com filhos de relacionamentos anteriores).";""
"3750";"multipla";"Matemática";"Progressões";"PA — Soma dos Termos";"Médio";"Vestibular";"2024";"A soma dos 10 primeiros termos naturais (1+2+3+...+10) é:";"55";"50";"45";"100";"110";"a";"Soma de PA: Sₙ = n(a₁ + aₙ)/2 = 10(1+10)/2 = 10×11/2 = 55. Fórmula de Gauss.";""
