"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2018_Q111";"multipla";"Biologia";"Artes e Cultura";"Romantismo";"Médio";"ENEM";"2018";"15";"A polinização, que viabiliza o transporte do grão de pólen de uma planta até o estigma de outra, pode ser realizada biótica ou abioticamente. Nos processos abióticos, as plantas dependem de fatores como o vento e a água.";"Diminuição do cálice.";"Alongamento do ovário.";"Disponibilização do néctar.";"Intensificação da cor das pétalas.";"Aumento do número de estames.";"e";"A resposta correta é a alternativa E. Aumento do número de estames."
"ENEM_2018_Q112";"multipla";"Biologia";"Literatura Brasileira";"Coesão e coerência";"Médio";"ENEM";"2018";"15";"Muitos _smartphones_ e _tablets_ não precisam mais de teclas, uma vez que todos os comandos podem ser dados ao se pressionar a própria tela. Inicialmente essa tecnologia foi proporcionada por meio das telas resistivas, formadas basicamente por duas camadas de material condutor transparente que não se encostam até que alguém as pressione, modificando a resistência total do circuito de acordo com o ponto onde ocorre o toque. A imagem é uma simplificação do circuito formado pelas placas, em que **A** e **B** representam pontos onde o circuito pode ser fechado por meio do toque ![](https://enem.dev/2018/questions/112/fe59e8fd-4175-4ab2-b2f5-3928a9780c42.png)";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"c";"Gabarito oficial: alternativa C. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2018_Q113";"multipla";"Biologia";"Comunicação e Tecnologia";"Reading comprehension";"Médio";"ENEM";"2018";"15";"Companhias que fabricam jeans usam cloro para o clareamento, seguido de lavagem. Algumas estão substituindo o cloro por substâncias ambientalmente mais seguras como peróxidos, que podem ser degradados por enzimas chamadas peroxidases. Pensando nisso, pesquisadores inseriram genes codificadores de peroxidases em leveduras cultivadas nas condições de clareamento e lavagem dos _jeans_ e selecionaram as sobreviventes para produção dessas enzimas. TORTORA, G. J.; FUNKE, B. R.; CASE, C. L. **Microbiologia**. Rio de Janeiro: Artmed, 2016 (adaptado).";"Reduzir a quantidade de resíduos tóxicos nos efluentes da lavagem.";"Eliminar a necessidade de tratamento da água consumida.";"Elevar a capacidade de clareamento dos jeans.";"Aumentar a resistência do jeans a peróxidos.";"Associar ação bactericida ao clareamento.";"a";"A resposta correta é a alternativa A. Reduzir a quantidade de resíduos tóxicos nos efluentes da lavagem."
"ENEM_2018_Q114";"multipla";"Biologia";"Língua Estrangeira (Espanhol)";"Coesão e coerência";"Médio";"ENEM";"2018";"15";"Por meio de reações químicas que envolvem carboidratos, lipídeos e proteínas, nossas células obtêm energia e produzem gás carbônico e água. A oxidação da glicose no organismo humano libera energia, conforme ilustra a equação química, sendo que aproximadamente 40% dela é disponibilizada para atividade muscular. ![](https://enem.dev/2018/questions/114/b62114db-3b79-4fb5-a23e-59488db9d92c.png)";"6,2.";"15,6.";"70,0.";"622,2.";"1 120,0.";"a";"A resposta correta é a alternativa A. 6,2."
"ENEM_2018_Q115";"multipla";"História";"Língua Estrangeira (Espanhol)";"Coesão e coerência";"Médio";"ENEM";"2018";"15";"Alguns peixes, como o poraquê, a enguia-elétrica da Amazônia, podem produzir uma corrente elétrica quando se encontram em perigo. Um poraquê de 1 metro de comprimento, em perigo, produz uma corrente em torno de 2 ampères e uma voltagem de 600 volts. O quadro apresenta a potência aproximada de equipamentos elétricos. ![](https://enem.dev/2018/questions/115/90c1db98-dd8a-4239-bd75-ae54ba9335aa.png)";"Exaustor.";"Computador.";"Aspirador de pó.";"Churrasqueira elétrica.";"Secadora de roupas.";"d";"A resposta correta é a alternativa D. Churrasqueira elétrica."
"ENEM_2018_Q116";"multipla";"Biologia";"Literatura Portuguesa";"Comprensión lectora";"Médio";"ENEM";"2018";"15";"Células solares à base de![](https://enem.dev/2018/questions/116/2d27898b-8b13-4d5b-bb48-e79640308974.png) sensibilizadas por corantes (S) são promissoras e poderão vir a substituir as células de silício. Nessas células, o corante adsorvido sobre o ![](https://enem.dev/2018/questions/116/6e7c4773-4fd4-43cf-baae-47d2e874e74c.png) é responsável por absorver a energia luminosa ![](https://enem.dev/2018/questions/116/9a3c2e7d-6301-4343-bb7c-cd88c3bedc79.png), e o corante excitado (S\*) é capaz de transferir elétrons para o ![](https://enem.dev/2018/questions/116/c41d5271-b539-48b4-b4b1-118459e8e8e0.png). Um esquema dessa célula e os processos envolvidos estão ilustrados na figura. A conversão de energia solar em elétrica ocorre por meio da sequência de reações apresentadas. ![](https://enem.dev/2018/questions/116/53bc5276-aff8-461d-9dfc-57f3d1fe0731.png)";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"b";"Gabarito oficial: alternativa B. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2018_Q117";"multipla";"História";"Interpretação e Produção de Texto";"Coesão e coerência";"Médio";"ENEM";"2018";"15";"O nível metabólico de uma célula pode ser determinado pela taxa de síntese de RNAs e proteínas, processos dependentes de energia. Essa diferença na taxa de síntese de biomoléculas é refletida na abundância e características morfológicas dos componentes celulares. Em uma empresa de produção de hormônios proteicos a partir do cultivo de células animais, um pesquisador deseja selecionar uma linhagem com o metabolismo de síntese mais elevado, dentre as cinco esquematizadas na figura. ![](https://enem.dev/2018/questions/117/4b3d2a34-a1a5-4b5f-8293-7653201b3b7b.png)";"I";"II";"III";"IV";"V";"d";"A resposta correta é a alternativa D. IV"
"ENEM_2018_Q118";"multipla";"Biologia";"Literatura Brasileira";"Mídias digitais";"Médio";"ENEM";"2018";"15";"Alguns materiais sólidos são compostos por átomos que interagem entre si formando ligações que podem ser covalentes, iônicas ou metálicas. A figura apresenta a energia potencial de ligação em função da distância interatômica em um sólido cristalino. Analisando essa figura, observa-se que, na temperatura de zero kelvin, a distância de equilíbrio da ligação entre os átomos ![](https://enem.dev/2018/questions/118/c3a08a34-5f0d-4c3b-b059-fd9e900a0058.png) corresponde ao valor mínimo de energia potencial. Acima dessa temperatura, a energia térmica fornecida aos átomos aumenta sua energia cinética e faz com que eles oscilem em torno de uma posição de equilíbrio média (círculos cheios), que é diferente para cada temperatura. A distância de ligação pode variar sobre toda a extensão das linhas horizontais, identificadas com o valor da temperatura, de ![](https://enem.dev/2018/questions/118/49d99020-413d-488e-ac43-e1432472a2d3.png) a ![](https://enem.dev/2018/questions/118/323c4fa7-5454-4c32-9106-8d1661e599db.png), (temperaturas crescentes). ![](https://enem.dev/2018/questions/118/16ce5a8c-32e1-4d14-8099-e826813bad45.png)";"Ionização.";"Dilatação.";"Dissociação.";"Quebra de ligações covalentes.";"Formação de ligações metálicas.";"b";"A resposta correta é a alternativa B. Dilatação."
"ENEM_2018_Q119";"multipla";"Biologia";"Gramática e Linguística";"Reading comprehension";"Médio";"ENEM";"2018";"15";"A utilização de extratos de origem natural tem recebido a atenção de pesquisadores em todo o mundo, principalmente nos países em desenvolvimento que são altamente acometidos por doenças infecciosas e parasitárias. Um bom exemplo dessa utilização são os produtos de origem botânica que combatem insetos.";"Esquistossomose.";"Leptospirose.";"Leishmaniose.";"Hanseníase.";"Aids.";"c";"A resposta correta é a alternativa C. Leishmaniose."
"ENEM_2018_Q120";"multipla";"Biologia";"Gramática e Linguística";"Romantismo";"Médio";"ENEM";"2018";"15";"Nos manuais de instalação de equipamentos de som há o alerta aos usuários para que observem a correta polaridade dos fios ao realizarem as conexões das caixas de som. As figuras ilustram o esquema de conexão das caixas de som de um equipamento de som mono, no qual os alto-falantes emitem as mesmas ondas. No primeiro caso, a ligação obedece às especificações do fabricante e no segundo mostra uma ligação na qual a polaridade está invertida. ![](https://enem.dev/2018/questions/120/e403cea9-6388-436a-b720-04624eb01c32.png)";"O alto-falante E funciona normalmente e o D entra em curto-circuito e não emite som.";"O alto-falante E emite ondas sonoras com frequências ligeiramente diferentes do alto-falante D provocando o fenômeno de batimento.";"O alto-falante E emite ondas sonoras com frequências e fases diferentes do alto-falante D provocando o fenômeno conhecido como ruído.";"O alto-falante E emite ondas sonoras que apresentam um lapso de tempo em relação às emitidas pelo alto-falante D provocando o fenômeno de reverberação.";"O alto-falante E emite ondas sonoras em oposição de fase às emitidas pelo alto-falante D provocando o fenômeno de interferência destrutiva nos pontos equidistantes aos alto-falantes.";"e";"A resposta correta é a alternativa E. O alto-falante E emite ondas sonoras em oposição de fase às emitidas pelo alto-falante D provocando o fenômeno de interferência destrutiva nos pontos ..."
