"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2016_Q164";"multipla";"Matemática";"Geometria Plana";"Seno e cosseno";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/164/6be55162-4edb-4b05-9826-2502c11e4f14.png) Como o motorista conhece o percurso, sabe que existem, até a chegada a seu destino, cinco postos de abastecimento de combustível, localizados a 150 km, 187 km, 450 km, 500 km e 570 km do ponto de partida.";"570";"500";"450";"187";"150";"b";"A resposta correta é a alternativa B. 500"
"ENEM_2016_Q166";"multipla";"Matemática";"Matemática Financeira";"Equações do 2º grau";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/166/353d7220-13cd-44e2-b88b-a63acba081cd.png) Estudos de viabilidade técnica mostraram que, pelas características do solo, a construção de 1 m de galeria via segmento de reta demora 1,0 h, enquanto que 1 m de construção de galeria via semicircunferência demora 0,6 h. Há urgência em disponibilizar água para esse bairro. Use 3 como aproximação para π e 1,4 como aproximação para √2 .";"1 260.";"2 520.";"2 800.";"3 600.";"4 000.";"b";"A resposta correta é a alternativa B. 2 520."
"ENEM_2016_Q168";"multipla";"Matemática";"Matemática Financeira";"Análise combinatória";"Médio";"ENEM";"2016";"15";"Para cadastrar-se em um _site_, uma pessoa precisa escolher uma senha composta por quatro caracteres, sendo dois algarismos e duas letras (maiúsculas ou minúsculas). As letras e os algarismos podem estar em qualquer posição. Essa pessoa sabe que o alfabeto é composto por vinte e seis letras e que uma letra maiúscula difere da minúscula em uma senha. Disponível em: www.infowester.com. Acesso em: 14 dez. 2012.";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"e";"Gabarito oficial: alternativa E. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2016_Q169";"multipla";"Matemática";"Trigonometria";"Equações do 2º grau";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/169/2a3b1883-983c-4974-9c15-d43c42742ae4.png) O Índice de Gini, que mede o grau de concentração de renda de um determinado grupo, pode ser calculado pela razão A/(A + B) em que A e B são as medidas das áreas indicadas no gráfico. A empresa tem como meta tornar seu Índice de Gini igual ao do país, que é 0,3. Para tanto, precisa ajustar os salários de modo a alterar o percentual que representa a parcela recebida pelos 10% dos funcionários de maior salário em relação ao total da massa salarial. Disponível em: www.ipea.gov.br. Acesso em: 4 maio 2016 (adaptado)";"40%";"20%";"60%";"30%";"70%";"a";"A resposta correta é a alternativa A. 40%"
"ENEM_2016_Q170";"multipla";"Matemática";"Álgebra e Equações";"Volume de sólidos";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/170/4e96593f-1006-47bb-9f6f-2eac204f496c.png)";"2";"3";"4";"5";"6";"d";"A resposta correta é a alternativa D. 5"
"ENEM_2016_Q171";"multipla";"Matemática";"Números e Operações";"Progressões";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/171/27a2aa79-e89f-40f4-a7ef-46822e39123c.png)";"125%";"231%";"331%";"700%";"800%";"d";"A resposta correta é a alternativa D. 700%"
"ENEM_2016_Q172";"multipla";"Matemática";"Estatística e Probabilidade";"Juros compostos";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/172/3fe1c831-6ce3-4efe-babc-02de4a8381b4.png)";"I";"II";"III";"IV";"V";"b";"A resposta correta é a alternativa B. II"
"ENEM_2016_Q173";"multipla";"Matemática";"Números e Operações";"Progressões";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/173/fdf8c101-992d-4af6-8a5a-fa7bb406d400.png) Considere que o padrão apresentado no resultado do exame, no período analisado, se repita para os dias subsequentes.";"28";"21";"2";"7";"14";"e";"A resposta correta é a alternativa E. 14"
"ENEM_2016_Q176";"multipla";"Matemática";"Números e Operações";"Juros compostos";"Médio";"ENEM";"2016";"15";"![](https://enem.dev/2016/questions/176/61a544a6-f994-4313-812d-2c4b7e563cc8.png)";"De 0 a 10.";"De 5 a 10.";"De 5 a 15.";"De 15 a 25.";"De 0 a 25.";"b";"A resposta correta é a alternativa B. De 5 a 10."
"ENEM_2016_Q177";"multipla";"Matemática";"Números e Operações";"Volume de sólidos";"Médio";"ENEM";"2016";"15";"O LIRAa, Levantamento Rápido do Índice de Infestação por Aedes aegypti, consiste num mapeamento da infestação do mosquito Aedes aegypti. O LIRAa é dado pelo percentual do número de imóveis com focos do mosquito, entre os escolhidos de uma região em avaliação. O serviço de vigilância sanitária de um município, no mês de outubro do ano corrente, analisou o LIRAa de cinco bairros que apresentaram o maior índice de infestação no ano anterior. Os dados obtidos para cada bairro foram: I. 14 imóveis com focos de mosquito em 400 imóveis no bairro; II. 6 imóveis com focos de mosquito em 500 imóveis no bairro; III. 13 imóveis com focos de mosquito em 520 imóveis no bairro; IV. 9 imóveis com focos de mosquito em 360 imóveis no bairro; V. 15 imóveis com focos de mosquito em 500 imóveis no bairro. Disponível em: http://bvsms.saude.gov.br. Acesso em: 28 out. 2015";"I";"II";"III";"IV";"V";"a";"A resposta correta é a alternativa A. I"
