"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3501";"multipla";"Matemática";"Geometria Plana";"Teorema de Pitágoras";"Fácil";"Vestibular";"2024";"Em um triângulo retângulo, os catetos medem 6 e 8. Qual é a hipotenusa?";"10";"14";"7";"100";"√48";"a";"h² = 6² + 8² = 36 + 64 = 100. h = 10. (Tripla pitagórica 6-8-10).";""
"3502";"multipla";"Física";"Ondulatória";"Classificação das ondas";"Fácil";"Vestibular";"2024";"As ondas sonoras são classificadas como:";"Mecânicas longitudinais";"Eletromagnéticas transversais";"Mecânicas transversais";"Eletromagnéticas longitudinais";"Gravitacionais transversais";"a";"Som: onda mecânica (precisa de meio material) e longitudinal (vibração paralela à propagação). Luz: eletromagnética transversal. Ondas na corda: mecânicas transversais.";""
"3503";"multipla";"Química";"Estrutura Atômica";"Número atômico e de massa";"Fácil";"Vestibular";"2024";"Um átomo tem número atômico Z=11 e número de massa A=23. Quantos nêutrons possui?";"12";"11";"23";"34";"6";"a";"N = A - Z = 23 - 11 = 12 nêutrons. Z=11 = sódio (Na). Prótons = 11, elétrons = 11 (átomo neutro), nêutrons = 12.";""
"3504";"multipla";"Biologia";"Fisiologia Humana";"Sistema urinário";"Médio";"Vestibular";"2023";"A unidade funcional do rim responsável pela filtragem do sangue é:";"Néfron";"Ureter";"Uretra";"Pelve renal";"Cálice renal";"a";"Néfron: unidade funcional do rim composta por corpúsculo de Malpighi (glomérulo+cápsula de Bowman) + túbulos (proximal, alça de Henle, distal) + túbulo coletor. Cada rim tem ~1 milhão de néfrons.";""
"3505";"multipla";"História";"História Geral";"Iluminismo";"Médio";"Vestibular";"2024";"O Iluminismo (século XVIII) ficou conhecido como 'Século das Luzes' porque:";"A razão deveria iluminar a ignorância e combater o absolutismo e a superstição";"A invenção da eletricidade transformou as cidades europeias";"A Igreja Católica expandiu suas catedrais com vitrais iluminados";"Os reis europeus governavam através de decretos chamados 'Luzes'";"A ciência descobriu a origem da luz solar";"a";"Iluminismo: movimento intelectual que valorizava a razão, a ciência e a liberdade individual contra o absolutismo, a Igreja e a superstição. Pensadores: Voltaire, Rousseau, Montesquieu, Locke. Base teórica das revoluções Americana e Francesa.";""
"3506";"multipla";"Geografia";"Pecuária";"Pecuária brasileira";"Fácil";"Vestibular";"2023";"O Brasil é um dos maiores exportadores de carne bovina do mundo. Qual região concentra o maior rebanho?";"Centro-Oeste (especialmente Mato Grosso e Mato Grosso do Sul)";"Sul (Rio Grande do Sul e Santa Catarina)";"Nordeste (Piauí e Bahia)";"Norte (Pará e Amazonas)";"Sudeste (São Paulo e Minas Gerais)";"a";"Centro-Oeste: maior rebanho bovino do Brasil (MT, MS, GO). Cerrado convertido em pastagens. Brasil = maior exportador mundial de carne bovina (Beef Export Statistics, ABIEC).";""
"3507";"multipla";"Português";"Gramática";"Tipos de sujeito";"Médio";"Vestibular";"2024";"Em 'Choveu muito ontem.', o sujeito da oração é:";"Inexistente — sujeito indeterminado de verbo impessoal";"'Chuva' subentendida";"'Muito' — advérbio de intensidade";"'Ontem' — advérbio de tempo";"Indeterminado pois o agente é desconhecido";"a";"Verbos que indicam fenômenos naturais (chover, nevar, amanhecer) são impessoais — não têm sujeito. Diferente do sujeito indeterminado (agente existe mas não é identificado, ex.: 'Precisam de médicos').";""
"3508";"multipla";"Filosofia";"Estética";"O belo e o sublime — Burke/Kant";"Difícil";"Vestibular";"2023";"A experiência do SUBLIME, segundo Kant, diferencia-se do belo porque:";"Envolve uma magnitude que supera nossos sentidos e provoca misto de terror e elevação";"É sempre mais agradável e harmonioso que o belo";"Só existe na arte, não na natureza";"É puramente subjetivo sem qualquer pretensão universal";"É causado apenas pela perfeição formal de objetos pequenos";"a";"Sublime (Kant, Crítica do Juízo): experiência de algo que ultrapassa nossa faculdade de representação (uma tempestade, o oceano, montanhas — sublime dinâmico; o universo infinito — sublime matemático). Gera primeiro humilhação dos sentidos, depois elevação moral da razão. O belo é harmônico; o sublime é dissonante e grandioso.";""
"3509";"multipla";"Sociologia";"Globalização";"Fluxos de capital";"Médio";"Vestibular";"2024";"Os paraísos fiscais são importantes para compreender a globalização porque:";"Permitem que empresas e indivíduos ricos ocultem capital e evitem impostos";"Estimulam o desenvolvimento dos países mais pobres";"São centros de inovação tecnológica internacional";"Foram criados para proteger trabalhadores migrantes";"Só afetam os países que os hospedam";"a";"Paraísos fiscais (Ilhas Cayman, BVI, Suíça, etc.): jurisdições com impostos mínimos e opacidade financeira. Corporações multinacionais e fortunas individuais ocultam capital, evitando tributação nos países de origem. Custo global: US$ 427 bilhões/ano em impostos sonegados (OCDE). Aprofunda a desigualdade global e enfraquece Estados nacionais.";""
"3510";"multipla";"Literatura";"Poesia Concreta";"Augusto de Campos";"Difícil";"Vestibular";"2023";"A poesia de Augusto de Campos explora a linguagem como:";"Objeto visual, sonoro e semântico simultaneamente";"Apenas veículo de mensagens políticas diretas";"Expressão do sentimentalismo romântico";"Narrativa épica de heróis nacionais";"Imitação dos modelos clássicos gregos";"a";"Augusto de Campos (Concretismo): poema = objeto em três dimensões (visual, sonoro, semântico). A disposição gráfica, as relações entre palavras e a sonoridade são parte do significado. 'Tensão' (1956): palavras se transformam gradualmente em outras — tensão formal isomórfica ao conteúdo.";""
"3511";"multipla";"Matemática";"Matrizes";"Operações com matrizes";"Médio";"Vestibular";"2024";"Se A = [[1,2],[3,4]] e B = [[5,6],[7,8]], qual é a primeira linha de A+B?";"[6, 8]";"[5, 12]";"[4, 4]";"[6, 6]";"[1, 8]";"a";"Adição de matrizes: soma elemento a elemento. Primeira linha: [1+5, 2+6] = [6, 8].";""
"3512";"multipla";"Física";"Eletricidade";"Campo magnético — força sobre fio";"Difícil";"Vestibular";"2023";"Um fio de 0,5 m com corrente de 4 A está perpendicular a um campo B=0,3 T. A força magnética sobre o fio é:";"0,6 N";"0,06 N";"6 N";"1,2 N";"0,12 N";"a";"F = B×I×L×senθ = 0,3×4×0,5×sen90° = 0,3×4×0,5×1 = 0,6 N.";""
"3513";"multipla";"Química";"Polímeros";"Borracha sintética";"Médio";"Vestibular";"2024";"O neoprene é um polímero sintético com resistência a óleos e calor. Sua unidade repetitiva é o:";"Cloropreno (2-cloro-1,3-butadieno)";"Estireno";"Etileno";"Propileno";"Cloreto de vinila";"a";"Neoprene (policloropreno): polímero de adição do cloropreno. Usos: mergulho (roupas), juntas vedantes, luvas industriais. Mais resistente que borracha natural a óleos e oxidação.";""
"3514";"multipla";"Biologia";"Evolução";"Deriva genética";"Difícil";"Vestibular";"2023";"A deriva genética é um mecanismo evolutivo que:";"Age por acaso em populações pequenas, podendo fixar alelos desvantajosos";"Sempre seleciona os indivíduos mais adaptados";"Ocorre apenas em populações grandes e estáveis";"É dirigido pelo ambiente como a seleção natural";"Aumenta sempre a variabilidade genética das populações";"a";"Deriva genética: mudança aleatória na frequência alélica de uma geração para outra, mais intensa em populações pequenas. Efeito fundador e efeito gargalo são formas de deriva. Pode fixar alelos neutros ou mesmo deletérios por acaso — contrasta com a seleção natural (direcional).";""
"3515";"multipla";"História";"História do Brasil";"Nova República";"Médio";"Vestibular";"2024";"O governo Lula I (2003-2006) ficou marcado pelo programa:";"Bolsa Família — transferência de renda às famílias pobres";"Plano Real — combate à inflação";"Plano Cruzado — congelamento de preços";"PND — privatizações estatais";"PAEG — ajuste fiscal dos militares";"a";"Bolsa Família (2003): unificou programas assistenciais (Bolsa Escola, Bolsa Alimentação, etc.) em uma única transferência de renda condicionada (condicionalidades: frequência escolar, vacinação). Tirou ~20 milhões da extrema pobreza. Expandido pelo governo Lula III (2023) como Bolsa Família reformado.";""
"3516";"multipla";"Geografia";"Poluição";"Poluição do solo";"Médio";"Vestibular";"2023";"O lixão difere do aterro sanitário principalmente porque:";"O lixão descarta resíduos sem controle, contaminando solo e lençol freático";"O aterro sanitário não aceita resíduos orgânicos";"O lixão possui sistema de captação de biogás";"O aterro sanitário é mais barato de construir";"Ambos têm o mesmo impacto ambiental";"a";"Lixão: descarte a céu aberto sem impermeabilização, sem coleta de chorume, sem cobertura. Aterro sanitário: impermeabilização do solo, coleta e tratamento de chorume, captação de biogás, cobertura diária. PNRS (2010) determinou o encerramento dos lixões — descumprido na maioria dos municípios.";""
