"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2020_Q156";"multipla";"Matemática";"Números e Operações";"Equações do 2º grau";"Médio";"ENEM";"2020";"15";"O gerente de uma loja de cosméticos colocou à venda cinco diferentes tipos de perfume, tendo em estoque na loja as mesmas quantidades de cada um deles. O setor de controle de estoque encaminhou ao gerente registros gráficos descrevendo os preços unitários de cada perfume, em real, e a quantidade vendida de cada um deles, em percentual, ocorrida no mês de novembro. ![](https://enem.dev/2020/questions/156/8a18ed35-dc64-41c5-961c-a30d5064606f.png) ![](https://enem.dev/2020/questions/156/0628f04c-0a96-4da1-877a-93da372b77e9.png) Dados a chegada do final de ano e o aumento das vendas, a gerência pretende aumentar a quantidade estocada do perfume do tipo que gerou a maior arrecadação em espécie, em real, no mês de novembro.";"I";"II";"III";"IV";"V";"d";"A resposta correta é a alternativa D. IV"
"ENEM_2020_Q157";"multipla";"Matemática";"Funções";"Progressões";"Médio";"ENEM";"2020";"15";"Amigo secreto é uma brincadeira tradicional nas festas de fim de ano. Um grupo de amigos se reúne e cada um deles sorteia o nome da pessoa que irá presentear. No dia da troca de presentes, uma primeira pessoa presenteia seu amigo secreto. Em seguida, o presenteado revela seu amigo secreto e o presenteia. A brincadeira continua até que todos sejam presenteados, mesmo no caso em que o ciclo se fecha. Dez funcionários de uma empresa, entre eles um casal, participarão de um amigo secreto. A primeira pessoa a revelar será definida por sorteio.";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"b";"Gabarito oficial: alternativa B. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2020_Q158";"multipla";"Matemática";"Álgebra e Equações";"Progressões";"Médio";"ENEM";"2020";"15";"Três amigos, André, Bernardo e Carlos, moram em um condomínio fechado de uma cidade. O quadriculado representa a localização das ruas paralelas e perpendiculares, delimitando quadras de mesmo tamanho nesse condomínio, em que nos pontos A, B e C estão localizadas as casas de André, Bernardo e Carlos, respectivamente. ![](https://enem.dev/2020/questions/158/2acb1f87-4c3a-442e-9900-eba934e304ea.png) André deseja deslocar-se da sua casa até a casa de Bernardo, sem passar pela casa de Carlos, seguindo ao longo das ruas do condomínio, fazendo sempre deslocamentos para a direita (→) ou para cima (↑), segundo o esquema da figura.";"4";"14";"17";"35";"48";"c";"A resposta correta é a alternativa C. 17"
"ENEM_2020_Q159";"multipla";"Matemática";"Trigonometria";"Juros compostos";"Médio";"ENEM";"2020";"15";"Uma pessoa precisa comprar 15 sacos de cimento para uma reforma em sua casa. Faz pesquisa de preço em cinco depósitos que vendem o cimento de sua preferência e cobram frete para entrega do material, conforme a distância do depósito à sua casa. As informações sobre preço do cimento, valor do frete e distância do depósito até a casa dessa pessoa estão apresentadas no quadro. ![](https://enem.dev/2020/questions/159/e08bbc57-85b1-4682-92b2-26297de393f7.png) A pessoa escolherá um desses depósitos para realizar sua compra, considerando os preços do cimento e do frete oferecidos em cada opção.";"A.";"B.";"C.";"D.";"E.";"c";"A resposta correta é a alternativa C. C."
"ENEM_2020_Q160";"multipla";"Matemática";"Geometria Plana";"Equações do 2º grau";"Médio";"ENEM";"2020";"15";"Um motociclista planeja realizar uma viagem cujo destino fica a 500 km de sua casa. Sua moto consome 5 litros de gasolina para cada 100 km rodados, e o tanque da moto tem capacidade para 22 litros. Pelo mapa, observou que no trajeto da viagem o último posto disponível para reabastecimento, chamado Estrela, fica a 80 km do seu destino. Ele pretende partir com o tanque da moto cheio e planeja fazer somente duas paradas para reabastecimento, uma na ida e outra na volta, ambas no posto Estrela. No reabastecimento para a viagem de ida, deve considerar também combustível suficiente para se deslocar por 200 km no seu destino.";"13.";"14.";"17.";"18.";"21.";"c";"A resposta correta é a alternativa C. 17."
"ENEM_2020_Q161";"multipla";"Matemática";"Geometria Plana";"Volume de sólidos";"Médio";"ENEM";"2020";"15";"Uma loja de materiais de construção vende dois tipos de caixas-d’água: tipo A e tipo B. Ambas têm formato cilíndrico e possuem o mesmo volume, e a altura da caixa-d’água do tipo B é igual a 25% da altura da caixa-d’água do tipo A.";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"b";"Gabarito oficial: alternativa B. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2020_Q162";"multipla";"Matemática";"Trigonometria";"Juros compostos";"Médio";"ENEM";"2020";"15";"A lei municipal para a edificação de casas em lotes de uma cidade determina que sejam obedecidos os seguintes critérios: * afastamento mínimo de 4 m da rua; * afastamento mínimo de 1 m da divisa com outro lote; * área total construída da casa entre 40% e 50% da área total do lote. Um construtor submeteu para aprovação na prefeitura dessa cidade uma planta com propostas para a construção de casas em seus 5 lotes. Cada lote tem área medindo 200 m2. A imagem apresenta um esquema, sem escala, no qual estão representados os lotes, as ruas e os afastamentos considerados nos projetos entre as casas e as divisas dos lotes. As medidas indicadas no esquema estão expressas em metro. ![](https://enem.dev/2020/questions/162/cd18aaa1-8c39-4431-a9ff-aa7dec5e5b4e.png)";"1.";"2.";"3.";"4.";"5.";"e";"A resposta correta é a alternativa E. 5."
"ENEM_2020_Q163";"multipla";"Matemática";"Álgebra e Equações";"Análise combinatória";"Médio";"ENEM";"2020";"15";"Nos livros _Harry Potter_, um anagrama do nome do personagem “TOM MARVOLO RIDDLE” gerou a frase “I AM LORD VOLDEMORT”. Suponha que Harry quisesse formar todos os anagramas da frase “I AM POTTER”, de tal forma que as vogais e consoantes aparecessem sempre intercaladas, e sem considerar o espaçamento entre as letras.";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"[alternativa visual]";"e";"Gabarito oficial: alternativa E. Consulte a resolução completa no gabarito oficial do INEP."
"ENEM_2020_Q164";"multipla";"Matemática";"Funções";"Equações do 2º grau";"Médio";"ENEM";"2020";"15";"A exposição a barulhos excessivos, como os que percebemos em geral em trânsitos intensos, casas noturnas e espetáculos musicais, podem provocar insônia, estresse, infarto, perda de audição, entre outras enfermidades. De acordo com a Organização Mundial da Saúde, todo e qualquer som que ultrapasse os 55 decibéis (unidade de intensidade do som) já pode ser considerado nocivo para a saúde. O gráfico foi elaborado a partir da medição do ruído produzido, durante um dia, em um canteiro de obras. ![](https://enem.dev/2020/questions/164/6d3ec2de-3c7f-4bf7-882e-2daf9d2afee7.png)";"5";"8";"10";"11";"13";"e";"A resposta correta é a alternativa E. 13"
"ENEM_2020_Q165";"multipla";"Matemática";"Funções";"Área e perímetro";"Médio";"ENEM";"2020";"15";"O técnico de um time de basquete pretende aumentar a estatura média de sua equipe de 1,93 m para, no mínimo, 1,99 m. Para tanto, dentre os 15 jogadores que fazem parte de sua equipe, irá substituir os quatro mais baixos, de estaturas: 1,78 m, 1,82 m, 1,84 m e 1,86 m. Para isso, o técnico contratou um novo jogador de 2,02 m. Os outros três jogadores que ele ainda precisa contratar devem satisfazer à sua necessidade de aumentar a média das estaturas da equipe. Ele fixará a média das estaturas para os três jogadores que ainda precisa contratar dentro do critério inicialmente estabelecido.";"1,96";"1,98";"2,05";"2,06";"2,08";"d";"A resposta correta é a alternativa D. 2,06"
