"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4259";"multipla";"Matematica";"Funcoes";"Funcao composta";"Medio";"Vestibular";"2024";"Se f(x) = 2x + 1 e g(x) = x^2, entao f(g(3)) e:";"19";"7";"37";"10";"49";"a";"g(3) = 3^2 = 9. f(g(3)) = f(9) = 2(9) + 1 = 19.";""
"4260";"multipla";"Matematica";"Numeros";"Mmc e mdc";"Facil";"Vestibular";"2024";"O MMC (Minimo Multiplo Comum) de 4 e 6 e:";"12";"24";"2";"6";"18";"a";"4 = 2^2; 6 = 2 x 3. MMC = 2^2 x 3 = 12.";""
"4261";"multipla";"Matematica";"Numeros";"Divisibilidade";"Facil";"Vestibular";"2024";"Um numero e divisivel por 3 se:";"A soma de seus algarismos e divisivel por 3";"Termina em 3";"E par";"Termina em 0 ou 3";"E maior que 3";"a";"Criterio de divisibilidade por 3: a soma dos algarismos e divisivel por 3. Exemplo: 123 -> 1+2+3=6 (divisivel por 3). 245 -> 2+4+5=11 (nao divisivel). Para 9: a soma dos algarismos e divisivel por 9. Para 2: termina em 0,2,4,6,8. Para 5: termina em 0 ou 5.";""
"4262";"multipla";"Matematica";"Algebra";"Valor absoluto em equacoes";"Medio";"Vestibular";"2024";"A solucao de |x - 3| = 5 e:";"x = 8 ou x = -2";"x = 8 ou x = 2";"x = -8 ou x = 2";"x = 3 ou x = 5";"x = -3 ou x = -5";"a";"|x-3| = 5 => x-3 = 5 (x=8) ou x-3 = -5 (x=-2).";""
"4263";"multipla";"Matematica";"Geometria Plana";"Circunferencia e circulo";"Facil";"Vestibular";"2024";"O comprimento da circunferencia de raio 7 cm e (pi=3,14):";"43,96 cm";"21,98 cm";"153,86 cm";"49 cm";"87,92 cm";"a";"C = 2 x pi x r = 2 x 3,14 x 7 = 43,96 cm.";""
"4264";"multipla";"Fisica";"Mecanica";"Colisoes";"Dificil";"Vestibular";"2024";"Numa colisao perfeitamente inelastica, os dois corpos:";"Se unem apos a colisao, conservando o momento linear mas nao a energia cinetica";"Voltam com as mesmas velocidades (elastica)";"Conservam tanto o momento quanto a energia cinetica";"Trocam velocidades completamente";"Ficam em repouso sempre";"a";"Colisao perfeitamente inelastica: os corpos se unem formando um unico objeto. Conserva-se o momento linear (m1v1 + m2v2 = (m1+m2)vf) mas a energia cinetica nao e conservada (perde-se como calor, som, deformacao). Na colisao perfeitamente elastica, ambos (momento e energia cinetica) se conservam. Na pratica, colisoes sao parcialmente inelasticas.";""
"4265";"multipla";"Fisica";"Termodinamica";"Entropia";"Dificil";"Vestibular";"2024";"A Segunda Lei da Termodinamica estabelece que:";"A entropia de um sistema isolado tende a aumentar ou permanecer constante (nunca diminui espontaneamente)";"A energia total do universo e constante";"Calor fluiu do corpo mais frio para o mais quente";"E possivel converter 100% do calor em trabalho";"Todo processo reversivel tem eficiencia 100%";"a";"A Segunda Lei da Termodinamica tem varias formulacoes equivalentes: (Kelvin-Planck) e impossivel converter todo calor em trabalho; (Clausius) calor flui espontaneamente do quente para o frio; (Entropia) a entropia de um sistema isolado nunca diminui. Entropia mede a desordem/irreversibilidade. A direcao dos processos naturais e sempre no sentido de aumento da entropia total.";""
"4266";"multipla";"Fisica";"Fisica Moderna";"Modelo quantico do atomo";"Medio";"Vestibular";"2024";"No modelo quantico (orbital) do atomo, os eletrons:";"Nao tem orbitas definidas — existem em regioes de probabilidade chamadas orbitais";"Orbitam o nucleo em circulos perfeitos";"Ficam estacionarios no nucleo";"Se movem em linhas retas";"Todos ficam no mesmo nivel de energia";"a";"O modelo quantico (Schrodinger, 1926) substituiu o modelo de Bohr. Eletrons nao tem trajetorias definidas — a funcao de onda (Psi) descreve a probabilidade de encontrar o eletron em cada regiao do espaco (orbital = nuvem de probabilidade). Os numeros quanticos (n, l, ml, ms) descrevem o estado de cada eletron. O Principio da Incerteza de Heisenberg impossibilita trajetorias precisas.";""
"4267";"multipla";"Quimica";"Quimica Geral";"Reacoes acido-base";"Facil";"Vestibular";"2024";"Na reacao de neutralizacao entre HCl (acido) e NaOH (base), o produto formado e:";"NaCl (sal) + H2O (agua)";"H2 (hidrogenio) + NaOH";"Na + Cl2 + H2O";"NaO + HCl";"Na2O + H2 + Cl2";"a";"Neutralizacao: acido + base -> sal + agua. HCl + NaOH -> NaCl + H2O. O H+ do acido se combina com o OH- da base formando agua (neutralizacao). O Na+ e Cl- formam o sal cloreto de sodio (sal de cozinha). Se usadas quantidades equimolares, a solucao resultante e neutra (pH 7).";""
"4268";"multipla";"Quimica";"Quimica Geral";"Acidos de Arrhenius";"Facil";"Vestibular";"2024";"Segundo Arrhenius, um acido e uma substancia que em agua:";"Ioniza-se liberando ions H+ (protons)";"Libera ions OH-";"Aceita um par de eletrons";"Doa um par de eletrons";"Reduz outra substancia";"a";"Arrhenius (1884): acido = substancia que em agua produz H+ (protons). Base = substancia que em agua produz OH-. Acido cloridrico: HCl -> H+ + Cl-. A neutralizacao: H+ + OH- -> H2O. Bronsted-Lowry ampliou: acido = doador de proton (H+); Lewis ampliou mais: acido = receptor de par de eletrons.";""
