"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3821";"multipla";"Matemática";"Funções";"Crescimento e Decrescimento";"Médio";"Vestibular";"2024";"A função f(x) = −x² + 4 é crescente no intervalo:";"(−∞, 0)";"(0, +∞)";"(−∞, +∞)";"(0, 2)";"(−2, 0)";"a";"f(x) = −x² + 4 é uma parábola com concavidade para baixo (a = −1 < 0) e vértice em x = 0. Para x < 0, a função é crescente (ao se aproximar do vértice pela esquerda). Para x > 0, é decrescente.";""
"3822";"multipla";"Física";"Eletromagnetismo";"Força Magnética";"Médio";"Vestibular";"2024";"Uma partícula positiva move-se para a direita em um campo magnético que aponta para fora da página. A força magnética sobre ela aponta para:";"Baixo (regra da mão direita: v × B)";"Cima";"Para a direita";"Para a esquerda";"Para fora da página";"a";"F = qv × B. v aponta para a direita (+x̂), B aponta para fora da página (+ẑ). F = q(x̂ × ẑ) = q(−ŷ) → aponta para baixo. Regra da mão direita: dedos apontam na direção de v, curvam para B → polegar aponta para a força (partícula positiva).";""
"3823";"multipla";"Química";"Equilíbrio";"Constante de Equilíbrio";"Médio";"Vestibular";"2024";"Para a reação aA + bB ⇌ cC + dD, a constante de equilíbrio Kc é expressa como:";"Kc = [C]^c [D]^d / ([A]^a [B]^b)";"Kc = [A]^a [B]^b / ([C]^c [D]^d)";"Kc = (c+d) / (a+b)";"Kc = produtos − reagentes";"Kc = ΔG/RT";"a";"Kc é o quociente das concentrações molares dos produtos pelos reagentes, cada um elevado ao seu coeficiente estequiométrico. Kc >> 1: equilíbrio deslocado para os produtos. Kc << 1: deslocado para reagentes.";""
"3824";"multipla";"Biologia";"Fisiologia Humana";"Sistema Linfático";"Médio";"Vestibular";"2024";"O sistema linfático é responsável por:";"Drenar o excesso de líquido intersticial, transportar lipídios e participar da imunidade";"Transportar oxigênio para os tecidos";"Produzir hormônios sexuais";"Filtrar o sangue e produzir urina";"Regular a temperatura corporal exclusivamente";"a";"O sistema linfático: (1) drena o excesso de líquido dos tecidos de volta ao sangue (previne edema); (2) transporta quilomícrons (lipídios absorvidos no intestino) via vasos quilíferos; (3) abriga linfócitos nos linfonodos, baço e timo — essencial para a imunidade adaptativa.";""
"3825";"multipla";"História";"América Latina";"Ditaduras Militares";"Médio";"Vestibular";"2024";"O Plano Condor foi uma operação de:";"Coordenação entre ditaduras militares sul-americanas para perseguir e eliminar opositores";"Desenvolvimento econômico integrado na América do Sul";"Cooperação militar entre EUA e Brasil";"Proteção ambiental da Amazônia";"Integração educacional dos países do Cone Sul";"a";"O Plano Condor (1975-1983) foi uma operação clandestina coordenada pelas ditaduras do Brasil, Argentina, Chile, Uruguai, Paraguai e Bolívia, com apoio da CIA, para perseguir, torturar, desaparecer e assassinar opositores políticos (comunistas, socialistas, militantes) que fugiam para outros países.";""
"3826";"multipla";"Geografia";"Geopolítica";"Palestina";"Médio";"Vestibular";"2024";"A solução de dois estados para o conflito israelense-palestino prevê:";"A coexistência de Israel e de um Estado Palestino independente dentro de fronteiras negociadas";"A fusão de Israel e Palestina em um único Estado binacional";"O controle exclusivo de Israel sobre toda a Cisjordânia e Gaza";"A transferência dos palestinos para países árabes vizinhos";"A administração da região pela ONU indefinidamente";"a";"A 'solução de dois estados', apoiada pela ONU e pela maioria da comunidade internacional, prevê: Estado de Israel nas fronteiras de 1967 e Estado Palestino independente na Cisjordânia e Faixa de Gaza, com Jerusalém Oriental como capital palestina. Tem sido o principal quadro para negociações de paz, embora sem implementação efetiva.";""
"3827";"multipla";"Língua Portuguesa";"Literatura";"Barroco";"Médio";"Vestibular";"2024";"O Barroco no Brasil (séc. XVII-XVIII) é representado por Gregório de Matos e pelo Pe. Antônio Vieira. A característica central do Barroco é:";"Conflito entre razão e fé, sensual e espiritual — dualismo e cultismo/conceptismo";"Harmonia e equilíbrio clássico";"Subjetivismo romântico";"Linguagem cotidiana e fragmentada";"Objetividade e impessoalidade parnasiana";"a";"O Barroco expressa a crise espiritual do séc. XVII (conflito Reforma/Contrarreforma): oposição entre carne e espírito, fugacidade do mundo e eternidade de Deus. Cultismo (Gongorismo): linguagem rebuscada, metáforas elaboradas. Conceptismo (Quevedo): jogos de ideias e paradoxos. Gregório de Matos (poesia satírica e religiosa) e Vieira (sermões) são os maiores expoentes do Barroco brasileiro.";""
"3828";"multipla";"Filosofia";"Filosofia Ambiental";"Ecologia Profunda";"Médio";"Vestibular";"2024";"A ecologia profunda (deep ecology), de Arne Næss, distingue-se do ambientalismo superficial por:";"Defender que a natureza tem valor intrínseco, independente de sua utilidade para os humanos";"Focar apenas na redução da poluição urbana";"Aceitar o crescimento econômico com tecnologia verde";"Priorizar os interesses humanos acima dos ecossistemas";"Defender apenas espécies em extinção";"a";"A ecologia profunda (Næss, 1973) questiona o antropocentrismo: propõe que todos os seres vivos têm valor intrínseco, independente de sua utilidade aos humanos. Pede uma revisão radical dos valores, estilos de vida e estruturas econômicas — não apenas soluções técnicas. Contrasta com a ecologia rasa/superficial que aceita o paradigma capitalista e só quer reduzir impactos.";""
"3829";"multipla";"Sociologia";"Religião";"Candomblé e Umbanda";"Médio";"Vestibular";"2024";"O candomblé é uma religião afro-brasileira surgida a partir da:";"Manutenção das tradições religiosas iorubás e bantas trazidas pelos escravizados africanos";"Fusão do catolicismo com o espiritismo kardecista";"Imposição religiosa dos jesuítas aos indígenas";"Influência das religiões indígenas do Brasil";"Reforma Protestante no século XVI";"a";"O candomblé originou-se da preservação das tradições religiosas africanas (especialmente iorubá, fon e bantu) pelos escravizados, apesar da proibição colonial. Baseia-se no culto aos orixás, voduns e inquices — entidades associadas a elementos da natureza. A umbanda é uma religião mais recente (início do séc. XX), sincretizando candomblé, espiritismo e catolicismo.";""
"3830";"multipla";"Matemática";"Geometria";"Volume do Cone";"Médio";"Vestibular";"2024";"O volume de um cone com raio r = 3 cm e altura h = 7 cm é: (π ≈ 3,14)";"65,94 cm³";"197,82 cm³";"21,98 cm³";"98,91 cm³";"131,88 cm³";"a";"V = (1/3)πr²h = (1/3) × 3,14 × 9 × 7 = (1/3) × 197,82 = 65,94 cm³.";""
"3831";"multipla";"Física";"Termodinâmica";"Entropia";"Difícil";"Vestibular";"2024";"A 2ª Lei da Termodinâmica, em termos de entropia, afirma que:";"A entropia total do universo tende a aumentar em processos espontâneos";"A entropia de um sistema isolado pode diminuir";"A energia total do universo aumenta";"O calor flui espontaneamente do frio para o quente";"É possível construir uma máquina de rendimento 100%";"a";"Entropia (S) é a medida da desordem de um sistema. 2ª Lei: em qualquer processo espontâneo, a entropia total do universo (sistema + vizinhança) aumenta ou permanece constante (ΔS_universo ≥ 0). O calor flui do quente para o frio (aumentando a desordem), e nenhuma máquina térmica é 100% eficiente.";""
