"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3641";"multipla";"Matemática";"Números Complexos";"Forma Algébrica";"Médio";"Vestibular";"2024";"Qual é o módulo do número complexo z = 3 + 4i?";"5";"7";"√7";"25";"1";"a";"|z| = √(3² + 4²) = √(9 + 16) = √25 = 5.";""
"3642";"multipla";"Física";"Mecânica dos Fluidos";"Pressão";"Médio";"Vestibular";"2024";"A pressão em um fluido estático aumenta com a profundidade segundo a lei:";"P = P₀ + ρgh (lei de Stevin)";"P = F/v (pressão por volume)";"P = mv²/2 (energia cinética)";"P = kT/V (lei dos gases)";"P = ρ/g (densidade sobre gravidade)";"a";"A lei de Stevin: P = P₀ + ρgh, onde P₀ é a pressão na superfície, ρ é a densidade do fluido, g é a aceleração gravitacional e h é a profundidade.";""
"3643";"multipla";"Química";"Química Nuclear";"Radioatividade";"Médio";"Vestibular";"2024";"Na emissão alfa (α), um núcleo radioativo emite uma partícula composta de:";"2 prótons e 2 nêutrons (núcleo de hélio-4)";"1 elétron de alta energia";"1 fóton de radiação";"1 nêutron livre";"1 pósitron";"a";"Partícula alfa (α) = núcleo de ⁴He: 2 prótons + 2 nêutrons. É a radiação de menor penetração (parada por papel) mas alta ionização.";""
"3644";"multipla";"Biologia";"Fisiologia Humana";"Sistema Reprodutor";"Médio";"Vestibular";"2024";"A ovulação é desencadeada pelo pico do hormônio:";"LH (hormônio luteinizante)";"FSH (hormônio folículo-estimulante)";"Progesterona";"Estrogênio";"Prolactina";"a";"O pico de LH (hormônio luteinizante) produzido pela hipófise é o sinal que desencadeia a ovulação (ruptura do folículo de Graaf e liberação do óvulo) aproximadamente no 14º dia do ciclo menstrual.";""
"3645";"multipla";"História";"América Latina";"Revoluções Latino-Americanas";"Médio";"Vestibular";"2024";"A Revolução Sandinista (1979) derrubou a ditadura de Somoza em qual país?";"Nicarágua";"Cuba";"Guatemala";"Chile";"Venezuela";"a";"A Frente Sandinista de Libertação Nacional (FSLN) derrubou a ditadura de Anastasio Somoza na Nicarágua em 1979, estabelecendo um governo de esquerda que enfrentaria os 'Contras' apoiados pelos EUA nos anos 1980.";""
"3646";"multipla";"Geografia";"Geopolítica";"Oriente Médio";"Médio";"Vestibular";"2024";"O conflito Israelense-Palestino tem como território central disputado:";"Faixa de Gaza e Cisjordânia";"Síria e Líbano";"Egito e Jordânia";"Iraque e Irã";"Arábia Saudita e Iêmen";"a";"Os territórios palestinos são a Faixa de Gaza (controlada pelo Hamas) e a Cisjordânia (parcialmente sob a Autoridade Palestina), onde se concentram as principais tensões do conflito Israelense-Palestino.";""
"3647";"multipla";"Língua Portuguesa";"Literatura Brasileira";"Parnasianismo";"Médio";"Vestibular";"2024";"Olavo Bilac é o principal representante do Parnasianismo brasileiro. Qual característica define esse movimento literário?";"Culto à forma perfeita, objetividade e impassibilidade";"Subjetivismo exacerbado e sentimentalismo";"Linguagem coloquial e ruptura com a norma culta";"Misticismo e espiritualismo";"Engajamento social e literatura proletária";"a";"O Parnasianismo (2ª metade do séc. XIX) defende a 'arte pela arte': perfeição formal, objetividade, impassibilidade, vocabulário erudito, poesia descritiva de temas greco-romanos. Bilac, Raimundo Correia e Alberto de Oliveira são seus principais expoentes no Brasil.";""
"3648";"multipla";"Filosofia";"Existencialismo";"Sartre";"Médio";"Vestibular";"2024";"Jean-Paul Sartre afirma que 'a existência precede a essência'. Isso significa que:";"O ser humano não tem natureza prévia — se define pelas suas escolhas e ações";"A essência humana é determinada por Deus";"A existência é secundária à essência imutável";"Somos determinados por forças biológicas";"A liberdade humana é uma ilusão";"a";"Para Sartre, ao contrário de objetos (que têm essência antes de existir), o ser humano existe primeiro, sem natureza predeterminada. Cada pessoa se define por suas escolhas livres — 'estamos condenados a ser livres'.";""
"3649";"multipla";"Sociologia";"Movimentos Sociais";"Feminismo";"Médio";"Vestibular";"2024";"O feminismo de 2ª onda (anos 1960-80) concentrou-se principalmente em:";"Direitos sexuais, reprodutivos e combate ao patriarcado";"Direito ao voto feminino";"Igualdade salarial apenas no setor público";"Direitos trabalhistas para empregadas domésticas";"Representação feminina na arte medieval";"a";"O feminismo de 1ª onda lutou pelo sufrágio (séc. XIX-XX). A 2ª onda (1960-80) ampliou as pautas: direitos reprodutivos, sexualidade, violência doméstica, divisão do trabalho doméstico e crítica ao patriarcado. Simone de Beauvoir ('O Segundo Sexo') é referência teórica central.";""
"3650";"multipla";"Matemática";"Estatística";"Desvio Padrão";"Difícil";"Vestibular";"2024";"Qual medida estatística indica a dispersão dos dados em relação à média?";"Desvio padrão";"Média aritmética";"Mediana";"Moda";"Coeficiente angular";"a";"O desvio padrão (σ) mede o quanto os valores de um conjunto se afastam (dispersam) em relação à média. Quanto maior o desvio padrão, maior a variabilidade dos dados.";""
"3651";"multipla";"Física";"Relatividade";"Teoria da Relatividade Especial";"Difícil";"Vestibular";"2024";"A famosa equação E = mc² de Einstein expressa:";"A equivalência entre massa e energia";"A velocidade da luz ao quadrado";"A força gravitacional entre massas";"A energia cinética de partículas";"A lei de conservação do momento";"a";"E = mc² (Einstein, 1905) mostra que massa e energia são equivalentes: uma pequena massa pode ser convertida em enorme quantidade de energia (c ≈ 3×10⁸ m/s). Fundamento das reações nucleares e bombas atômicas.";""
"3652";"multipla";"Química";"Bioquímica";"Proteínas";"Médio";"Vestibular";"2024";"As proteínas são polímeros formados por:";"Aminoácidos unidos por ligações peptídicas";"Monossacarídeos unidos por ligações glicosídicas";"Ácidos graxos unidos por ligações éster";"Nucleotídeos unidos por ligações fosfodiéster";"Lipídios e carboidratos conjugados";"a";"Proteínas são macromoléculas formadas por aminoácidos (20 tipos nos seres vivos) unidos por ligações peptídicas (–CO–NH–). A sequência de aminoácidos (estrutura primária) determina a forma e função da proteína.";""
"3653";"multipla";"Biologia";"Genética";"Mutação";"Médio";"Vestibular";"2024";"As mutações gênicas são alterações na sequência de bases do DNA. Para que uma mutação seja transmitida às gerações seguintes, ela deve ocorrer em:";"Células germinativas (gametas)";"Células somáticas (corpo)";"Células do sistema imune";"Células nervosas";"Qualquer célula do organismo";"a";"Mutações em células somáticas afetam apenas o organismo portador e não são herdadas. Para serem transmitidas às gerações seguintes, as mutações precisam ocorrer nas células germinativas (espermatozoides ou óvulos).";""
