"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2022_Q169";"multipla";"Matemática";"Números e Operações";"Juros compostos";"Médio";"ENEM";"2022";"15";"Uma loja comercializa cinco modelos de caixas-d’água (I, II, III, IV e V), todos em formato de cilindro reto de base circular. Os modelos II, III, IV e V têm as especificações de suas dimensões dadas em relação às dimensões do modelo I, cuja profundidade é P e área da base é Ab, como segue: • modelo II: o dobro da profundidade e a metade da área da base do modelo I; • modelo III: o dobro da profundidade e a metade do raio da base do modelo I; • modelo IV: a metade da profundidade e o dobro da área da base do modelo I; • modelo V: a metade da profundidade e o dobro do raio da base do modelo I. Uma pessoa pretende comprar nessa loja o modelo de caixa-d’água que ofereça a maior capacidade volumétrica";"I.";"II.";"III.";"IV.";"V.";"e";"A resposta correta é a alternativa E. V."
"ENEM_2022_Q170";"multipla";"Matemática";"Geometria Espacial";"Progressões";"Médio";"ENEM";"2022";"15";"No período de 2005 a 2013, o valor de venda dos imóveis em uma cidade apresentou alta, o que resultou no aumento dos aluguéis. Os gráficos apresentam a evolução desses valores, para um mesmo imóvel, no mercado imobiliário dessa cidade. ![](https://enem.dev/2022/questions/170/be397d74-899b-444a-b587-931e9c3505ca.png) A rentabilidade do aluguel de um imóvel é calculada pela razão entre o valor mensal de aluguel e o valor de mercado desse imóvel.";"2005";"2007";"2009";"2011";"2013";"b";"A resposta correta é a alternativa B. 2007"
"ENEM_2022_Q171";"multipla";"Matemática";"Estatística e Probabilidade";"Juros compostos";"Médio";"ENEM";"2022";"15";"Nos cinco jogos finais da última temporada, com uma média de 18 pontos por jogo, um jogador foi eleito o melhor do campeonato de basquete. Na atual temporada, cinco jogadores têm a chance de igualar ou melhorar essa média. No quadro estão registradas as pontuações desses cinco jogadores nos quatro primeiros jogos das finais deste ano. ![](https://enem.dev/2022/questions/171/45b098d3-26d2-49c5-a129-40e85febb05b.png) O quinto e último jogo será realizado para decidir a equipe campeã e qual o melhor jogador da temporada.";"I.";"II.";"III.";"IV.";"V.";"a";"A resposta correta é a alternativa A. I."
"ENEM_2022_Q172";"multipla";"Matemática";"Números e Operações";"Análise combinatória";"Médio";"ENEM";"2022";"15";"Um casal planeja construir em sua chácara uma piscina com o formato de um paralelepípedo reto retângulo com capacidade para 90 000 L de água. O casal contratou uma empresa de construções que apresentou cinco projetos com diferentes combinações nas dimensões internas de profundidade, largura e comprimento. A piscina a ser construída terá revestimento interno em suas paredes e fundo com uma mesma cerâmica, e o casal irá escolher o projeto que exija a menor área de revestimento. As dimensões internas de profundidade, largura e comprimento, respectivamente, para cada um dos projetos, são: • projeto I: 1,8 m, 2,0 m e 25,0 m; • projeto II: 2,0 m, 5,0 m e 9,0 m; • projeto III: 1,0 m, 6,0 m e 15,0 m; • projeto IV: 1,5 m, 15,0 m e 4,0 m; • projeto V: 2,5 m, 3,0 m e 12,0 m.";"I.";"II.";"III.";"IV.";"V.";"b";"A resposta correta é a alternativa B. II."
"ENEM_2022_Q173";"multipla";"Matemática";"Geometria Espacial";"Progressões";"Médio";"ENEM";"2022";"15";"Uma instituição de ensino superior ofereceu vagas em um processo seletivo de acesso a seus cursos. Finalizadas as inscrições, foi divulgada a relação do número de candidatos por vaga em cada um dos cursos oferecidos. Esses dados são apresentados no quadro. ![](https://enem.dev/2022/questions/173/0e6a9a19-bb58-4f93-bcb9-b7f26f5df5e7.png)";"200";"400";"1200";"1235";"7200";"d";"A resposta correta é a alternativa D. 1235"
"ENEM_2022_Q174";"multipla";"Matemática";"Funções";"Equações do 2º grau";"Médio";"ENEM";"2022";"15";"Peças metálicas de aeronaves abandonadas em aeroportos serão recicladas. Uma dessas peças é maciça e tem o formato cilíndrico, com a medida do raio da base igual a 4 cm e a da altura igual a 50 cm. Ela será derretida, e o volume de metal resultante será utilizado para a fabricação de esferas maciças com diâmetro de 1 cm, a serem usadas para confeccionar rolamentos. Para estimar a quantidade de esferas que poderão ser produzidas a partir de cada uma das peças cilíndricas, admite-se que não ocorre perda de material durante o processo de derretimento.";"800";"1200";"2400";"4800";"6400";"d";"A resposta correta é a alternativa D. 4800"
"ENEM_2022_Q175";"multipla";"Matemática";"Álgebra e Equações";"Área e perímetro";"Médio";"ENEM";"2022";"15";"Ao escutar a notícia de que um filme recém-lançado arrecadou, no primeiro mês de lançamento, R$ 1,35 bilhão em bilheteria, um estudante escreveu corretamente o número que representa essa quantia, com todos os seus algarismos.";"135 000,00.";"1 350 000,00.";"13 500 000,00.";"135 000 000,00.";"1 350 000 000,00";"e";"A resposta correta é a alternativa E. 1 350 000 000,00"
"ENEM_2022_Q176";"multipla";"Matemática";"Álgebra e Equações";"Seno e cosseno";"Médio";"ENEM";"2022";"15";"![](https://enem.dev/2022/questions/176/eebeabf5-0dec-4070-abd5-f803bb370dd9.png)";"I";"II";"III";"IV";"V";"d";"A resposta correta é a alternativa D. IV"
"ENEM_2022_Q177";"multipla";"Matemática";"Geometria Espacial";"Funções quadráticas";"Médio";"ENEM";"2022";"15";"Uma pessoa precisa contratar um operário para fazer um serviço em sua casa. Para isso, ela postou um anúncio em uma rede social. Cinco pessoas responderam informando preços por hora trabalhada, gasto diário com transporte e tempo necessário para conclusão do serviço, conforme valores apresentados no quadro. ![](https://enem.dev/2022/questions/177/fb1d11e4-76d3-4657-b78f-84e7bcd81f6c.png)";"I.";"II.";"III.";"IV.";"V.";"a";"A resposta correta é a alternativa A. I."
"ENEM_2022_Q178";"multipla";"Matemática";"Geometria Plana";"Seno e cosseno";"Médio";"ENEM";"2022";"15";"Uma cozinheira produz docinhos especiais por encomenda. Usando uma receita-base de massa, ela prepara uma porção, com a qual produz 50 docinhos maciços de formato esférico, com 2 cm de diâmetro. Um cliente encomenda 150 desses docinhos, mas pede que cada um tenha formato esférico com 4 cm de diâmetro. A cozinheira pretende preparar o número exato de porções da receita-base de massa necessário para produzir os docinhos dessa encomenda";"2";"3";"6";"12";"24";"e";"A resposta correta é a alternativa E. 24"
