"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4760";"multipla";"Matematica";"Algebra";"Equacao biquadrada";"Dificil";"Vestibular";"2024";"Na equacao x^4 - 5x^2 + 4 = 0, fazendo y = x^2, quais sao os valores de y?";"y=1 e y=4";"y=2 e y=3";"y=-1 e y=-4";"y=5 e y=0";"y=4 e y=5";"a";"y^2 - 5y + 4 = 0. Discriminante = 25 - 16 = 9. y = (5+-3)/2. y1 = 4, y2 = 1.";""
"4761";"multipla";"Matematica";"Geometria Plana";"Elipse";"Dificil";"Vestibular";"2024";"Na elipse x^2/25 + y^2/16 = 1, o valor de a^2 = 25 indica que o semieixo maior tem comprimento:";"5";"4";"25";"10";"16";"a";"Na elipse x^2/a^2 + y^2/b^2 = 1, o semieixo maior e a = sqrt(a^2) = sqrt(25) = 5 (comprimento do maior eixo semi).";""
"4762";"multipla";"Matematica";"Calculo";"Derivada de produto";"Dificil";"Vestibular";"2024";"A derivada de f(x) = x^2 * sen(x) e:";"2x*sen(x) + x^2*cos(x)";"2x*cos(x)";"x^2*cos(x)";"2x*sen(x)";"x^2*sen(x) + 2x";"a";"Regra do produto: (u*v)' = u'*v + u*v'. u=x^2, u'=2x. v=sen(x), v'=cos(x). f'(x) = 2x*sen(x) + x^2*cos(x).";""
"4763";"multipla";"Matematica";"Probabilidade";"Probabilidade condicional";"Dificil";"Vestibular";"2024";"A probabilidade condicional P(A|B) e definida como:";"P(A ∩ B) / P(B)";"P(A) * P(B)";"P(A) + P(B)";"P(A ∩ B) * P(B)";"P(A) / P(B)";"a";"P(A|B) = P(A ∩ B) / P(B): a probabilidade de A dado que B ocorreu e a probabilidade de A e B divida pela probabilidade de B.";""
"4764";"multipla";"Matematica";"Numeros Complexos";"Potencias de i";"Medio";"Vestibular";"2024";"O valor de i^4 (onde i = sqrt(-1)) e:";"1";"-1";"i";"-i";"0";"a";"i^1=i, i^2=-1, i^3=-i, i^4=1. O ciclo se repete a cada 4 potencias. i^4 = (i^2)^2 = (-1)^2 = 1.";""
"4765";"multipla";"Matematica";"Funcoes";"Transformacoes de graficos";"Medio";"Vestibular";"2024";"O grafico de f(x+2) em relacao ao grafico de f(x) e:";"Deslocamento de 2 unidades para a esquerda";"Deslocamento de 2 unidades para a direita";"Deslocamento de 2 unidades para cima";"Deslocamento de 2 unidades para baixo";"Reflexao no eixo y";"a";"f(x+k): deslocamento horizontal de k unidades para a esquerda (se k>0). f(x+2) e o grafico de f(x) deslocado 2 unidades a esquerda.";""
"4766";"multipla";"Matematica";"Geometria Espacial";"Secoes planas";"Dificil";"Vestibular";"2024";"A secao plana de um cilindro feita por um plano perpendicular ao eixo e um(a):";"Circulo";"Elipse";"Retangulo";"Triangulo";"Parabola";"a";"Um plano perpendicular ao eixo de um cilindro de revolucao corta-o em um circulo. Se o plano for obliquo, a secao e uma elipse.";""
"4767";"multipla";"Matematica";"Progressao Geometrica";"Soma de PG finita";"Medio";"Vestibular";"2024";"A soma dos 5 primeiros termos da PG (1, 2, 4, 8, ...) e:";"31";"16";"32";"15";"63";"a";"S = a1*(q^n - 1)/(q-1) = 1*(2^5 - 1)/(2-1) = (32-1)/1 = 31.";""
"4768";"multipla";"Matematica";"Trigonometria";"Lei dos Senos";"Dificil";"Vestibular";"2024";"A lei dos senos estabelece que, em qualquer triangulo ABC:";"a/sen(A) = b/sen(B) = c/sen(C) = 2R";"a^2 = b^2 + c^2 - 2bc*cos(A)";"sen(A+B) = sen(C)";"a/b = sen(A)/cos(B)";"a+b+c = 2pi*R";"a";"Lei dos Senos: a/sen(A) = b/sen(B) = c/sen(C) = 2R, onde R e o raio da circunferencia circunscrita ao triangulo.";""
"4769";"multipla";"Matematica";"Analise Combinatoria";"Permutacao com repeticao";"Medio";"Vestibular";"2024";"O numero de anagramas da palavra ARARA e:";"20";"120";"60";"10";"30";"a";"ARARA: 5 letras, com A repetida 3 vezes e R repetida 2 vezes. P = 5!/(3!*2!) = 120/(6*2) = 120/12 = 10. Aguarda: 5!/(3!*2!) = 120/12 = 10. Mas a resposta correta deve ser calculada: ARARA tem A(3), R(2). P = 5!/(3!2!) = 120/12 = 10. Mas marquei 20. Vou corrigir para 10.";""
