"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3206";"multipla";"Matemática";"Números";"Conjuntos numéricos";"Fácil";"Vestibular";"2024";"O número √2 pertence ao conjunto dos:";"Naturais";"Inteiros";"Racionais";"Irracionais";"Complexos apenas";"d";"√2 é irracional (não pode ser escrito como fração p/q). Os irracionais fazem parte dos reais, que contêm naturais ⊂ inteiros ⊂ racionais ⊂ reais.";""
"3207";"multipla";"Matemática";"Funções";"Domínio de funções";"Médio";"Vestibular";"2023";"O domínio da função f(x) = √(x - 3) é:";"x < 3";"x ≤ 3";"x ≥ 3";"x > 3";"x ∈ ℝ";"c";"Para que √(x-3) seja real, precisamos x-3 ≥ 0, portanto x ≥ 3.";""
"3208";"multipla";"Física";"Mecânica";"Lei de Hooke";"Fácil";"Vestibular";"2024";"Uma mola de constante elástica 200 N/m é comprimida 0,05 m. Qual é a força elástica exercida?";"4 N";"10 N";"40 N";"4000 N";"0,04 N";"b";"F = k × x = 200 × 0,05 = 10 N.";""
"3209";"multipla";"Física";"Eletricidade";"Campo elétrico";"Médio";"Vestibular";"2023";"O campo elétrico criado por uma carga puntiforme é:";"Constante em todos os pontos";"Proporcional ao quadrado da distância";"Inversamente proporcional ao quadrado da distância";"Independente da carga";"Zero a qualquer distância";"c";"E = kQ/r², o campo elétrico é inversamente proporcional ao quadrado da distância à carga.";""
"3210";"multipla";"Química";"Orgânica";"Cetonas e aldeídos";"Médio";"Vestibular";"2024";"A diferença entre aldeído e cetona está na posição do grupo carbonila (C=O):";"Aldeído: no meio da cadeia; Cetona: na extremidade";"Aldeído: na extremidade da cadeia; Cetona: no interior da cadeia";"Ambos têm o grupo na extremidade";"Ambos têm o grupo no interior";"Aldeído possui dois grupos C=O";"b";"No aldeído, o grupo C=O está na extremidade (ligado a pelo menos um H). Na cetona, o C=O está entre dois carbonos (no interior da cadeia).";""
"3211";"multipla";"Química";"Orgânica";"Ésteres e saponificação";"Médio";"Vestibular";"2023";"A saponificação é a reação entre gorduras (ésteres) e uma base forte, produzindo:";"Ácidos graxos e glicerol";"Sabão (sal de ácido graxo) e glicerol";"Álcool e ácido";"Éster e água";"CO₂ e H₂O";"b";"A saponificação (hidrólise alcalina de gorduras) produz sabão (sais de ácidos graxos) e glicerol (glicerina). É a base da fabricação de sabão.";""
"3212";"multipla";"Biologia";"Botânica";"Fotossíntese - ciclo";"Médio";"Vestibular";"2024";"A fase escura da fotossíntese (ciclo de Calvin) ocorre:";"No citoplasma, com luz";"No estroma do cloroplasto, independente de luz direta";"Na membrana tilacóide, com luz";"No núcleo da célula";"Na mitocôndria";"b";"A fase escura (ciclo de Calvin) ocorre no estroma dos cloroplastos, usando o NADPH e ATP produzidos na fase clara para fixar CO₂ e produzir glicose.";""
"3213";"multipla";"Biologia";"Zoologia";"Reprodução dos animais";"Fácil";"Vestibular";"2023";"Os insetos são considerados os animais mais bem-sucedidos da Terra em termos de diversidade. Isso se deve principalmente a:";"Seu grande tamanho corporal";"Vida exclusivamente aquática";"Exoesqueleto, metamorfose, voo e alta capacidade reprodutiva";"Sistema nervoso altamente desenvolvido";"Ausência de predadores naturais";"c";"O sucesso evolutivo dos insetos deve-se ao exoesqueleto (proteção), capacidade de voo (dispersão), metamorfose (redução de competição entre larvas e adultos) e altíssima taxa reprodutiva.";""
"3214";"multipla";"História";"Reformas Religiosas";"Protestantismo";"Médio";"Vestibular";"2024";"Martinho Lutero iniciou a Reforma Protestante em 1517 ao publicar as 95 Teses, contestando principalmente:";"A autoridade do papa e a venda de indulgências";"O celibato dos sacerdotes";"As cruzadas medievais";"A interpretação científica da Bíblia";"A existência de Deus";"a";"Lutero criticou a autoridade papal e a venda de indulgências (perdão dos pecados em troca de dinheiro), defendendo que a salvação vem da fé, não das obras ou dos sacramentos da Igreja.";""
"3215";"multipla";"História";"Neocolonialismo";"Imperialismo do séc. XIX";"Médio";"Vestibular";"2023";"O imperialismo europeu do século XIX foi impulsionado principalmente pela:";"Necessidade de expandir o catolicismo";"Busca de novas rotas para o Oriente";"Necessidade de novos mercados consumidores e fontes de matérias-primas para a indústria";"Fuga de populações europeias excedentes";"Interesse exclusivo em escravidão";"c";"O imperialismo do séc. XIX foi movido pela lógica capitalista: a Revolução Industrial gerou superprodução que precisava de novos mercados e demanda por matérias-primas das colônias.";""
