"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4201";"dissertativa";"Matemática";"Álgebra";"Binômio de Newton";"Médio";"Vestibular";"2024";"Expanda (x + 2)³ usando o Binômio de Newton e verifique o resultado.";"";"";"";"";"";"";"(x+2)³ = C(3,0)x³(2⁰) + C(3,1)x²(2¹) + C(3,2)x¹(2²) + C(3,3)x⁰(2³) = x³ + 3×2x² + 3×4x + 8 = x³ + 6x² + 12x + 8. Verificação: (x+2)³ = (x+2)(x+2)² = (x+2)(x²+4x+4) = x³+4x²+4x+2x²+8x+8 = x³+6x²+12x+8 ✓";"x³ + 6x² + 12x + 8"
"4202";"dissertativa";"Física";"Estática dos fluidos";"Vasos comunicantes";"Médio";"Vestibular";"2023";"Explique o princípio dos vasos comunicantes e cite duas aplicações práticas no cotidiano ou na engenharia.";"";"";"";"";"";"";"Vasos comunicantes: quando dois recipientes são conectados por um tubo, o líquido se nivela na mesma altura quando em equilíbrio (mesma pressão na base). P = d×g×h é igual para ambos os lados. Aplicações: (1) Nível de água em caixas-d'água e sistemas de encanamento — a água flui pelo nível sem bomba; (2) Manômetro de coluna de líquido (tubo em U) — mede diferença de pressão pela diferença de altura dos lados.";"Vasos comunicantes: líquido se nivela na mesma altura. Apps: encanamento, manômetro em U"
"4203";"dissertativa";"Química";"Orgânica";"Carboidratos — açúcares";"Médio";"Vestibular";"2024";"Compare sacarose, glicose e frutose: estrutura química, doçura relativa e como o organismo os metaboliza.";"";"";"";"";"";"";"Glicose (C₆H₁₂O₆): monossacarídeo, aldose, combustível celular direto. Frutose (C₆H₁₂O₆): isômero da glicose, cetose, mais doce que a glicose. Sacarose (C₁₂H₂₂O₁₁): dissacarídeo (glicose + frutose) ligados por ligação glicosídica — açúcar de mesa. Doçura: frutose > sacarose > glicose. Metabolismo: sacarose é hidrolisada pela sacarase intestinal em glicose+frutose; glicose entra diretamente na glicólise; frutose é metabolizada principalmente no fígado (pode ser convertida em triglicerídeos em excesso).";"Sacarose = glicose+frutose; frutose > sacarose > glicose em doçura; sacarose hidrolisada no intestino"
"4204";"dissertativa";"Biologia";"Virologia";"Ciclo viral lítico e lisogênico";"Médio";"Vestibular";"2023";"Compare os ciclos lítico e lisogênico dos bacteriófagos, explicando como cada um ocorre e qual a importância do ciclo lisogênico para a evolução bacteriana.";"";"";"";"";"";"";"Ciclo lítico: o fago injeta DNA na bactéria → DNA viral dirige a célula para produzir novos fagos → lise celular (morte da bactéria) libera centenas de fagos. Ciclo lisogênico: o DNA viral integra-se ao cromossomo bacteriano como profago → replica junto com a bactéria sem causar dano imediato → um estímulo (UV, etc.) pode induzir o ciclo lítico. Importância evolutiva: transferência horizontal de genes (transdução) — o profago pode carrear genes bacterianos para outras bactérias; contribui para diversidade e resistência bacteriana; origem de ilhas de patogenicidade.";"Lítico: produção rápida → lise. Lisogênico: profago integrado → transdução e evolução bacteriana"
"4205";"dissertativa";"Português";"Gramática";"Funções da linguagem";"Fácil";"Vestibular";"2024";"Cite e explique as seis funções da linguagem de Roman Jakobson, identificando qual é predominante em um poema lírico, em uma campanha publicitária e em um dicionário.";"";"";"";"";"";"";"Funções: (1) Referencial (denotativa): foco na mensagem/contexto, informar — dominante em notícias, dicionários. (2) Emotiva (expressiva): foco no emissor, expressar sentimentos — dominante em poesia lírica. (3) Conativa (apelativa): foco no receptor, persuadir — dominante em publicidade, ordens. (4) Fática: foco no canal, manter contato — 'alô?'. (5) Metalinguística: foco no código — definir palavras (dicionário). (6) Poética: foco na própria mensagem, estética — poesia. Poema lírico: poética/emotiva. Publicidade: conativa. Dicionário: referencial/metalinguística.";"Poema: emotiva/poética. Publicidade: conativa. Dicionário: referencial/metalinguística"
"4206";"dissertativa";"Filosofia";"Filosofia da religião";"Provas da existência de Deus";"Difícil";"Vestibular";"2023";"Explique o argumento ontológico de Anselmo de Cantuária para a existência de Deus e a crítica de Kant a esse argumento.";"";"";"";"";"";"";"Anselmo (séc. XI): 'Deus é aquilo maior do que o qual nada pode ser concebido' (id quo maius cogitari nequit). Se Deus existe apenas na mente e não na realidade, poderia conceber algo maior (com existência real). Logo, Deus deve existir na realidade. Crítica de Kant: a existência não é um predicado real — não acrescenta nada ao conceito. Passar do conceito de Deus para sua existência real é um salto lógico ilegítimo. 'Cem táleres reais não diferem em conceito de cem táleres imaginários, mas diferem radicalmente em relação ao meu bolso.'";"Anselmo: Deus maior que qualquer concebível → deve existir. Kant: existência não é predicado; salto conceito→realidade é ilegítimo"
"4207";"dissertativa";"Sociologia";"Direito";"Acesso à justiça";"Médio";"Vestibular";"2024";"Analise os obstáculos ao acesso à justiça no Brasil, considerando aspectos econômicos, geográficos e culturais, e discuta o papel da Defensoria Pública.";"";"";"";"";"";"";"Obstáculos econômicos: custas processuais, honorários advocatícios, tempo do processo (prejudica mais os pobres). Geográficos: concentração de tribunais nas capitais; localidades remotas sem estrutura judiciária. Culturais: desconhecimento dos direitos; linguagem jurídica inacessível; medo das instituições. A Defensoria Pública (garantida pela CF/88): fornece assistência jurídica gratuita aos hipossuficientes; garantia constitucional do acesso à justiça; ainda subdotada em muitos estados. Desafios: demanda reprimida enorme, poucos defensores por habitante, especialmente no Norte/Nordeste.";"Obstáculos: custas, distância, linguagem jurídica. Defensoria Pública: assistência gratuita, mas subdotada"
"4208";"dissertativa";"Literatura";"Literatura Portuguesa";"Saramago";"Médio";"Vestibular";"2023";"Em 'Ensaio Sobre a Cegueira' de José Saramago, analise a cegueira como metáfora social e as estratégias narrativas inovadoras do autor.";"";"";"";"";"";"";"A cegueira branca epidêmica de Saramago é metáfora da irresponsabilidade social, do egoísmo humano e da barbárie que emerge quando as estruturas civilizacionais colapsam. Os 'cegos' perdem humanidade progressivamente — exceção à mulher do médico (única que enxerga). Crítica à indiferença social, ao Estado que aprisona ao invés de ajudar. Estratégias narrativas: pontuação atípica (períodos longos sem parágrafo), diálogos sem aspas ou identificação, narrador onisciente irônico, personagens sem nomes (o médico, a mulher, a rapariga). Cria efeito de fluxo caótico que espelha a desorientação dos cegos.";"Cegueira = egoísmo/barbárie humana. Estilo: pontuação incomum, sem aspas, personagens sem nome, narrador irônico"
"4209";"dissertativa";"Matemática";"Números complexos";"Forma trigonométrica";"Médio";"Vestibular";"2024";"O número complexo z = 1 + √3 i pode ser escrito na forma trigonométrica z = r(cosθ + i senθ). Determine r e θ.";"";"";"";"";"";"";"r = |z| = √(1² + (√3)²) = √(1+3) = √4 = 2. θ = arctan(√3/1) = arctan(√3) = 60° = π/3. z = 2(cos60° + i sen60°). Verificação: 2(cos60° + i sen60°) = 2(1/2 + i√3/2) = 1 + √3 i ✓.";"r = 2; θ = 60°; z = 2(cos60° + i sen60°)"
"4210";"dissertativa";"Física";"Mecânica";"Momento linear e colisões";"Médio";"Vestibular";"2023";"Dois objetos de massas iguais m se movem em sentidos opostos com velocidades iguais v. Após uma colisão perfeitamente elástica, o que acontece com as velocidades? Explique usando conservação de momento e energia.";"";"";"";"";"";"";"Conservação do momento: m×v + m×(-v) = m×v₁' + m×v₂' → 0 = v₁' + v₂'. Conservação de energia cinética (elástica): ½m×v² + ½m×v² = ½m×v₁'² + ½m×v₂'² → 2v² = v₁'² + v₂'². Com v₁' = -v₂': 2v² = 2v₂'² → v₂' = ±v. Solução não trivial: v₁' = v e v₂' = -v (troca de velocidades). Os objetos de mesma massa trocam as velocidades após colisão elástica.";"Massas iguais trocam velocidades: v₁' = v₂ = -v; v₂' = v₁ = +v"
