"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3761";"multipla";"Matemática";"Álgebra";"Fatoração";"Médio";"Vestibular";"2024";"Fatore o polinômio x² − 9.";"(x + 3)(x − 3)";"(x + 9)(x − 1)";"(x − 3)²";"x(x − 9)";"(x + 3)²";"a";"x² − 9 = x² − 3² → diferença de quadrados: (x + 3)(x − 3). Produto notável: (a+b)(a−b) = a² − b².";""
"3762";"multipla";"Física";"Mecânica";"Centro de Massa";"Médio";"Vestibular";"2024";"Dois objetos de massas 3 kg e 7 kg estão a 0 m e 10 m, respectivamente. Onde está o centro de massa do sistema?";"7 m (a partir do objeto de 3 kg)";"5 m";"3 m";"10 m";"4 m";"a";"xcm = (m₁x₁ + m₂x₂)/(m₁+m₂) = (3×0 + 7×10)/(3+7) = 70/10 = 7 m. O CM está mais próximo da massa maior.";""
"3763";"multipla";"Química";"Materiais";"Cerâmica e Vidro";"Fácil";"Vestibular";"2024";"O vidro comum (silicato de sódio-cálcio) tem como principal componente:";"Dióxido de silício (SiO₂ — sílica)";"Carbonato de cálcio";"Alumínio metálico";"Polietileno";"Cloreto de sódio";"a";"O vidro é produzido pela fusão de areia (SiO₂), calcário (CaCO₃) e carbonato de sódio (Na₂CO₃). A sílica é o componente principal. O vidro é um sólido amorfo (não cristalino).";""
"3764";"multipla";"Biologia";"Fisiologia Humana";"Sistema Imunológico";"Médio";"Vestibular";"2024";"Os anticorpos são produzidos por:";"Linfócitos B (plasmócitos)";"Linfócitos T citotóxicos";"Macrófagos";"Neutrófilos";"Hemácias";"a";"Após ativação por um antígeno, linfócitos B se diferenciam em plasmócitos, que produzem anticorpos específicos (imunoglobulinas). Os anticorpos neutralizam antígenos, opsonizam bactérias e ativam o complemento.";""
"3765";"multipla";"História";"Colonização";"América Espanhola";"Médio";"Vestibular";"2024";"A conquista do Império Asteca pelos espanhóis foi liderada por:";"Hernán Cortés (1519-1521)";"Francisco Pizarro";"Pedro Álvares Cabral";"Vasco da Gama";"Cristóvão Colombo";"a";"Hernán Cortés conquistou o Império Asteca (México) entre 1519 e 1521, derrotando o imperador Montezuma II. Francisco Pizarro conquistou o Império Inca (Peru) em 1532. A desvantagem tecnológica dos astecas (armas, cavalos, doenças) facilitou a conquista.";""
"3766";"multipla";"Geografia";"Geopolítica";"Índia";"Médio";"Vestibular";"2024";"A Índia é a democracia mais populosa do mundo e uma potência emergente. Qual é o maior desafio interno do país?";"Desigualdade social extrema associada ao sistema de castas e à pobreza";"Ausência de recursos naturais";"Isolamento econômico do mercado global";"Falta de mão de obra qualificada em TI";"Dependência total do petróleo estrangeiro";"a";"A Índia, apesar de crescimento econômico expressivo e ser potência em TI, enfrenta desigualdade social severa relacionada ao sistema de castas (hierarquia social hinduísta milenar), pobreza extrema, disparidades regionais e religiosas (hindus vs. muçulmanos).";""
"3767";"multipla";"Língua Portuguesa";"Semântica";"Polissemia e Homonímia";"Médio";"Vestibular";"2024";"A polissemia difere da homonímia porque:";"Na polissemia, uma mesma palavra tem vários sentidos relacionados; na homonímia, palavras iguais têm sentidos sem relação";"Na polissemia há só um sentido; na homonímia há vários";"Polissemia é exclusiva de verbos; homonímia, de substantivos";"São sinônimos e designam o mesmo fenômeno";"Na homonímia os sentidos derivam uns dos outros";"a";"Polissemia: uma palavra com múltiplos sentidos relacionados historicamente (ex.: 'banco' — assento, instituição financeira). Homonímia: palavras com a mesma forma mas sem relação semântica (ex.: 'manga' — fruta / parte da camisa).";""
"3768";"multipla";"Filosofia";"Filosofia Social";"Rawls";"Difícil";"Vestibular";"2024";"John Rawls, em 'Uma Teoria da Justiça', propõe que os princípios de justiça devem ser escolhidos sob um 'véu da ignorância'. Isso significa que:";"Os princípios são escolhidos sem saber qual posição social, talento ou riqueza cada um terá na sociedade";"A justiça deve ser definida pelos mais ricos";"A ignorância é um valor positivo para a democracia";"Nenhum princípio de justiça pode ser racional";"A sociedade justa não precisa de princípios formais";"a";"Rawls propõe a 'posição original' — situação hipotética de imparcialidade — em que as pessoas escolhem princípios de justiça sem saber qual será sua posição na sociedade (sob o 'véu da ignorância'). Nessa condição, todos escolheriam princípios que protegem os mais vulneráveis (princípio da diferença).";""
"3769";"multipla";"Sociologia";"Religiosidade";"Neopentecostalismo";"Médio";"Vestibular";"2024";"O neopentecostalismo brasileiro caracteriza-se, entre outros aspectos, pela:";"Teologia da Prosperidade — associação entre fé, doações e bênçãos materiais";"Valorização do silêncio e da contemplação";"Rejeição dos meios de comunicação de massa";"Ausência de lideranças carismáticas";"Foco exclusivo no ascetismo e na pobreza";"a";"O neopentecostalismo (IURD, Igreja Mundial do Poder de Deus, etc.) distingue-se pelo uso intensivo da mídia (TV, rádio), grande presença em classes populares, exorcismo, cura divina e, sobretudo, a Teologia da Prosperidade — a crença de que a fé e as doações à igreja resultam em bênçãos materiais (riqueza, saúde).";""
"3770";"multipla";"Matemática";"Funções";"Funções Inversas";"Médio";"Vestibular";"2024";"Se f(x) = 2x + 4, qual é a função inversa f⁻¹(x)?";"f⁻¹(x) = (x − 4)/2";"f⁻¹(x) = 2x − 4";"f⁻¹(x) = (x + 4)/2";"f⁻¹(x) = x/2 + 4";"f⁻¹(x) = −2x − 4";"a";"Para encontrar f⁻¹: troque f(x) por y → y = 2x + 4. Isole x: x = (y − 4)/2. Logo f⁻¹(x) = (x − 4)/2. Verificação: f(f⁻¹(x)) = 2×(x−4)/2 + 4 = x − 4 + 4 = x ✓.";""
