"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"3861";"multipla";"Matemática";"Funções";"Composição de Funções";"Médio";"Vestibular";"2024";"Se f(x) = 2x + 1 e g(x) = x², qual é (f∘g)(3)?";"19";"49";"7";"37";"10";"a";"(f∘g)(x) = f(g(x)). g(3) = 9. f(9) = 2(9) + 1 = 19.";""
"3862";"multipla";"Física";"Mecânica";"Oscilação";"Médio";"Vestibular";"2024";"O período de um pêndulo simples depende de:";"Comprimento do fio e aceleração gravitacional (T = 2π√(L/g))";"Massa do peso e gravidade";"Amplitude e gravidade";"Comprimento e massa";"Gravidade e amplitude";"a";"T = 2π√(L/g). O período depende apenas do comprimento L e da gravidade g — NÃO da massa nem da amplitude (para pequenas amplitudes). Galileu observou essa propriedade (isocronismo) num pêndulo de catedral.";""
"3863";"multipla";"Química";"Orgânica";"Açúcares";"Médio";"Vestibular";"2024";"A lactose, presente no leite, é um dissacarídeo formado por:";"Glicose + galactose";"Glicose + frutose";"Dois monômeros de glicose";"Frutose + galactose";"Glicose + ribose";"a";"Dissacarídeos e suas composições: sacarose = glicose + frutose; lactose = glicose + galactose; maltose = glicose + glicose. A intolerância à lactose é a incapacidade de digerir a lactose por deficiência da enzima lactase.";""
"3864";"multipla";"Biologia";"Virologia";"HIV";"Médio";"Vestibular";"2024";"O HIV (vírus da AIDS) é um retrovírus que ataca principalmente:";"Linfócitos T CD4+ (células auxiliares do sistema imune)";"Hemácias (glóbulos vermelhos)";"Plaquetas";"Neurônios";"Células musculares";"a";"O HIV infecta linfócitos T CD4+ (auxiliares), macrófagos e células dendríticas. Usa a enzima transcriptase reversa para converter seu RNA em DNA e integrar ao genoma da célula hospedeira. A destruição progressiva dos CD4+ leva à imunodeficiência (AIDS), tornando o indivíduo suscetível a infecções oportunistas.";""
"3865";"multipla";"História";"Contemporânea";"Globalização Cultural";"Médio";"Vestibular";"2024";"A 'americanização' da cultura global refere-se a:";"A disseminação mundial de produtos culturais, valores e estilos de vida norte-americanos";"A influência americana exclusiva na política";"A exportação de tecnologia militar dos EUA";"A imigração em massa para os EUA";"A dolarização das economias mundiais";"a";"A americanização cultural inclui: Hollywood (cinema), fast food (McDonald's), redes sociais (Meta, Google), músicas (pop, rap), marcas de roupas (Nike, Levi's), séries de TV. Críticos apontam que essa padronização ameaça culturas locais; outros argumentam que há hibridização — culturas locais reinterpretam a cultura americana.";""
"3866";"multipla";"Geografia";"Geopolítica";"Migração";"Médio";"Vestibular";"2024";"A crise migratória europeia de 2015-16 teve como principal origem:";"A guerra civil na Síria e conflitos no Oriente Médio e na África";"Crise econômica nos países europeus";"Epidemia na África Subsaariana";"Conflito entre Rússia e Ucrânia";"Tsunami no Mediterrâneo";"a";"A crise migratória europeia de 2015-16 foi impulsionada principalmente pela guerra civil síria (desde 2011), que gerou mais de 5 milhões de refugiados. Também contribuíram conflitos no Afeganistão, Iraque, Eritreia e Líbia. Mais de 1 milhão de pessoas tentaram entrar na Europa via Mediterrâneo, gerando debates sobre políticas de asilo e xenofobia.";""
"3867";"multipla";"Língua Portuguesa";"Literatura";"Trovadorismo";"Médio";"Vestibular";"2024";"O Trovadorismo, primeira manifestação literária em língua portuguesa (séc. XII-XIV), divide-se em lírico e satírico. O gênero lírico feminino em que a mulher lamenta a ausência do amado é a:";"Cantiga de amigo";"Cantiga de amor";"Cantiga de escárnio";"Cantiga de maldizer";"Pastorela";"a";"Gêneros trovadorescos: Cantiga de amigo: voz feminina (a moça que fala do 'amigo'/amado ausente). Cantiga de amor: voz masculina (o trovador que adora a dama — amor cortês). Cantiga de escárnio: sátira indireta com duplo sentido. Cantiga de maldizer: sátira direta e explícita.";""
"3868";"multipla";"Filosofia";"Filosofia Social";"Gramsci";"Difícil";"Vestibular";"2024";"Antonio Gramsci introduziu o conceito de 'hegemonia' para explicar:";"Como a classe dominante mantém seu poder por meio do consenso cultural e ideológico, não só pela força";"A dominação puramente militar das classes subordinadas";"O controle econômico direto dos meios de produção";"A conquista militar de territórios por potências imperialistas";"A democracia direta como forma de poder popular";"a";"Gramsci (Cadernos do Cárcere, 1930s) propôs que o poder capitalista se sustenta tanto pela coerção (Estado, exército, polícia) quanto pelo consenso — hegemonia: a classe dominante lidera ideologicamente a sociedade, fazendo que suas visões de mundo sejam aceitas como naturais pelos dominados. A contra-hegemonia (resistência) passa pela disputa cultural e pela construção de um bloco histórico alternativo.";""
"3869";"multipla";"Sociologia";"Meio Ambiente";"Justiça Ambiental";"Médio";"Vestibular";"2024";"Justiça ambiental é o princípio que defende:";"A distribuição equitativa dos benefícios e dos riscos ambientais, sem discriminação de raça ou renda";"A preservação exclusiva das áreas naturais sem uso humano";"O direito das empresas a poluir mediante pagamento de taxas";"A transferência dos problemas ambientais para países em desenvolvimento";"A privatização dos recursos naturais para gestão mais eficiente";"a";"Justiça ambiental (movimento surgido nos EUA, 1980s): a exposição a riscos ambientais (poluição, lixões, instalações tóxicas) é desigual — recai desproporcionalmente sobre comunidades pobres e negras. No Brasil: populações indígenas, quilombolas e periferias urbanas são as mais afetadas por desastres e poluição. A justiça ambiental exige que nenhum grupo suporte fardos ambientais desproporcionais.";""
"3870";"multipla";"Matemática";"Matrizes";"Matriz Identidade";"Fácil";"Vestibular";"2024";"A matriz identidade de ordem 2 é:";"[[1,0],[0,1]]";"[[0,0],[0,0]]";"[[1,1],[1,1]]";"[[2,0],[0,2]]";"[[0,1],[1,0]]";"a";"A matriz identidade I_n tem 1 na diagonal principal e 0 em todas as outras posições. I₂ = [[1,0],[0,1]]. Propriedade: A × I = I × A = A para qualquer matriz A de mesma ordem.";""
"3871";"multipla";"Física";"Ondas";"Polarização da Luz";"Médio";"Vestibular";"2024";"A polarização da luz é possível apenas para:";"Ondas transversais (como a luz)";"Ondas longitudinais (como o som)";"Qualquer tipo de onda";"Apenas ondas sonoras";"Ondas de rádio apenas";"a";"Polarização: processo pelo qual as vibrações de uma onda transversal são restritas a um único plano. Só ondas transversais podem ser polarizadas (vibrações perpendiculares à propagação). Ondas longitudinais (som) não são polarizáveis — as vibrações são paralelas à propagação. Aplicações: óculos polaroid, telas de LCD, câmeras fotográficas.";""
"3872";"multipla";"Química";"Orgânica";"Terpenos";"Difícil";"Vestibular";"2024";"Os terpenos são compostos orgânicos derivados do isopreno (C₅H₈). São responsáveis por:";"Aromas de plantas (essências), borracha natural e carotenoides";"A acidez das frutas";"O sabor doce do açúcar";"A cor verde da clorofila";"A fermentação alcoólica";"a";"Terpenos: polímeros de isopreno com funções diversas. Monoterpenos (C₁₀): aromas de limão (limoneno), menta (mentol). Sesquiterpenos (C₁₅): óleo de gengibre. Diterpenos (C₂₀): vitamina A. Triterpenos (C₃₀): colesterol, hormônios esteroides. Tetraterpenos (C₄₀): carotenoides (betacaroteno). Politerpenos: borracha natural (poliisopreno).";""
"3873";"multipla";"Biologia";"Genética";"Mapa Cromossômico";"Difícil";"Vestibular";"2024";"No mapeamento cromossômico, a unidade de recombinação cM (centimorgan) representa:";"1% de frequência de recombinação entre dois loci — quanto maior, mais distantes os genes no cromossomo";"O número de pares de bases entre dois genes";"A taxa de mutação espontânea por geração";"A distância física em nanômetros entre genes";"A porcentagem de expressão do gene";"a";"O centimorgan (cM) ou unidade de mapa genético: 1 cM = 1% de frequência de recombinação (crossing-over) entre dois loci. Quanto mais distantes os genes no cromossomo, maior a probabilidade de crossing-over entre eles, maior a frequência de recombinação e maior a distância em cM. Genes a >50 cM de distância segregam independentemente (lei de Mendel).";""
