"id";"tipo";"disc";"tema";"subtema";"dif";"fonte";"ano";"xp";"enunciado";"a";"b";"c";"d";"e";"ok";"exp"
"ENEM_2023_Q003";"multipla";"Português";"Artes e Cultura";"Coesão e coerência";"Médio";"ENEM";"2023";"15";"**“Caramelos” en sus suelos** Las tierras de España, tu vista enamoran; sus gentes; te amistan; ¿“cocinas”?, ¡“te molan”! ¿El plato común?, ¡pues «tortilla/patatas»!; en bares, figones, o tascas, ¡las «tapas»!; “sabor nacional”, ¡el «gazpacho», sus «vinos», «sangría», y «jamón» de sabrosos cochinos! (Cual “sellos”, te grabas sus «Típicos Platos»; ¡sabrás por dó pasas, por sólo tu olfato!, ¡si en cada lugar, un sabor peculiar, “al paso” cautiva tu buen paladar!). ¡Son más que “recetas”!, será “alegoría”!, ¡será “identidad”! (¡hay “reserva” en su «Guía»!); son platos allende un “timón conductor”, ¡son mar, ríos, sierras!, ¡son valles, son flor!, ¡y aportan “Conventos” a gastronomia, sus «dulces»! (sabor “celestial”, ¡de ambrosia!). QUIROZ Y LÓPEZ M. Disponível em: https://pt.calameo.com. Acesso em: 25 out. 2021.";"Característica amistosa do povo espanhol.";"Beleza das paisagens naturais da Espanha.";"Variedade de pratos na gastronomia espanhola.";"Relação entre os sentidos do paladar e do olfato na gastronomia.";"Gastronomia como representação da identidade cultural de um povo.";"e";"A resposta correta é a alternativa E. Gastronomia como representação da identidade cultural de um povo."
"ENEM_2023_Q004";"multipla";"Português";"Artes e Cultura";"Reading comprehension";"Médio";"ENEM";"2023";"15";"Manipular es sembrar en la conciencia y en la mente de la gente ideas, actitudes, conceptos y aspiraciones -incluso falsas, inmorales y deshonestas- que sirvan a los objetivos -ocultos o abiertos- de sus manipuladores. Manipular es una de las primeras cosas que aprendemos en la vida. A muy temprana edad, los bebes descubren el poder del llanto, el berrinche, los pataleos, la risa o alguna “gracia” como recursos para demandar atención, exigir comida, pedir ayuda o simplemente mantener ocupada a la gente. Nuestras actitudes de adultos reflejan lo mucho o poco que algunos maduraron, procesaron y rebasaron ese periodo. Para que exista un manipulador, debe haber una base de ciudadanos indefensos, dóciles, desinformados. El manipulador es celoso, a veces casi paranoico; no admite cuestionamientos ni quiere que nadie ocupe su espacio, sabe que su vigencia depende de presencia controladora. Todos los días, hay que marcar la línea de discurso, incidir en el debate. El ridículo vale la pena si con ello se logra una cortina de humo. Disponível em: www.forbes.com.mx. Acesso em: 7 out. 2021 (adaptado).";"Amadurece tardiamente.";"Busca mascarar a verdade.";"Rejeita questionamentos alheios.";"Aproxima-se de pessoas indefesas.";"Faz-se presente de forma controladora.";"b";"A resposta correta é a alternativa B. Busca mascarar a verdade."
"ENEM_2023_Q005";"multipla";"Inglês";"Língua Estrangeira (Inglês)";"Romantismo";"Médio";"ENEM";"2023";"15";"**Que quede claro** Cómo es posible que se cierren tantas bocas, tantos ojos, tantas puertas, muchas mentes ante un acto xenofóbico sin precedentes. Presidentes, ministros, cancilleres, autoridades, responsables. ¿Quién pagará el daño causado a familiares? Por un loco del estrada sin modales. \[…\] Se alejó de aquel lugar donde su color era mucho más que su color, era su raza. Persiguiendo un sueño que desapareció, que se fusionó y terminó en una pesadilla. \[…\] Déjame que te cuente esta historia que sucedió en el metro de Barcelona, cuando aquella mañana la injusticia y xenofobia se juntaron de la mano, protagonizando una de las más feas escenas de racismo. En aquel vagón viajaba un ángel de color diferente, en su camino se interpuso aquel inconsciente, que aún sabiendo lo que hacía, seguía hablando con su gente. Le dio al ángel dos patadas en su cara, se rió de ella sin cambiar la mirada. Y aún anda suelto, aún anda suelto… ORISHAS. In: **Cosita buena**. Delaware: Suerte Publishing LCC, 2008 (fragmento).";"Indignação diante do desrespeito à diversidade.";"Violência característica das grandes metrópoles.";"Preconceito da sociedade com relação ao misticismo.";"Descuido da população com sonhos dos imigrantes.";"Falta de segurança existente no transporte público urbano.";"a";"A resposta correta é a alternativa A. Indignação diante do desrespeito à diversidade."
"ENEM_2023_Q007";"multipla";"Literatura";"Literatura Portuguesa";"Análise sintática";"Fácil";"ENEM";"2023";"10";"**Mais iluminada que outras** Tenho dois seios, estas duas coxas, duas mãos que me são muito úteis, olhos escuros, estas duas sobrancelhas que preencho com maquiagem comprada por dezenove e noventa e orelhas que não aceitam bijuterias. Este corpo é um corpo faminto, dentado, cruel, capaz e violento. Movo os braços e multidões correm desesperadas. Caminho no escuro com o rosto para baixo, pois cada parte isolada de mim tem sua própria vida e não quero domá-las. Animal da caatinga. Forte demais. Engolidora de espadas e espinhos. Dizem e eu ouvi, mas depois também li, que o estado do Ceará aboliu a escravidão quatro anos antes do restante do país. Todos aqueles corpos que eram trazidos com seus dedos contados, seus calcanhares prontos e seus umbigos em fogo, todos eles foram interrompidos no porto. Um homem – dizem e eu ouvi e depois também li — liderou o levante. E todos esses corpos foram buscar outros incômodos. Foram ser incomodados. ARRAES. J. Redemoinho em dia quente. São Paulo: Alfaguara, 2019.";"Revelam as marcas da violência de raça e de gênero na construção da identidade.";"Questionam o pioneirismo do estado do Ceará no enfrentamento à escravidão.";"Reproduzem padrões estéticos em busca da valorização da autoestima feminina.";"Sugerem uma atmosfera onírica alinhada ao desejo de resgate da espiritualidade.";"Mimetizam, na paisagem, os corpos transformados pela violência da escravidão.";"a";"A resposta correta é a alternativa A. Revelam as marcas da violência de raça e de gênero na construção da identidade."
"ENEM_2023_Q008";"multipla";"Espanhol";"Língua Estrangeira (Espanhol)";"Reading comprehension";"Fácil";"ENEM";"2023";"10";"**De quem é esta língua?** Uma pequena editora brasileira, a Urutau, acaba de lançar em Lisboa uma “antologia antirracista de poetas estrangeiros em Portugal”, com o título Volta para a tua terra. O livro denuncia as diversas formas de racismo a que os imigrantes estão sujeitos. Alguns dos poetas brasileiros antologiados queixam-se do desdém com que um grande número de portugueses acolhe o português brasileiro. É uma queixa frequente. “Aqui em Portugal eles dizem / — eles dizem – / que nosso português é errado, que nós não falamos português”, escreve a poetisa paulista Maria Giulia Pinheiro, para concluir: “Se a sua linguagem, a lusitana, / ainda conserva a palavra da opressão / ela não é a mais bonita do mundo./ Ela é uma das mais violentas”. AGUALUSA, J. E. Disponível em: https.iloglobo.globo.com Acesso em: 22 nov. 2021 (adaptado).";"À dificuldade de consolidação da literatura brasileira em outros países.";"Aos diferentes graus de instrução formal entre os falantes de língua portuguesa.";"À existência de uma língua ideal que alguns falantes lusitanos creem ser a falada em Portugal.";"Ao intercâmbio cultural que ocorre entre os povos dos diferentes países de língua portuguesa.";"À distância territorial entre os falantes do português que vivem em Portugal e no Brasil.";"c";"A resposta correta é a alternativa C. À existência de uma língua ideal que alguns falantes lusitanos creem ser a falada em Portugal."
"ENEM_2023_Q009";"multipla";"Literatura";"Gramática e Linguística";"Romantismo";"Fácil";"ENEM";"2023";"10";"Na Idade Média, as notícias se propagavam com surpreendente eficácia. Segundo uma emérita professora de Sorbonne, um cavalo era capaz de percorrer 30 quilômetros por dia, mas o tempo podia se acelerar dependendo do interesse da notícia. As ordens mendicantes tinham um papel importante na disseminação de informações, assim como os jograis, os peregrinos e os vagabundos, porque todos eles percorriam grandes distâncias. As cidades também tinham correios organizados e selos para lacrar mensagens e tentar certificar a veracidade das correspondências. Graças a tudo isso, a circulação de boatos era intensa e politicamente relevante. Um exemplo clássico de _fake news_ da era medieval é a história do rei que desaparece na batalha e reaparece muito depois, idoso e transformado. Disponível em: www.elpais.com.br. Acesso em: 18 jun. 2018 (adaptado)";"Velocidade de circulação das notícias.";"Nível de letramento da população marginalizada.";"Poder de censura por parte dos serviços públicos.";"Legitimidade da voz dos representantes da nobreza.";"Diversidade dos meios disponíveis em uma época histórica.";"e";"A resposta correta é a alternativa E. Diversidade dos meios disponíveis em uma época histórica."
"ENEM_2023_Q010";"multipla";"Espanhol";"Língua Estrangeira (Espanhol)";"Arte contemporânea";"Fácil";"ENEM";"2023";"10";"Se a interferência de contas falsas em discussões políticas nas redes sociais já representava um perigo para os sistemas democráticos, sua sofisticação e maior semelhança com pessoas reais têm agravado o problema pelo mundo. O perigo cresceu porque a tecnologia e os métodos evoluíram dos robôs, os “bots” — softwares com tarefas on-line automatizadas —, para os “ciborgues” ou “trolls”, contas controladas diretamente por humanos com ajuda de um pouco de automação. Mas pesquisadores começam agora a observar outros padrões de comportamento: quando mensagens não são programadas, sua publicação se concentra só em horários de trabalho, já que é controlada por pessoas cuja profissão é exatamente essa, administrar um perfil falso durante o dia. Outra pista: a pobreza vocabular das mensagens publicadas por esses perfis. Um funcionário de uma empresa que supostamente produzia e vendia perfis falsos explica que às vezes “faltava criatividade” para criar mensagens distintas controlando tantos perfis falsos ao mesmo tempo. GRAGNANI, J. Disponível em: www.bbc.com. Acesso em: 16 dez. 2017.";"Controle da atuação dos profissionais de TI.";"Desenvolvimento de tecnologias como os """"trolls"""".";"Flexibilização dos turnos de trabalho dos controladores.";"Necessidade de regulamentação do funcionamento dos """"bots";"Identificação de padrões de disseminação de informações inverídicas.";"e";"A resposta correta é a alternativa E. Identificação de padrões de disseminação de informações inverídicas."
"ENEM_2023_Q011";"multipla";"Literatura";"Literatura Portuguesa";"Comprensión lectora";"Fácil";"ENEM";"2023";"10";"Maio foi colorido de amarelo, e o foi porque mundialmente amarelo é a cor convencionada para as advertências. No trânsito, essas advertências têm sido fatais. A estimativa, caso nada seja feito, é a de que se atinjam assustadoras 2,4 milhões de mortes no trânsito em 2030 em todo o mundo. A pressa constante, o sentimento de invencibilidade, a certeza de invulnerabilidade, a necessidade de poder, a falta de civilidade, a certeza de impunidade, a ausência de solidariedade, a inexistência de compaixão e o desrespeito por si próprio são circunstâncias reais que, não raro, concorrem para o comportamento violento no trânsito. O Maio Amarelo, que preconiza a atenção pela vida, é uma das iniciativas nesse sentido. E é precisamente a atenção pela vida que está esquecida. Essa atenção, por certo, requer menos pressa, mais civilidade, limites assegurados, consciência de vulnerabilidade, solidariedade, compaixão e respeito por si e pelo outro. Reafirmar e praticar esses princípios e valores talvez seja um caminho mais seguro e menos violento, que garanta a vida e não celebre a morte. Disponível em: http://portaldotransito.com.br. Acesso em: 11 dez. 2018 (adaptado).";"Enumerar as causas determinantes da violência no trânsito.";"Contextualizar a campanha de advertência no cenário mundial.";"Divulgar dados numéricos alarmantes sobre acidentes de trânsito.";"Sensibilizar o público para a importância de uma direção responsável.";"Restringir os problemas da violência no trânsito a aspectos emocionais.";"d";"A resposta correta é a alternativa D. Sensibilizar o público para a importância de uma direção responsável."
"ENEM_2023_Q012";"multipla";"Português";"Artes e Cultura";"Análise sintática";"Fácil";"ENEM";"2023";"10";"Ainda daquela vez pude constatar a bizarrice dos costumes que constituíam as leis mais ou menos constantes do seu mundo: ao me aproximar, verifiquei que o Sr. Timóteo, gordo e suado, trajava um vestido de franjas e lantejoulas que pertencera a sua mãe. O corpete descia-lhe excessivamente justo na cintura, e aqui e ali rebentava através da costura um pouco da carne aprisionada, esgarçando a fazenda e tornando o prazer de vestir-se daquele modo uma autêntica espécie de suplício. Movia-se ele com lentidão, meneando todas as suas franjas e abanando-se vigorosamente com um desses leques de madeira de sândalo, o que o envolvia numa enjoativa onda de perfume. Não sei direito o que colocara sobre a cabeça, assemelhava-se mais a um turbante ou a um chapéu sem abas de onde saiam vigorosas mechas de cabelos alourados. Como era costume seu também, trazia o rosto pintado — e para isto, bem como para suas vestimentas, apoderara-se de todo o guarda-roupa deixado por sua mãe, também em sua época famosa pela extravagância com que se vestia — o que sem dúvida fazia sobressair-lhe o nariz enorme, tão característico da família Meneses. CARDOSO, L. Crónica da casa assassinada. São Paulo: Circulo do Livro, s.d.";"Opção por termos e expressões de sentido ambíguo.";"Crítica social inspirada pelo convívio com os patrões.";"Descrição impressionista do fetiche do personagem.";"Presença de um foco narrativo de caráter impreciso.";"Ambiência de mistério das relações entre familiares.";"c";"A resposta correta é a alternativa C. Descrição impressionista do fetiche do personagem."
"ENEM_2023_Q013";"multipla";"Espanhol";"Língua Estrangeira (Espanhol)";"Análise sintática";"Fácil";"ENEM";"2023";"10";"Girassol da madrugada Teu dedo curioso me segue lento no rosto Os sulcos, as sombras machucadas por onde a \[vida passou. Que silêncio, prenda minha… Que desvio triunfal \[da verdade, Que círculos vagarosos na lagoa em que uma asa \[gratuita roçou.. Tive quatro amores eternos… O primeiro era moça donzela, O segundo… eclipse, boi que fala, cataclisma, O terceiro era a rica senhora, O quarto és tu… E eu afinal me repousei dos \[meus cuidados ANDRADE, M. Poesias completas. Rio de Janeiro: Nova Fronteira, 2013 (fragmento).";"Vergonha das marcas provocadas pela passagem do tempo.";"Indecisão em face das possibilidades afetivas do presente.";"Serenidade sedimentada pela entrega pacifica ao desejo.";"Frustração causada pela vontade de retorno ao passado.";"Disponibilidade para a exploração do prazer efêmero.";"c";"A resposta correta é a alternativa C. Serenidade sedimentada pela entrega pacifica ao desejo."
