"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"5001";"multipla";"Matematica";"Matematica Financeira";"Juros simples";"Facil";"Concurso";"2024";"Um capital de R$ 1.000,00 e aplicado a juros simples de 2% ao mes durante 5 meses. Qual o valor dos juros?";"R$ 100,00";"R$ 120,00";"R$ 90,00";"R$ 200,00";"R$ 110,00";"a";"Juros simples: J = C x i x t = 1000 x 0,02 x 5 = R$ 100,00.";""
"5002";"multipla";"Matematica";"Matematica Financeira";"Juros simples";"Facil";"Concurso";"2024";"Um capital de R$ 2.000,00 rende juros simples de 3% ao mes por 4 meses. Qual o montante final?";"R$ 2.240,00";"R$ 2.060,00";"R$ 2.120,00";"R$ 2.400,00";"R$ 2.200,00";"a";"J = 2000 x 0,03 x 4 = 240. Montante = Capital + Juros = 2000 + 240 = R$ 2.240,00.";""
"5003";"multipla";"Matematica";"Matematica Financeira";"Juros compostos";"Medio";"Concurso";"2024";"Aplicando R$ 1.000,00 a juros compostos de 10% ao mes durante 2 meses, qual o montante?";"R$ 1.210,00";"R$ 1.200,00";"R$ 1.100,00";"R$ 1.220,00";"R$ 1.020,00";"a";"Juros compostos: M = C x (1+i)^t = 1000 x (1,10)^2 = 1000 x 1,21 = R$ 1.210,00.";""
"5004";"multipla";"Matematica";"Matematica Financeira";"Juros compostos";"Medio";"Concurso";"2024";"Sobre R$ 1.000,00 a 10% ao mes por 2 meses, qual a diferenca entre juros compostos e juros simples?";"R$ 10,00";"R$ 0,00";"R$ 21,00";"R$ 100,00";"R$ 200,00";"a";"Simples: 1000x0,10x2 = 200. Compostos: 1210-1000 = 210. Diferenca = 210 - 200 = R$ 10,00.";""
"5005";"multipla";"Matematica";"Matematica Financeira";"Porcentagem";"Facil";"ENEM";"2024";"Quanto e 15% de 240?";"36";"24";"30";"40";"15";"a";"15% de 240 = 0,15 x 240 = 36.";""
"5006";"multipla";"Matematica";"Matematica Financeira";"Porcentagem";"Facil";"ENEM";"2024";"Um produto custa R$ 80,00 e sofre aumento de 25%. Qual o novo preco?";"R$ 100,00";"R$ 105,00";"R$ 95,00";"R$ 90,00";"R$ 120,00";"a";"Aumento de 25%: 80 x 1,25 = R$ 100,00.";""
"5007";"multipla";"Matematica";"Matematica Financeira";"Desconto";"Facil";"ENEM";"2024";"Uma mercadoria de R$ 200,00 e vendida com 30% de desconto. Quanto o cliente paga?";"R$ 140,00";"R$ 170,00";"R$ 160,00";"R$ 60,00";"R$ 130,00";"a";"Desconto de 30%: paga 70% de 200 = 0,70 x 200 = R$ 140,00.";""
"5008";"multipla";"Matematica";"Matematica Financeira";"Inflacao";"Medio";"Atualidades";"2024";"Se um produto passou de R$ 100,00 para R$ 110,00 em um ano, qual foi a inflacao no periodo?";"10%";"11%";"1%";"110%";"9%";"a";"Variacao = (110-100)/100 = 10/100 = 0,10 = 10%.";""
"5009";"dissertativa";"Matematica";"Matematica Financeira";"Juros compostos";"Medio";"Concurso";"2024";"Calcule o montante de uma aplicacao de R$ 500,00 a juros compostos de 10% ao mes durante 2 meses.";"";"";"";"";"";"";"Use M = C x (1+i)^t. Com C=500, i=0,10 e t=2: M = 500 x 1,21 = 605.";"M = 500 x (1,10)^2 = 500 x 1,21 = R$ 605,00 (juros de R$ 105,00)."
"5010";"multipla";"Direito";"Direito Constitucional";"Constituicao de 1988";"Facil";"Concurso PM";"2024";"A Constituicao Federal de 1988 ficou conhecida popularmente como:";"Constituicao Cidada";"Constituicao do Imperio";"Constituicao Polaca";"Carta Magna de 1824";"Constituicao Provisoria";"a";"A CF/88 foi apelidada de Constituicao Cidada por Ulysses Guimaraes, por ampliar direitos e garantias fundamentais apos a ditadura.";""
