"id";"tipo";"disciplina";"tema";"subtema";"dificuldade";"fonte";"ano";"enunciado";"alternativa_a";"alternativa_b";"alternativa_c";"alternativa_d";"alternativa_e";"resposta_correta";"explicacao";"resposta"
"4359";"multipla";"Matematica";"Geometria Analitica";"Distancia entre ponto e reta";"Medio";"Vestibular";"2024";"A distancia do ponto P(3, 4) a reta 3x + 4y - 10 = 0 e:";"1";"2";"3";"4";"5";"a";"d = |3(3) + 4(4) - 10| / sqrt(9+16) = |9+16-10|/5 = 15/5 = 3. Aguarda, d = |9+16-10|/sqrt(25) = 15/5 = 3. Resposta: 3.";""
"4360";"multipla";"Matematica";"Numeros Complexos";"Forma trigonometrica";"Dificil";"Vestibular";"2024";"O modulo do numero complexo z = 3 + 4i e:";"5";"7";"sqrt(7)";"25";"1";"a";"|z| = sqrt(3^2 + 4^2) = sqrt(9+16) = sqrt(25) = 5.";""
"4361";"multipla";"Matematica";"Progressao Aritmetica";"Soma dos termos";"Facil";"Vestibular";"2024";"Na PA (2, 5, 8, 11, ...), a soma dos 10 primeiros termos e:";"155";"140";"120";"170";"100";"a";"a1=2, r=3, a10=2+9*3=29. S10=10*(2+29)/2=10*31/2=155.";""
"4362";"multipla";"Matematica";"Progressao Geometrica";"Termo geral";"Medio";"Vestibular";"2024";"Na PG (3, 6, 12, 24, ...), o 8o termo e:";"384";"192";"768";"96";"256";"a";"a1=3, q=2, a8=3*2^7=3*128=384.";""
"4363";"multipla";"Matematica";"Logaritmos";"Propriedades";"Medio";"Vestibular";"2024";"O valor de log2(64) e:";"6";"5";"7";"8";"4";"a";"2^6 = 64, entao log2(64) = 6.";""
"4364";"multipla";"Matematica";"Trigonometria";"Lei dos Cossenos";"Dificil";"Vestibular";"2024";"Em um triangulo com lados a=5, b=7 e angulo C=60 graus, o lado c e aproximadamente:";"6,24";"7,55";"5,00";"8,00";"4,58";"a";"c^2 = a^2 + b^2 - 2ab*cos(C) = 25+49-2(5)(7)(0,5) = 74-35 = 39. c = sqrt(39) ≈ 6,24.";""
"4365";"multipla";"Matematica";"Estatistica";"Media ponderada";"Facil";"Vestibular";"2024";"Um aluno obteve notas 6, 7 e 9 com pesos 1, 2 e 3 respectivamente. Sua media ponderada e:";"7,83";"7,33";"8,00";"7,50";"6,50";"a";"MP = (6*1 + 7*2 + 9*3)/(1+2+3) = (6+14+27)/6 = 47/6 ≈ 7,83.";""
"4366";"multipla";"Matematica";"Funcoes";"Funcao modular";"Medio";"Vestibular";"2024";"A solucao da equacao |2x - 3| = 5 e:";"x=4 ou x=-1";"x=4 ou x=1";"x=-4 ou x=1";"x=3 ou x=-2";"x=2 ou x=-4";"a";"2x-3=5 => x=4; ou 2x-3=-5 => 2x=-2 => x=-1. Logo x=4 ou x=-1.";""
"4367";"multipla";"Matematica";"Combinatoria";"Principio multiplicativo";"Facil";"Vestibular";"2024";"De quantas formas diferentes podemos escolher 1 camisa (3 opcoes) e 1 calca (4 opcoes)?";"12";"7";"10";"6";"8";"a";"Pelo principio multiplicativo: 3 x 4 = 12 formas.";""
"4368";"multipla";"Matematica";"Geometria Espacial";"Cone";"Medio";"Vestibular";"2024";"O volume de um cone com raio da base r=3 e altura h=4 e: (use pi=3,14)";"37,68";"113,04";"75,36";"50,24";"25,12";"a";"V = (1/3)*pi*r^2*h = (1/3)*3,14*9*4 = (1/3)*113,04 = 37,68.";""
"4369";"multipla";"Fisica";"Optica";"Reflexao e espelhos";"Medio";"Vestibular";"2024";"Um objeto e colocado a 30 cm de um espelho concavo de foco 10 cm. A imagem se forma a:";"15 cm";"10 cm";"20 cm";"30 cm";"45 cm";"a";"1/f = 1/p + 1/p' => 1/10 = 1/30 + 1/p' => 1/p' = 1/10 - 1/30 = 3/30 - 1/30 = 2/30 => p' = 15 cm.";""
"4370";"multipla";"Fisica";"Optica";"Refracao";"Dificil";"Vestibular";"2024";"Um raio de luz passa do ar (n=1) para o vidro (n=1,5) com angulo de incidencia de 30 graus. O seno do angulo de refracao e:";"1/3";"1/2";"sqrt(3)/3";"2/3";"sqrt(2)/2";"a";"Lei de Snell: n1*sen(i) = n2*sen(r) => 1*0,5 = 1,5*sen(r) => sen(r) = 0,5/1,5 = 1/3.";""
"4371";"multipla";"Fisica";"Termodinamica";"Lei dos gases";"Medio";"Vestibular";"2024";"Um gas ideal ocupa 2 L a 300 K. Mantendo a pressao constante, a que temperatura ocupara 3 L?";"450 K";"200 K";"600 K";"150 K";"350 K";"a";"Lei de Charles: V1/T1 = V2/T2 => 2/300 = 3/T2 => T2 = 3*300/2 = 450 K.";""
"4372";"multipla";"Fisica";"Eletromagnetismo";"Campo magnetico";"Dificil";"Vestibular";"2024";"Uma carga q=2C move-se com velocidade v=3 m/s perpendicularmente a um campo magnetico B=4 T. A forca magnetica e:";"24 N";"12 N";"6 N";"48 N";"8 N";"a";"F = q*v*B*sen(90) = 2*3*4*1 = 24 N.";""
"4373";"multipla";"Fisica";"Mecanica";"Trabalho e energia";"Medio";"Vestibular";"2024";"Uma forca de 10 N desloca um objeto 5 m na direcao da forca. O trabalho realizado e:";"50 J";"15 J";"2 J";"100 J";"25 J";"a";"T = F * d * cos(0) = 10 * 5 * 1 = 50 J.";""
"4374";"multipla";"Fisica";"Mecanica";"Potencia";"Facil";"Vestibular";"2024";"Um motor realiza 600 J de trabalho em 2 minutos. Sua potencia e:";"5 W";"300 W";"1200 W";"0,05 W";"10 W";"a";"P = T/t = 600 J / 120 s = 5 W.";""
"4375";"multipla";"Fisica";"Ondas";"Velocidade de propagacao";"Facil";"Vestibular";"2024";"Uma onda tem frequencia 50 Hz e comprimento de onda 4 m. Sua velocidade de propagacao e:";"200 m/s";"12,5 m/s";"54 m/s";"46 m/s";"100 m/s";"a";"v = f * lambda = 50 * 4 = 200 m/s.";""
"4376";"multipla";"Fisica";"Mecanica";"Gravitacao universal";"Dificil";"Vestibular";"2024";"Qual grandeza fisica esta associada ao peso de um objeto?";"Forca gravitacional";"Massa inercial";"Densidade";"Pressao";"Volume";"a";"O peso e a forca gravitacional exercida pelo planeta sobre o objeto: P = m*g.";""
"4377";"multipla";"Fisica";"Termodinamica";"Calorimetria";"Medio";"Vestibular";"2024";"Quantas calorias sao necessarias para aquecer 200 g de agua de 20 oC a 70 oC? (c=1 cal/g.oC)";"10.000 cal";"14.000 cal";"4.000 cal";"200 cal";"1.000 cal";"a";"Q = m*c*DeltaT = 200*1*50 = 10.000 cal.";""
"4378";"multipla";"Fisica";"Eletricidade";"Capacitores";"Dificil";"Vestibular";"2024";"A energia armazenada em um capacitor de capacitancia C=4 F carregado com tensao V=3 V e:";"18 J";"12 J";"6 J";"36 J";"9 J";"a";"E = (1/2)*C*V^2 = (1/2)*4*9 = 18 J.";""
"4379";"multipla";"Quimica";"Estequiometria";"Calculos com mol";"Medio";"Vestibular";"2024";"Quantos mols ha em 44 g de CO2? (M: C=12, O=16)";"1 mol";"2 mol";"0,5 mol";"44 mol";"3 mol";"a";"M(CO2) = 12 + 2*16 = 44 g/mol. n = m/M = 44/44 = 1 mol.";""
"4380";"multipla";"Quimica";"Solucoes";"Concentracao molar";"Medio";"Vestibular";"2024";"Qual a concentracao molar de uma solucao com 0,5 mol de NaCl em 250 mL?";"2 mol/L";"0,5 mol/L";"1 mol/L";"4 mol/L";"0,25 mol/L";"a";"C = n/V = 0,5 mol / 0,25 L = 2 mol/L.";""
"4381";"multipla";"Quimica";"Eletroquimica";"Eletrolise";"Dificil";"Vestibular";"2024";"Na eletrolise da agua, o gas que se forma no catodo e:";"Hidrogenio";"Oxigenio";"Ozonio";"Vapor dagua";"Nitrogenio";"a";"No catodo ocorre reducao: 2H2O + 2e- -> H2 + 2OH-. Forma-se hidrogenio.";""
"4382";"multipla";"Quimica";"Quimica Organica";"Alcanos";"Facil";"Vestibular";"2024";"Qual a formula geral dos alcanos?";"CnH2n+2";"CnH2n";"CnH2n-2";"CnHn";"CnH2n+1";"a";"Alcanos sao hidrocarbonetos de cadeia aberta saturada com formula geral CnH2n+2.";""
